

type      subtype   reward    rate      salary    B_ENPV    O_ENPV    B_Risk%   O_Risk%   B_VaR     O_VaR     T_VaR    
ls        0.0-0.0   33554.88  0.0       0.0       5000.0    50896.78  33.55     28.89     -13385.93 -9678.48  -23064.41
lh        0.0-0.01  33219.33  0.0       64.98     4999.99   50896.79  33.49     29.37     -13369.44 -9855.54  -23224.98
lh        0.0-0.02  32883.78  0.0       129.97    5000.02   50896.77  33.44     29.83     -13352.99 -10032.56 -23385.55
lh        0.0-0.03  32548.23  0.0       194.95    5000.0    50896.78  33.38     30.27     -13336.49 -10209.05 -23545.54
lh        0.0-0.04  32212.68  0.0       259.93    4999.99   50896.79  33.32     30.7      -13326.71 -10386.1  -23712.81
lh        0.0-0.05  31877.14  0.0       324.92    5000.02   50896.76  33.27     31.12     -13330.4  -10562.56 -23892.96
lh        0.0-0.06  31541.59  0.0       389.9     5000.01   50896.77  33.21     31.52     -13345.04 -10739.61 -24084.65
lh        0.0-0.07  31206.04  0.0       454.88    5000.0    50896.78  33.16     31.9      -13369.45 -10916.66 -24286.11
lh        0.0-0.08  30870.49  0.0       519.86    4999.98   50896.8   33.1      32.28     -13403.61 -11093.17 -24496.78
lh        0.0-0.09  30534.94  0.0       584.85    5000.01   50896.77  33.04     32.64     -13445.14 -11270.18 -24715.32
lh        0.0-0.1   30199.39  0.0       649.83    5000.0    50896.78  32.99     32.99     -13494.57 -11446.67 -24941.24
lh        0.0-0.11  29863.84  0.0       714.81    4999.98   50896.8   32.93     33.33     -13550.09 -11623.74 -25173.83
lh        0.0-0.12  29528.29  0.0       779.8     5000.01   50896.77  32.87     33.66     -13612.38 -11800.75 -25413.13
lh        0.0-0.13  29192.75  0.0       844.78    5000.01   50896.78  32.82     33.98     -13679.51 -11977.24 -25656.75
lh        0.0-0.14  28857.2   0.0       909.76    4999.99   50896.79  32.76     34.28     -13752.13 -12154.3  -25906.43
lh        0.0-0.15  28521.65  0.0       974.75    5000.02   50896.76  32.71     34.58     -13829.67 -12330.75 -26160.42
lh        0.0-0.16  28186.1   0.0       1039.73   5000.01   50896.78  32.65     34.88     -13911.45 -12507.81 -26419.26
lh        0.0-0.17  27850.55  0.0       1104.71   4999.99   50896.79  32.59     35.16     -13997.49 -12684.87 -26682.36
lh        0.0-0.18  27515.0   0.0       1169.7    5000.02   50896.76  32.54     35.43     -14087.24 -12861.32 -26948.56
lh        0.0-0.19  27179.45  0.0       1234.68   5000.01   50896.78  32.48     35.7      -14180.0  -13038.38 -27218.38
lh        0.0-0.2   26843.9   0.0       1299.66   4999.99   50896.79  32.43     35.96     -14277.03 -13214.87 -27491.9 
lh        0.0-0.21  26508.36  0.0       1364.65   5000.03   50896.75  32.37     36.21     -14376.56 -13391.88 -27768.44
lh        0.0-0.22  26172.81  0.0       1429.63   5000.01   50896.77  32.31     36.46     -14479.69 -13568.94 -28048.63
lh        0.0-0.23  25837.26  0.0       1494.61   5000.0    50896.78  32.26     36.7      -14585.27 -13745.43 -28330.7 
lh        0.0-0.24  25501.71  0.0       1559.59   4999.99   50896.79  32.2      36.93     -14693.9  -13922.49 -28616.39
lh        0.0-0.25  25166.16  0.0       1624.58   5000.01   50896.77  32.15     37.15     -14804.39 -14098.95 -28903.34
lh        0.0-0.26  24830.61  0.0       1689.56   5000.0    50896.78  32.09     37.37     -14917.91 -14276.0  -29193.91
lh        0.0-0.27  24495.06  0.0       1754.54   4999.99   50896.79  32.03     37.59     -15033.86 -14453.06 -29486.92
lh        0.0-0.28  24159.51  0.0       1819.53   5000.01   50896.77  31.98     37.8      -15151.68 -14629.52 -29781.2 
lh        0.0-0.29  23823.96  0.0       1884.51   5000.0    50896.78  31.92     38.0      -15271.91 -14806.57 -30078.48
lh        0.0-0.3   23488.42  0.0       1949.49   5000.0    50896.79  31.87     38.2      -15393.98 -14983.07 -30377.05
lh        0.0-0.31  23152.87  0.0       2014.48   5000.02   50896.76  31.81     38.4      -15517.9  -15160.08 -30677.98
lh        0.0-0.32  22817.32  0.0       2079.46   5000.01   50896.77  31.75     38.59     -15643.63 -15337.13 -30980.76
lh        0.0-0.33  22481.77  0.0       2144.44   5000.0    50896.79  31.7      38.77     -15771.18 -15513.64 -31284.82
lh        0.0-0.34  22146.22  0.0       2209.43   5000.02   50896.76  31.64     38.95     -15900.59 -15690.65 -31591.24
lh        0.0-0.35  21810.67  0.0       2274.41   5000.01   50896.77  31.59     39.13     -16031.2  -15867.14 -31898.34
lh        0.0-0.36  21475.12  0.0       2339.39   5000.0    50896.79  31.53     39.3      -16163.64 -16044.2  -32207.84
lh        0.0-0.37  21139.57  0.0       2404.37   4999.98   50896.8   31.47     39.47     -16297.89 -16221.26 -32519.15
lh        0.0-0.38  20804.03  0.0       2469.36   5000.02   50896.76  31.42     39.63     -16433.43 -16397.7  -32831.13
lh        0.0-0.39  20468.48  0.0       2534.34   5000.0    50896.78  31.36     39.79     -16570.13 -16574.76 -33144.89
lh        0.0-0.4   20132.93  0.0       2599.32   4999.99   50896.79  31.31     39.95     -16708.67 -16751.26 -33459.93
lh        0.0-0.41  19797.38  0.0       2664.31   5000.02   50896.76  31.25     40.1      -16847.86 -16928.27 -33776.13
lh        0.0-0.42  19461.83  0.0       2729.29   5000.0    50896.78  31.19     40.25     -16988.83 -17105.33 -34094.16
lh        0.0-0.43  19126.28  0.0       2794.27   4999.99   50896.79  31.14     40.4      -17131.03 -17281.83 -34412.86
lh        0.0-0.44  18790.73  0.0       2859.26   5000.02   50896.76  31.08     40.55     -17274.5  -17458.84 -34733.34
lh        0.0-0.45  18455.18  0.0       2924.24   5000.01   50896.78  31.03     40.69     -17419.14 -17635.34 -35054.48
lh        0.0-0.46  18119.64  0.0       2989.22   5000.0    50896.78  30.97     40.83     -17564.39 -17812.39 -35376.78
lh        0.0-0.47  17784.09  0.0       3054.21   5000.03   50896.76  30.91     40.96     -17711.52 -17989.41 -35700.93
lh        0.0-0.48  17448.54  0.0       3119.19   5000.01   50896.77  30.87     41.09     -17859.2  -18165.9  -36025.1 
lh        0.0-0.49  17112.99  0.0       3184.17   5000.0    50896.78  30.83     41.22     -18008.12 -18342.96 -36351.08
lh        0.0-0.5   16777.44  0.0       3249.16   5000.03   50896.76  30.8      41.35     -18157.68 -18519.98 -36677.66
lh        0.0-0.51  16441.89  0.0       3314.14   5000.01   50896.77  30.78     41.48     -18308.42 -18696.47 -37004.89
lh        0.0-0.52  16106.34  0.0       3379.12   5000.0    50896.78  30.76     41.6      -18460.39 -18873.53 -37333.92
lh        0.0-0.53  15770.79  0.0       3444.1    4999.99   50896.79  30.76     41.72     -18612.97 -19050.02 -37662.99
lh        0.0-0.54  15435.24  0.0       3509.09   5000.01   50896.77  30.76     41.83     -18766.79 -19227.04 -37993.83
lh        0.0-0.55  15099.7   0.0       3574.07   5000.01   50896.77  30.77     41.95     -18921.21 -19403.52 -38324.73
lh        0.0-0.56  14764.15  0.0       3639.05   5000.0    50896.79  30.78     42.06     -19076.84 -19580.59 -38657.43
lh        0.0-0.57  14428.6   0.0       3704.04   5000.02   50896.76  30.8      42.17     -19233.11 -19757.6  -38990.71
lh        0.0-0.58  14093.05  0.0       3769.02   5000.01   50896.77  30.83     42.28     -19389.96 -19934.09 -39324.05
lh        0.0-0.59  13757.5   0.0       3834.0    5000.0    50896.79  30.86     42.39     -19547.42 -20111.16 -39658.58
lh        0.0-0.6   13421.95  0.0       3898.99   5000.02   50896.76  30.89     42.5      -19706.14 -20288.17 -39994.31
lh        0.0-0.61  13086.4   0.0       3963.97   5000.01   50896.77  30.93     42.6      -19865.43 -20464.66 -40330.09
lh        0.0-0.62  12750.85  0.0       4028.95   5000.0    50896.79  30.98     42.7      -20025.94 -20641.73 -40667.67
lh        0.0-0.63  12415.31  0.0       4093.94   5000.03   50896.75  31.02     42.8      -20186.49 -20818.17 -41004.66
lh        0.0-0.64  12079.76  0.0       4158.92   5000.02   50896.76  31.08     42.9      -20348.23 -20995.22 -41343.45
lh        0.0-0.65  11744.21  0.0       4223.9    5000.0    50896.78  31.13     42.99     -20509.95 -21171.73 -41681.68
lh        0.0-0.66  11408.66  0.0       4288.88   4999.99   50896.79  31.19     43.09     -20672.9  -21348.78 -42021.68
