

type      subtype   reward    rate      salary    B_ENPV    O_ENPV    B_Risk%   O_Risk%   B_VaR     O_VaR     T_VaR    
ls        0.0-0.0   54022.18  0.0       0.0       5000.0    27431.29  32.98     31.37     -11813.66 -9738.45  -21552.11
lh        0.0-0.01  53481.96  0.0       111.76    5000.01   27431.27  32.79     31.99     -11668.41 -9941.06  -21609.47
lh        0.0-0.02  52941.74  0.0       223.51    5000.0    27431.29  32.6      32.58     -11525.57 -10144.25 -21669.82
lh        0.0-0.03  52401.51  0.0       335.27    5000.01   27431.28  32.41     33.15     -11387.03 -10346.87 -21733.9 
lh        0.0-0.04  51861.29  0.0       447.02    4999.99   27431.3   32.22     33.7      -11252.13 -10549.51 -21801.64
lh        0.0-0.05  51321.07  0.0       558.78    5000.0    27431.29  32.03     34.22     -11122.13 -10752.68 -21874.81
lh        0.0-0.06  50780.85  0.0       670.54    5000.01   27431.27  31.84     34.72     -10998.85 -10955.28 -21954.13
lh        0.0-0.07  50240.63  0.0       782.29    5000.0    27431.29  31.65     35.21     -10884.09 -11157.93 -22042.02
lh        0.0-0.08  49700.41  0.0       894.05    5000.01   27431.28  31.46     35.67     -10782.79 -11361.09 -22143.88
lh        0.0-0.09  49160.18  0.0       1005.8    4999.99   27431.3   31.26     36.12     -10715.02 -11563.74 -22278.76
lh        0.0-0.1   48619.96  0.0       1117.56   5000.0    27431.29  31.07     36.55     -10673.52 -11766.36 -22439.88
lh        0.0-0.11  48079.74  0.0       1229.32   5000.01   27431.27  30.88     36.97     -10632.03 -11969.51 -22601.54
lh        0.0-0.12  47539.52  0.0       1341.07   5000.0    27431.29  30.69     37.37     -10590.52 -12172.16 -22762.68
lh        0.0-0.13  46999.3   0.0       1452.83   5000.01   27431.28  30.5      37.75     -10549.02 -12375.32 -22924.34
lh        0.0-0.14  46459.07  0.0       1564.58   4999.99   27431.3   30.31     38.13     -10507.5  -12577.97 -23085.47
lh        0.0-0.15  45918.85  0.0       1676.34   5000.0    27431.29  30.12     38.49     -10466.0  -12780.58 -23246.58
lh        0.0-0.16  45378.63  0.0       1788.1    5000.01   27431.27  29.93     38.83     -10423.9  -12983.74 -23407.64
lh        0.0-0.17  44838.41  0.0       1899.85   5000.0    27431.29  29.74     39.17     -10382.39 -13186.38 -23568.77
