type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	SB_Risk%  	B_Risk%   	SO_Risk%  	O_Risk%   	SB_VaR    	B_VaR     	SO_VaR    	O_VaR     	T_VaR     	SB_CVaR   	B_CVaR    	SO_CVaR   	O_CVaR    	ST_CVaR   	T_CVaR    
tm        	0.61-0.18 	17945.9231	0.61      	814.9354  	5106.90467225	5106.90467225	0.0       	0.0014386 	16.128    	16.3012514	-4182.66139258	-4171.34817929	-6754.18303846	-6732.98797571	-10904.336155	-4453.24612008	-4442.73051885	-7194.5382619	-7181.15592435	-11647.78438199	-11623.8864432
tm        	0.61-0.19 	17727.0704	0.61      	860.2096  	5106.90467225	5106.90467225	0.0       	0         	16.431    	16.42800766	-4144.83052719	-4154.52368012	-6765.26831669	-6778.254264	-10932.77794412	-4391.81369437	-4401.65429936	-7219.70601432	-7238.20123142	-11611.51970869	-11639.85553079
tm        	0.61-0.2  	17508.2176	0.61      	905.4838  	5106.90467225	5106.90467225	0.0       	0         	16.33     	16.55955503	-4151.83650658	-4137.69918095	-6841.53538155	-6825.21500004	-10962.91418099	-4389.97611457	-4370.3306826	-7322.16433824	-7296.53293668	-11712.14045281	-11666.86361928
tm        	0.61-0.21 	17289.3649	0.61      	950.758   	5106.90467225	5106.90467225	0.0       	0         	16.835    	16.70510553	-4117.75988965	-4120.87468178	-6872.04595836	-6873.69072404	-10994.56540582	-4346.33190086	-4347.8683409	-7354.40565292	-7356.00624711	-11700.73755378	-11703.874588
tm        	0.61-0.22 	17070.5122	0.61      	996.0321  	5106.90467225	5106.90467225	0.001     	7.146e-05 	16.892    	16.8630755	-4089.40350084	-4104.05018261	-6880.67288921	-6923.53038347	-11027.58056608	-4316.96948629	-4331.60099975	-7378.75515501	-7416.50060252	-11695.72464129	-11748.10160227
tm        	0.61-0.23 	16851.6595	0.61      	1041.3063 	5106.90467225	5106.90467225	0.021     	0.02536626	16.837    	17.031845 	-4103.53756386	-4087.22568344	-7010.59521423	-6974.60556045	-11061.83124388	-4344.84528941	-4323.79751504	-7513.46730571	-7477.91449403	-11858.31259513	-11801.71200907
tm        	0.61-0.24 	16632.8068	0.61      	1086.5805 	5106.90467225	5106.90467225	0.079     	0.08906825	17.13     	17.2100641	-4081.68076633	-4070.40118427	-7075.27297888	-7026.80609963	-11097.2072839	-4339.24164719	-4325.75409894	-7583.58951141	-7540.16159927	-11922.8311586	-11865.91569821
tm        	0.61-0.25 	16413.954 	0.61      	1131.8547 	5106.90467225	5106.90467225	0.191     	0.18282152	17.472    	17.39659884	-4038.77149552	-4053.5766851	-7066.11686337	-7080.03674772	-11133.61343282	-4321.58062012	-4337.57416857	-7580.83187724	-7603.16785311	-11902.41249736	-11940.74202168
tm        	0.61-0.26 	16195.1013	0.61      	1177.1289 	5106.90467225	5106.90467225	0.286     	0.30031343	17.601    	17.59048973	-4029.45027809	-4036.75218592	-7144.73026122	-7134.21453597	-11170.96672189	-4350.70142147	-4359.08722571	-7675.30925725	-7666.86919502	-12026.01067872	-12025.95642073
tm        	0.61-0.27 	15976.2486	0.61      	1222.4031 	5106.90467225	5106.90467225	0.42      	0.43674217	17.705    	17.79091941	-4027.970532	-4019.92768675	-7222.6125615	-7189.26671661	-11209.19440336	-4398.61373328	-4390.35811044	-7762.19438118	-7731.2098137	-12160.80811446	-12121.56792413
tm        	0.61-0.28 	15757.3959	0.61      	1267.6773 	5106.90467225	5106.90467225	0.601     	0.5884263 	18.025    	17.9971873	-4006.58929312	-4003.10318758	-7264.35542918	-7245.1291181	-11248.23230568	-4437.26052442	-4431.3700806	-7816.01629484	-7796.1407628	-12253.27681926	-12227.51084339
tm        	0.61-0.29 	15538.5432	0.61      	1312.9515 	5106.90467225	5106.90467225	0.769     	0.752519  	18.234    	18.20868945	-3993.09240112	-3986.27868841	-7299.79310146	-7301.74482086	-11288.02350927	-4488.59910879	-4482.14536967	-7866.64029366	-7861.61885734	-12355.23940245	-12343.76422701
tm        	0.61-0.3  	15319.6904	0.61      	1358.2256 	5106.90467225	5106.90467225	0.919     	0.92679915	18.311    	18.42490244	-3970.45920904	-3969.45418924	-7358.06207574	-7359.06308116	-11328.5172704	-4541.69061894	-4542.67077894	-7930.65245311	-7927.60578491	-12472.34307205	-12470.27656385
tm        	0.61-0.31 	15100.8377	0.61      	1403.4998 	5106.90467225	5106.90467225	1.082     	1.10951801	18.535    	18.64537036	-3970.0542143	-3964.59720289	-7423.48018446	-7417.03844921	-11381.6356521	-4602.99317117	-4612.79432793	-8006.91916588	-7994.06738334	-12609.91233705	-12606.86171127
tm        	0.61-0.32 	14881.985 	0.61      	1448.774  	5106.90467225	5106.90467225	1.297     	1.29928635	19.008    	18.86969434	-3978.58116402	-3992.53659729	-7456.63323887	-7475.63004072	-11468.16663801	-4681.81764325	-4689.93429981	-8039.31312372	-8060.9730486	-12721.13076697	-12750.90734841
tm        	0.61-0.33 	14663.1323	0.61      	1494.0482 	5106.90467225	5106.90467225	1.493     	1.49499077	19.165    	19.0975238	-4029.15673701	-4031.7171296	-7563.43058389	-7534.8009308	-11566.5180604	-4774.74523976	-4770.84390855	-8149.36510546	-8128.29524572	-12924.11034523	-12899.13915427
tm        	0.61-0.34 	14444.2795	0.61      	1539.3224 	5106.90467225	5106.90467225	1.709     	1.69573135	19.233    	19.32854945	-4064.14038284	-4076.97834337	-7564.70136156	-7594.51764629	-11671.49598966	-4853.04109675	-4854.75713556	-8177.87706042	-8196.0091017	-13030.91815717	-13050.76623727
tm        	0.61-0.35 	14225.4268	0.61      	1584.5966 	5106.90467225	5106.90467225	1.834     	1.90077471	19.489    	19.56249733	-4123.14132174	-4127.10982529	-7686.0002886	-7654.74973769	-11781.85956298	-4922.1797482	-4941.25782045	-8293.52887693	-8264.09206459	-13215.70862513	-13205.34988504
tm        	0.61-0.36 	14006.5741	0.61      	1629.8708 	5106.90467225	5106.90467225	2.207     	2.10951853	19.615    	19.79912392	-4184.03769319	-4181.3337808	-7723.13708741	-7715.46941637	-11896.80319717	-5051.45130251	-5030.03712599	-8347.13777834	-8332.5236159	-13398.58908085	-13362.56074189
tm        	0.61-0.37 	13787.7214	0.61      	1675.145  	5106.90467225	5106.90467225	2.255     	2.32146445	20.059    	20.03821203	-4206.67518924	-4239.09659422	-7796.61861686	-7776.65124509	-12015.74783932	-5091.05174883	-5120.85311631	-8417.06970505	-8401.28502689	-13508.12145388	-13522.1381432
tm        	0.61-0.38 	13568.8687	0.61      	1720.4192 	5106.90467225	5106.90467225	2.533     	2.53619721	20.316    	20.27956732	-4287.14272471	-4299.97937815	-7852.4496326	-7838.2718729	-12138.25125105	-5204.78599903	-5213.50965211	-8488.19875853	-8470.35915065	-13692.98475755	-13683.86880276
tm        	0.61-0.39 	13350.0159	0.61      	1765.6933 	5106.90467225	5106.90467225	2.85      	2.75336851	20.568    	20.52301539	-4397.16385652	-4363.65192247	-7911.59496392	-7900.30980675	-12263.96172922	-5342.4696531	-5307.8438285	-8545.05654251	-8539.73024393	-13887.52619561	-13847.57407243
tm        	0.61-0.4  	13131.1632	0.61      	1810.9675 	5106.90467225	5106.90467225	2.99      	2.97268435	20.848    	20.7683993	-4428.56504173	-4429.84611714	-7951.28313059	-7962.74521401	-12392.59133115	-5402.97367842	-5403.71785583	-8594.77607379	-8609.38381367	-13997.7497522	-14013.1016695
tm        	0.61-0.41 	12912.3105	0.61      	1856.2417 	5106.90467225	5106.90467225	3.292     	3.19389507	21.022    	21.01557738	-4517.09455811	-4498.33934798	-8030.25626279	-8025.55975084	-12523.89909882	-5518.54779553	-5501.01350277	-8683.19193584	-8679.30648426	-14201.73973136	-14180.31998703
tm        	0.61-0.42 	12693.4578	0.61      	1901.5159 	5106.90467225	5106.90467225	3.303     	3.41678753	21.273    	21.2644215	-4534.20040745	-4568.94349806	-8098.39121356	-8088.73641246	-12657.67991052	-5574.0395039	-5599.62812829	-8752.89404951	-8749.48588218	-14326.93355341	-14349.11401047
tm        	0.61-0.43 	12474.6051	0.61      	1946.7901 	5106.90467225	5106.90467225	3.658     	3.64117874	21.466    	21.5148154	-4648.43852128	-4641.49732627	-8167.55932311	-8152.25940215	-12793.75672842	-5704.80214621	-5699.47175373	-8831.65593142	-8819.91053533	-14536.45807763	-14519.38228906
tm        	0.61-0.44 	12255.7523	0.61      	1992.0643 	5106.90467225	5106.90467225	3.863     	3.86691086	21.803    	21.76665343	-4694.34548175	-4715.86099382	-8177.36006491	-8216.11401595	-12931.97500977	-5775.17326479	-5800.46484459	-8865.87253432	-8890.56978494	-14641.04579911	-14691.03462953
tm        	0.61-0.45 	12036.8996	0.61      	2037.3385 	5106.90467225	5106.90467225	4.204     	4.09384706	22.24     	22.0198393	-4795.24470722	-4791.91201691	-8306.86300346	-8280.28654116	-13072.19855808	-5913.09777507	-5902.53659368	-8970.96565863	-8961.45370809	-14884.0634337	-14863.99030177
tm        	0.61-0.46 	11818.0469	0.61      	2082.6127 	5106.90467225	5106.90467225	4.329     	4.32186823	22.349    	22.27428513	-4870.36920101	-4869.54220076	-8362.91296719	-8344.76416643	-13214.30636719	-6023.70193582	-6005.62356784	-9056.41461233	-9032.55304939	-15080.11654815	-15038.17661723
tm        	0.61-0.47 	11599.1942	0.61      	2127.8868 	5106.90467225	5106.90467225	4.56      	4.5508702 	22.577    	22.52991047	-4947.53021328	-4948.6552692	-8398.59268793	-8409.53490198	-13358.19017118	-6092.92411016	-6109.66862488	-9100.24209198	-9103.85916053	-15193.16620214	-15213.52778541
tm        	0.61-0.48 	11380.3415	0.61      	2173.161  	5106.90467225	5106.90467225	4.755     	4.78076154	22.878    	22.78664162	-5038.55120797	-5029.16499968	-8474.19489866	-8474.58750862	-13503.7525083	-6208.38860107	-6214.62003515	-9172.85489938	-9175.36394664	-15381.24350045	-15389.98398179
tm        	0.61-0.49 	11161.4887	0.61      	2218.4352 	5106.90467225	5106.90467225	4.966     	5.01146171	23.055    	23.04441087	-5090.23315107	-5110.99373373	-8554.37061877	-8539.91143442	-13650.90516815	-6274.39303044	-6320.43076072	-9239.80031078	-9247.05981852	-15514.19334122	-15567.49057925
tm        	0.61-0.5  	10942.636 	0.61      	2263.7094 	5106.90467225	5106.90467225	5.188     	5.24289945	23.219    	23.30315594	-5191.86643651	-5194.07117126	-8616.99162726	-8605.49675791	-13799.56792917	-6427.12373745	-6427.05785795	-9346.56722463	-9318.93965003	-15773.69096208	-15745.99750797
tm        	0.61-0.51 	10723.7833	0.61      	2308.9836 	5106.90467225	5106.90467225	5.489     	5.47501154	23.624    	23.56281942	-5255.10731542	-5278.33338351	-8629.34463446	-8671.3341373	-13949.66752081	-6527.21884667	-6534.46197755	-9354.95550249	-9390.99673987	-15882.17434917	-15925.45871743
tm        	0.61-0.52 	10504.9306	0.61      	2354.2578 	5106.90467225	5106.90467225	5.869     	5.7077417 	23.812    	23.82334833	-5387.38892581	-5363.72199629	-8730.31245874	-8737.41476461	-14101.13676089	-6662.2671438	-6642.60694313	-9451.9141214	-9463.22477743	-16114.1812652	-16105.83172056
tm        	0.61-0.53 	10286.0779	0.61      	2399.532  	5106.90467225	5106.90467225	5.929     	5.94103969	23.917    	24.08469368	-5436.26739246	-5450.18350806	-8847.65837132	-8803.73032445	-14253.91383251	-6744.07905334	-6751.45939296	-9571.08606478	-9535.61781187	-16315.16511812	-16287.07720483
tm        	0.61-0.54 	10067.2251	0.61      	2444.8062 	5106.90467225	5106.90467225	6.306     	6.1748605 	24.173    	24.34681012	-5570.94174356	-5537.66871572	-8865.1577702	-8870.27295676	-14407.94167248	-6849.82886172	-6860.9884736	-9608.32608844	-9608.17022447	-16458.15495016	-16469.15869807
tm        	0.61-0.55 	9848.3724 	0.61      	2490.0804 	5106.90467225	5106.90467225	6.469     	6.40916369	24.683    	24.60965558	-5646.07130798	-5626.13222753	-8915.81979625	-8937.03522296	-14563.16745049	-6965.09616166	-6971.1655763	-9653.21631241	-9680.87670341	-16618.31247406	-16652.04227971
tm        	0.61-0.56 	9629.5197 	0.61      	2535.3545 	5106.90467225	5106.90467225	6.571     	6.64391289	25.167    	24.87319101	-5703.25904403	-5715.53204697	-8976.79227093	-9004.0100754	-14719.54212237	-7072.47873385	-7081.96410878	-9721.13197086	-9753.73222114	-16793.61070471	-16835.69632991
tm        	0.61-0.57 	9410.667  	0.61      	2580.6287 	5106.90467225	5106.90467225	6.932     	6.87907522	24.973    	25.1373801	-5831.21603911	-5805.82921511	-9075.31224684	-9071.19082945	-14877.02004456	-7204.11876805	-7193.35929676	-9831.31040386	-9826.73201367	-17035.42917191	-17020.09131043
tm        	0.61-0.58 	9191.8143 	0.61      	2625.9029 	5106.90467225	5106.90467225	7.015     	7.11462094	25.299    	25.40218903	-5906.07867871	-5896.9875014	-9129.195615	-9138.57113816	-15035.55863957	-7344.21350571	-7305.32801048	-9900.12097043	-9899.87156187	-17244.33447614	-17205.19957236
tm        	0.61-0.59 	8972.9615 	0.61      	2671.1771 	5106.90467225	5106.90467225	7.4       	7.35052309	25.576    	25.6675863	-6018.61717774	-5988.97313492	-9219.32754615	-9206.14496905	-15195.11810397	-7434.43922389	-7417.84861239	-9979.76119971	-9973.14657437	-17414.20042361	-17390.99518676
tm        	0.61-0.6  	8754.1088 	0.61      	2716.4513 	5106.90467225	5106.90467225	7.471     	7.58675715	26.024    	25.93354247	-6050.33905485	-6081.75456969	-9266.55599605	-9273.90658299	-15355.66115268	-7510.85599119	-7530.90082286	-10035.39566393	-10046.55297192	-17546.25165512	-17577.45379478
tm        	0.61-0.61 	8535.2561 	0.61      	2761.7255 	5106.90467225	5106.90467225	8.049     	7.82330077	26.077    	26.20003007	-6243.60436201	-6175.30227872	-9335.06189639	-9341.8505148	-15517.15279352	-7705.07026599	-7644.46560136	-10127.9896809	-10120.08687319	-17833.05994689	-17764.55247455
tm        	0.61-0.62 	8316.4034 	0.61      	2806.9997 	5106.90467225	5106.90467225	8.058     	8.06013355	26.544    	26.46702338	-6268.34466859	-6269.58857259	-9374.75450516	-9409.97155547	-15679.56012806	-7733.68378809	-7758.52504094	-10166.97784427	-10193.74458169	-17900.66163235	-17952.26962263
tm        	0.61-0.63 	8097.5507 	0.61      	2852.2739 	5106.90467225	5106.90467225	8.191     	8.29723686	26.652    	26.73449832	-6356.3680377	-6364.58743896	-9494.74109411	-9478.26473581	-15842.85217477	-7882.08034611	-7873.06227417	-10279.64842949	-10267.52257378	-18161.7287756	-18140.58484796
tm        	0.61-0.64 	7878.6979 	0.61      	2897.548  	5106.90467225	5106.90467225	8.467     	8.53459358	27.011    	27.00243232	-6468.74750318	-6460.27440006	-9499.76561035	-9546.72531142	-16006.99971148	-8017.70648326	-7988.06138907	-10301.96873184	-10341.41748768	-18319.6752151	-18329.47887675
tm        	0.61-0.65 	7659.8452 	0.61      	2942.8222 	5106.90467225	5106.90467225	8.646     	8.77218804	27.136    	27.27080418	-6535.3047293	-6556.62638575	-9630.11715699	-9615.34874887	-16171.97513462	-8120.56048313	-8103.50735371	-10426.47741144	-10415.42611331	-18547.03789458	-18518.93346702
tm        	0.61-0.66 	7440.9925 	0.61      	2988.0964 	5106.90467225	5106.90467225	8.993     	9.01000579	27.356    	27.539594 	-6704.24180754	-6653.6216201	-9696.47934377	-9684.1307129	-16337.752333	-8276.69720379	-8219.38594844	-10498.73613416	-10489.54538302	-18775.43333795	-18708.93133146
tm        	0.61-0.67 	7222.1398 	0.61      	3033.3706 	5106.90467225	5106.90467225	9.293     	9.24803356	27.907    	27.80878307	-6814.86570704	-6751.23951961	-9729.71187599	-9753.0670546	-16504.30657421	-8397.45824377	-8335.68370476	-10553.74937462	-10563.7723629	-18951.20761839	-18899.45606767
tm        	0.61-0.68 	7003.2871 	0.61      	3078.6448 	5106.90467225	5106.90467225	9.596     	9.48625906	28.108    	28.07835377	-6884.30770483	-6849.46060176	-9791.48058001	-9822.1538005	-16671.61440226	-8455.37035292	-8452.38785008	-10613.9348898	-10638.1042449	-19069.30524272	-19090.49209498
tm        	0.61-0.69 	6784.4343 	0.61      	3123.919  	5106.90467225	5106.90467225	9.666     	9.72467097	28.438    	28.34828951	-6936.98079609	-6948.26640255	-9898.31180873	-9891.3871425	-16839.65354504	-8578.00376165	-8569.48625765	-10704.03851404	-10712.53833941	-19282.04227569	-19282.02459706
tm        	0.61-0.7  	6565.5816 	0.61      	3169.1932 	5106.90467225	5106.90467225	10.039    	9.96325881	28.363    	28.61857466	-7062.46734281	-7047.63940199	-9998.07746245	-9960.76342836	-17008.40283035	-8705.0874968	-8686.9674011	-10828.84366161	-10787.07206846	-19533.93115841	-19474.03946956
tm        	0.61-0.71 	6346.7289 	0.61      	3214.4674 	5106.90467225	5106.90467225	10.16     	10.20201284	28.993    	28.88919443	-7157.44834239	-7147.56295654	-10016.32980613	-10030.27915312	-17177.84210965	-8806.86986536	-8804.82031313	-10841.88403757	-10861.70295939	-19648.75390293	-19666.52327251
tm        	0.61-0.72 	6127.8762 	0.61      	3259.7416 	5106.90467225	5106.90467225	10.532    	10.44092406	29.293    	29.1601349	-7234.97493047	-7248.02123772	-10106.11420182	-10099.9309509	-17347.95218862	-8902.87511755	-8923.03454767	-10933.7890824	-10936.42863896	-19836.66419996	-19859.46318663
tm        	0.61-0.73 	5909.0235 	0.61      	3305.0157 	5106.90467225	5106.90467225	10.568    	10.67998407	29.586    	29.43138288	-7303.9870128	-7348.99917635	-10158.60840527	-10169.71558741	-17518.71476376	-8989.04483954	-9041.60014548	-10995.93397361	-11011.24682793	-19984.97881315	-20052.84697342
tm        	0.61-0.74 	5690.1707 	0.61      	3350.2899 	5106.90467225	5106.90467225	10.865    	10.91918508	29.579    	29.7029259	-7396.66105455	-7450.48241157	-10241.30734718	-10239.6299529	-17690.11236447	-9105.55471324	-9160.50760258	-11074.18779884	-11086.15533591	-20179.74251208	-20246.6629385
tm        	0.61-0.75 	5471.318  	0.61      	3395.5641 	5106.90467225	5106.90467225	11.178    	11.15851983	30.123    	29.97475216	-7552.39135197	-7552.45724429	-10296.46084021	-10309.67105559	-17862.12829988	-9269.43810176	-9279.74784125	-11135.65406369	-11161.15205667	-20405.09216546	-20440.89989792
tm        	0.61-0.76 	5252.4653 	0.61      	3440.8383 	5106.90467225	5106.90467225	11.415    	11.39798153	30.4      	30.24685049	-7667.65922205	-7654.91059456	-10369.66910907	-10379.83601559	-18034.74661015	-9438.26678147	-9399.31218347	-11242.46085958	-11236.23496367	-20680.72764105	-20635.54714714
tm        	0.61-0.77 	5033.6126 	0.61      	3486.1125 	5106.90467225	5106.90467225	11.715    	11.63756386	30.539    	30.51921028	-7757.33193676	-7757.82996248	-10468.56685027	-10450.12205914	-18207.95202162	-9525.7549264	-9519.1923264	-11332.7534494	-11311.40210601	-20858.5083758	-20830.5944324
tm        	0.61-0.78 	4814.7598 	0.61      	3531.3867 	5106.90467225	5106.90467225	11.859    	11.87726089	30.658    	30.79182147	-7833.58652611	-7861.20339222	-10559.96492533	-10520.52651327	-18381.72990549	-9649.9427669	-9639.38031984	-11420.94240579	-11386.65160446	-21070.88517269	-21026.0319243
tm        	0.61-0.79 	4595.9071 	0.61      	3576.6609 	5106.90467225	5106.90467225	12.087    	12.1170671	31.196    	31.06467453	-7926.53294715	-7965.01943897	-10585.88127488	-10591.0468008	-18556.06623976	-9730.12772358	-9759.8685454	-11452.72055901	-11461.98164796	-21182.84828259	-21221.85019336
tm        	0.61-0.8  	4377.0544 	0.61      	3621.9351 	5106.90467225	5106.90467225	12.327    	12.35697729	31.565    	31.33776037	-8085.83374174	-8069.26713837	-10612.94360981	-10661.68043559	-18730.94757396	-9931.09188085	-9880.6496972	-11498.95998386	-11537.39049016	-21430.05186471	-21418.04018736
tm        	0.61-0.81 	4158.2017 	0.61      	3667.2092 	5106.90467225	5106.90467225	12.464    	12.5969866	31.502    	31.61107038	-8157.61591538	-8173.93597841	-10734.70233431	-10732.42501823	-18906.36099663	-9996.38089397	-10001.71676407	-11609.37627679	-11612.87644627	-21605.75717075	-21614.59321034
tm        	0.61-0.82 	3939.349  	0.61      	3712.4834 	5106.90467225	5106.90467225	12.74     	12.83709046	31.906    	31.88459636	-8323.12367411	-8279.01587329	-10806.47069557	-10803.27823179	-19082.29410508	-10161.79330201	-10123.06301299	-11688.65473965	-11688.4378901	-21850.44804165	-21811.5009031
tm        	0.61-0.83 	3720.4962 	0.61      	3757.7576 	5106.90467225	5106.90467225	13.268    	13.07728458	32.22     	32.1583305	-8403.00116232	-8384.49713935	-10842.92396896	-10874.237838	-19258.73497735	-10257.60544194	-10244.68197376	-11743.41191883	-11764.07325127	-22001.01736077	-22008.75522504
tm        	0.61-0.84 	3501.6435 	0.61      	3803.0318 	5106.90467225	5106.90467225	13.328    	13.31756491	32.379    	32.43226537	-8517.78819844	-8490.37047263	-10909.25400267	-10945.30167358	-19435.67214621	-10422.77511064	-10366.56742471	-11823.08492849	-11839.78101255	-22245.86003913	-22206.34843727
tm        	0.61-0.85 	3282.7908 	0.61      	3848.306  	5106.90467225	5106.90467225	13.388    	13.55792766	32.986    	32.70639387	-8578.49000609	-8596.62692812	-11002.78554071	-11016.46764677	-19613.09457489	-10456.07764849	-10488.71337943	-11882.60888497	-11915.55970743	-22338.68653346	-22404.27308686
tm        	0.61-0.86 	3063.9381 	0.61      	3893.5802 	5106.90467225	5106.90467225	13.874    	13.79836925	32.887    	32.98070926	-8736.88329911	-8703.25790042	-11116.14264335	-11087.73373412	-19790.99163454	-10645.21463066	-10611.11407438	-12019.39662843	-11991.40791775	-22664.61125909	-22602.52199213
tm        	0.61-0.87 	2845.0854 	0.61      	3938.8544 	5106.90467225	5106.90467225	14.056    	14.0388863	33.358    	33.2552051	-8771.42165069	-8810.2551057	-11165.14149959	-11159.0979774	-19969.35308311	-10748.89603465	-10733.76395739	-12070.60290193	-12067.32427156	-22819.49893658	-22801.08822895
tm        	0.61-0.88 	2626.2326 	0.61      	3984.1286 	5106.90467225	5106.90467225	14.389    	14.27947562	33.386    	33.52892211	-8968.02678159	-8917.610565	-11221.14282649	-11230.55848074	-20148.16904574	-10887.37609176	-10856.65767681	-12141.99269735	-12143.30744104	-23029.36878911	-22999.96511785
tm        	0.61-0.89 	2407.3799 	0.61      	4029.4027 	5106.90467225	5106.90467225	14.558    	14.5201342	33.928    	33.79714393	-8995.16212652	-9025.3165885	-11286.57064314	-11302.1134079	-20327.4299964	-10967.01850635	-10979.7900715	-12203.48348553	-12219.35614052	-23170.50199188	-23199.14621202
tm        	0.61-0.9  	2188.5272 	0.61      	4074.6769 	5106.90467225	5106.90467225	14.861    	14.76085919	34.045    	34.05940526	-9119.00085689	-9133.36576093	-11373.10355684	-11373.76097967	-20507.12674061	-11085.5593786	-11103.15616136	-12289.78377591	-12295.46912468	-23375.34315451	-23398.62528604
tm        	0.61-0.91 	1969.6745 	0.61      	4119.9511 	5106.90467225	5106.90467225	15.237    	15.0016479	33.994    	34.31590261	-9289.37873979	-9241.7509279	-11502.00722126	-11445.49947148	-20687.25039938	-11243.70869256	-11226.75113851	-12463.6952573	-12371.64518678	-23707.40394987	-23598.39632529
tm        	0.61-0.92 	1750.8218 	0.61      	4165.2253 	5106.90467225	5106.90467225	15.181    	15.24249778	34.545    	34.56682393	-9370.37343306	-9350.46518306	-11481.46702812	-11517.32721106	-20867.79239412	-11372.17935643	-11350.57035899	-12419.52365447	-12447.88315705	-23791.7030109	-23798.45351605
tm        	0.61-0.93 	1531.969  	0.61      	4210.4995 	5106.90467225	5106.90467225	15.59     	15.48340641	34.838    	34.81234909	-9398.84870429	-9459.50185615	-11567.34935482	-11589.24257628	-21048.74443242	-11392.46476472	-11474.609335	-12507.53649757	-12524.18190112	-23900.00126229	-23998.79123612
tm        	0.61-0.94 	1313.1163 	0.61      	4255.7737 	5106.90467225	5106.90467225	15.842    	15.72437151	35.22     	35.05265031	-9557.17935882	-9568.85450166	-11644.8963894	-11661.24399307	-21230.09849473	-11584.97868312	-11598.8637276	-12587.98674679	-12600.54031852	-24172.96542991	-24199.40404611
tm        	0.61-0.95 	1094.2636 	0.61      	4301.0479 	5106.90467225	5106.90467225	15.92     	15.96539089	35.48     	35.28789256	-9734.13794461	-9678.51688837	-11769.07669249	-11733.32993349	-21411.84682186	-11748.95015353	-11723.3293398	-12684.50577527	-12676.95734133	-24433.45592879	-24400.28668113
tm        	0.61-0.96 	875.4109  	0.61      	4346.3221 	5106.90467225	5106.90467225	16.326    	16.2064625	35.347    	35.51823393	-9799.25514914	-9788.4829893	-11823.82861058	-11805.49891384	-21593.98190314	-11894.5058842	-11848.00211016	-12762.16370348	-12753.43193283	-24656.66958768	-24601.43404299
tm        	0.61-0.97 	656.5582  	0.61      	4391.5963 	5106.90467225	5106.90467225	16.53     	16.44758437	35.787    	35.74382599	-10014.6273524	-9898.74697246	-11823.5617522	-11877.74949293	-21776.49646539	-12052.12490575	-11972.87810667	-12776.53770119	-12829.96308626	-24828.66260694	-24802.84119293
tm        	0.61-0.98 	437.7054  	0.61      	4436.8704 	5106.90467225	5106.90467225	16.526    	16.68875464	36.093    	35.96481413	-10028.9409142	-10009.303192	-11949.93921582	-11950.08027036	-21959.38346236	-12098.42417982	-12097.95352098	-12923.48572092	-12906.54982361	-25021.90990075	-25004.50334459
tm        	0.61-0.99 	218.8527  	0.61      	4482.1446 	5106.90467225	5106.90467225	16.984    	16.92997153	36.19     	36.18133787	-10134.26250557	-10120.14617992	-12083.73821157	-12022.48988499	-22142.63606491	-12242.58637201	-12223.22466304	-13010.59601507	-12983.19119452	-25253.18238709	-25206.41585756
tm        	0.61-1.0  	0.0       	0.61      	4527.4188 	5106.90467225	5106.90467225	17.272    	17.17123337	36.506    	36.39353113	-10263.4090194	-10231.27063831	-12030.93658649	-12094.97701339	-22326.2476517	-12391.44024399	-12348.68795598	-13016.68347719	-13059.88627516	-25408.12372118	-25408.57423114
cp        	0.62-0.0  	21630.272 	0.62      	0.0       	5106.90467225	5106.90467225	5.105     	5.08492597	14.662    	14.5999671	-5128.20545454	-5120.89682775	-6419.11782366	-6402.00771036	-11522.90453811	-5615.41798365	-5608.68304074	-6905.69262273	-6896.77255154	-12521.11060638	-12505.45559229
tm        	0.62-0.01 	21413.9693	0.62      	44.7467   	5106.90467225	5106.90467225	4.68      	4.68323557	14.757    	14.72322581	-5061.87002518	-5054.58396116	-6420.94439817	-6418.63617599	-11473.22013715	-5538.01708648	-5535.95403798	-6874.44155469	-6871.61646873	-12412.45864117	-12407.57050671
tm        	0.62-0.02 	21197.6666	0.62      	89.4933   	5106.90467225	5106.90467225	4.283     	4.28626757	14.954    	14.84648451	-4993.66148768	-4988.6703825	-6441.13541817	-6435.26464162	-11423.93502413	-5463.57688957	-5463.45998708	-6849.7882925	-6852.40320969	-12313.36518207	-12315.86319677
tm        	0.62-0.03 	20981.3639	0.62      	134.24    	5106.90467225	5106.90467225	3.892     	3.89473364	15.084    	14.96974322	-4914.41050491	-4923.18597133	-6445.34376552	-6451.89310726	-11375.07907859	-5389.658471	-5391.21655002	-6826.64220168	-6839.11164871	-12216.30067268	-12230.32819873
tm        	0.62-0.04 	20765.0612	0.62      	178.9867  	5106.90467225	5106.90467225	3.574     	3.50948295	15.079    	15.09300192	-4853.59315176	-4858.16481717	-6465.04835334	-6468.52157289	-11326.68639006	-5310.85329507	-5319.2413578	-6827.46972213	-6831.70369539	-12138.32301721	-12150.9450532
tm        	0.62-0.05 	20548.7584	0.62      	223.7333  	5106.90467225	5106.90467225	3.086     	3.13153314	15.045    	15.21626063	-4781.91080649	-4793.64614498	-6479.68666549	-6485.15003852	-11278.7961835	-5234.25446686	-5247.55439801	-6823.21330298	-6830.10012339	-12057.46776984	-12077.65452141
