time      	proj_id   	cont_type 	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk    	O_Risk    	B_CVaR    	O_CVaR    	T_CVaR    	B_VaR     	O_VaR     	T_VaR     
2026-03-05 16:43:33	023       	ls        	37261.0882	0         	0         	5000.0    	-4332.11024421	30.00163871	100       	-11013.68237102	-2085.13456091	-13098.81693193	-10440.15611825	-1948.89290506	-12389.04902331
2026-03-05 16:43:33	023       	cp        	35447.2297	0.0711    	0         	5000.0    	-4332.11024421	28.47018633	100       	-10235.47558872	-2615.45706707	-12850.93265579	-9743.66011615	-2237.68969001	-11981.34980616
2026-03-05 16:43:33	023       	lh        	34232.44  	0         	626.5382  	5000.0    	-4332.11024421	28.93160826	100.0     	-11412.61735475	-196.7784875	-11609.39584224	-10276.78783802	-196.04344508	-10472.83128309
2026-03-05 16:43:33	023       	tm        	28006.2836	0.2021    	848.4825  	5000.0    	-4332.11024421	23.12048466	100.0     	-9108.88102708	-2455.62730665	-11564.50833372	-8179.00208665	-2209.79659725	-10388.7986839
# tm-cvar-local-scan proj=024 step=0.010000 points=101 local_peaks=1
# tm-cvar-neighborhood idx=1 nu_local=0.590000 range=[0.580000,0.600000] coarse_tcvar=-13851.76079920
# tm-cvar-refined idx=1 nu_opt=0.58436890 salary_opt=50.0000 reward=22117.9841 b_cvar=-5738.13922343 o_cvar=-8113.61865156 t_cvar=-13851.75787498
# tm-cvar-global-opt nu=0.58436890 salary=50.0000 reward=22117.9841 b_cvar=-5738.13922343 o_cvar=-8113.61865156 t_cvar=-13851.75787498
2026-03-05 16:53:07	024       	ls        	37261.0882	0         	0         	5000.0    	13566.48898461	30.00163871	0         	-11013.68237102	-5000.60961502	-16014.29198604	-10440.15611825	-4816.27956294	-15256.4356812
2026-03-05 16:53:07	024       	cp        	22581.5456	0.5757    	0         	5000.0    	13566.48898461	7.43948293	0         	-5877.73654548	-7974.01962103	-13851.75616651	-5381.36221954	-7300.61411277	-12681.97633231
2026-03-05 16:53:07	024       	lh        	37261.0882	0         	0         	5000.0    	13566.48898461	30.00163871	0         	-11013.68237102	-5000.60961502	-16014.29198604	-10440.15611825	-4816.27956294	-15256.4356812
2026-03-05 16:53:07	024       	tm        	22117.9841	0.5844    	50.0      	5000.0    	13566.48898461	6.60951536	0         	-5738.13922343	-8113.61865156	-13851.75787498	-5251.95422925	-7430.02581802	-12681.98004727
# tm-cvar-local-scan proj=025 step=0.010000 points=101 local_peaks=1
# tm-cvar-neighborhood idx=1 nu_local=0.730000 range=[0.720000,0.740000] coarse_tcvar=-17548.05898499
# tm-cvar-refined idx=1 nu_opt=0.72358948 salary_opt=50.0000 reward=18567.8595 b_cvar=-4826.06389008 o_cvar=-12721.99358055 t_cvar=-17548.05747062
# tm-cvar-global-opt nu=0.72358948 salary=50.0000 reward=18567.8595 b_cvar=-4826.06389008 o_cvar=-12721.99358055 t_cvar=-17548.05747062
2026-03-05 17:01:23	025       	ls        	37261.0882	0         	0         	5000.0    	25498.88847049	30.00163871	0         	-11013.68237102	-9398.89362698	-20412.575998	-10440.15611825	-9052.43615776	-19492.59227601
2026-03-05 17:01:23	025       	cp        	18944.4416	0.7183    	0         	5000.0    	25498.88847049	2.13394248	0         	-4943.27668876	-12604.78039898	-17548.05708774	-4502.69855579	-11481.35746937	-15984.05602516
2026-03-05 17:01:23	025       	lh        	37261.0882	0         	0         	5000.0    	25498.88847049	30.00163871	0         	-11013.68237102	-9398.89362698	-20412.575998	-10440.15611825	-9052.43615776	-19492.59227601
2026-03-05 17:01:23	025       	tm        	18567.8595	0.7236    	50.0      	5000.0    	25498.88847049	1.60090602	0         	-4826.06389008	-12721.99358055	-17548.05747062	-4393.76358767	-11590.29327836	-15984.05686603
# tm-cvar-local-scan proj=026 step=0.010000 points=101 local_peaks=1
# tm-cvar-neighborhood idx=1 nu_local=0.800000 range=[0.790000,0.810000] coarse_tcvar=-21448.22074156
# tm-cvar-refined idx=1 nu_opt=0.79296265 salary_opt=50.0004 reward=16798.8417 b_cvar=-4413.63882396 o_cvar=-17034.58064854 t_cvar=-21448.21947250
# tm-cvar-global-opt nu=0.79296265 salary=50.0004 reward=16798.8417 b_cvar=-4413.63882396 o_cvar=-17034.58064854 t_cvar=-21448.21947250
2026-03-05 17:04:50	026       	ls        	37261.0882	0         	0         	5000.0    	37431.28795637	30.00163871	0         	-11013.68237102	-13797.17763894	-24810.86000996	-10440.15611825	-13288.59275258	-23728.74887083
2026-03-05 17:04:50	026       	cp        	17137.2707	0.7892    	0         	5000.0    	37431.28795637	0.45122333	0         	-4521.95243894	-16926.26686108	-21448.21930002	-4128.2872769	-15452.72522608	-19581.01250299
2026-03-05 17:04:50	026       	lh        	37261.0882	0         	0         	5000.0    	37431.28795637	30.00163871	0         	-11013.68237102	-13797.17763894	-24810.86000996	-10440.15611825	-13288.59275258	-23728.74887083
2026-03-05 17:04:50	026       	tm        	16798.8417	0.793     	50.0004   	5000.0    	37431.28795637	0.19830055	0         	-4413.63882396	-17034.58064854	-21448.2194725	-4027.06100231	-15553.95187994	-19581.01288225
