

type      subtype   reward    rate      salary    B_ENPV    O_ENPV    B_Risk%   O_Risk%   B_VaR     O_VaR     T_VaR    
ls        0.0-0.0   67201.9   0.0       0.0       5000.0    7022.86   41.15     22.67     -8496.4   -5863.27  -14359.67
lh        0.0-0.01  66529.88  0.0       194.55    5000.0    7022.86   40.78     23.52     -8451.84  -5905.15  -14356.99
lh        0.0-0.02  65857.86  0.0       389.1     5000.0    7022.86   40.4      24.35     -8407.9   -5947.03  -14354.93
lh        0.0-0.03  65185.84  0.0       583.65    5000.0    7022.86   40.01     25.19     -8363.34  -5988.91  -14352.25
lh        0.0-0.04  64513.82  0.0       778.2     5000.0    7022.86   39.62     26.01     -8318.79  -6030.79  -14349.58
lh        0.0-0.05  63841.8   0.0       972.75    4999.99   7022.87   39.22     26.82     -8274.83  -6073.47  -14348.3 
lh        0.0-0.06  63169.79  0.0       1167.31   5000.0    7022.86   38.82     27.63     -8230.29  -6115.34  -14345.63
lh        0.0-0.07  62497.77  0.0       1361.86   5000.0    7022.86   38.41     28.42     -8186.34  -6157.22  -14343.56
lh        0.0-0.08  61825.75  0.0       1556.41   5000.0    7022.86   38.0      29.2      -8141.78  -6199.1   -14340.88
lh        0.0-0.09  61153.73  0.0       1750.96   5000.0    7022.86   37.59     29.97     -8097.84  -6240.98  -14338.82
lh        0.0-0.1   60481.71  0.0       1945.51   5000.0    7022.86   37.17     30.73     -8053.89  -6282.86  -14336.75
lh        0.0-0.11  59809.69  0.0       2140.06   5000.0    7022.86   36.74     31.48     -8009.95  -6324.74  -14334.69
lh        0.0-0.12  59137.67  0.0       2334.61   5000.0    7022.86   36.32     32.21     -7965.39  -6366.62  -14332.01
lh        0.0-0.13  58465.65  0.0       2529.16   5000.0    7022.86   35.88     32.93     -7921.45  -6408.49  -14329.94
lh        0.0-0.14  57793.63  0.0       2723.71   5000.0    7022.86   35.44     33.64     -7877.5   -6450.37  -14327.87
lh        0.0-0.15  57121.61  0.0       2918.26   5000.0    7022.86   35.0      34.33     -7833.56  -6492.25  -14325.81
lh        0.0-0.16  56449.6   0.0       3112.81   5000.0    7022.86   34.56     35.02     -7790.22  -6534.13  -14324.35
lh        0.0-0.17  55777.58  0.0       3307.37   5000.0    7022.86   34.11     35.68     -7746.28  -6576.01  -14322.29
lh        0.0-0.18  55105.56  0.0       3501.92   5000.0    7022.86   33.66     36.33     -7702.33  -6617.89  -14320.22
lh        0.0-0.19  54433.54  0.0       3696.47   5000.0    7022.86   33.2      36.97     -7658.39  -6659.77  -14318.16
lh        0.0-0.2   53761.52  0.0       3891.02   5000.0    7022.86   32.74     37.6      -7614.44  -6701.65  -14316.09
lh        0.0-0.21  53089.5   0.0       4085.57   5000.0    7022.86   32.28     38.21     -7571.11  -6743.53  -14314.64
lh        0.0-0.22  52417.48  0.0       4280.12   5000.0    7022.86   31.81     38.81     -7527.16  -6785.41  -14312.57
lh        0.0-0.23  51745.46  0.0       4474.67   5000.0    7022.86   31.34     39.39     -7483.83  -6828.08  -14311.91
lh        0.0-0.24  51073.44  0.0       4669.22   5000.0    7022.86   30.87     39.96     -7439.88  -6869.96  -14309.84
lh        0.0-0.25  50401.42  0.0       4863.77   5000.0    7022.86   30.4      40.51     -7396.55  -6911.84  -14308.39
lh        0.0-0.26  49729.41  0.0       5058.32   5000.0    7022.86   29.92     41.06     -7352.6   -6953.72  -14306.32
lh        0.0-0.27  49057.39  0.0       5252.87   5000.0    7022.86   29.45     41.59     -7309.27  -6995.6   -14304.87
lh        0.0-0.28  48385.37  0.0       5447.43   5000.0    7022.86   28.97     42.1      -7265.93  -7037.48  -14303.41
lh        0.0-0.29  47713.35  0.0       5641.98   5000.0    7022.86   28.49     42.61     -7222.6   -7079.36  -14301.96
lh        0.0-0.3   47041.33  0.0       5836.53   5000.0    7022.86   28.0      43.1      -7178.65  -7121.24  -14299.89
lh        0.0-0.31  46369.31  0.0       6031.08   5000.0    7022.86   27.52     43.58     -7135.31  -7163.12  -14298.43
lh        0.0-0.32  45697.29  0.0       6225.63   5000.0    7022.86   27.04     44.05     -7091.98  -7205.0   -14296.98
lh        0.0-0.33  45025.27  0.0       6420.18   5000.0    7022.86   26.55     44.5      -7048.65  -7246.88  -14295.53
lh        0.0-0.34  44353.25  0.0       6614.73   5000.0    7022.86   26.07     44.95     -7005.31  -7288.76  -14294.07
lh        0.0-0.35  43681.23  0.0       6809.28   5000.0    7022.86   25.58     45.38     -6961.98  -7330.64  -14292.62
lh        0.0-0.36  43009.22  0.0       7003.83   5000.0    7022.86   25.09     45.81     -6918.64  -7372.51  -14291.15
lh        0.0-0.37  42337.2   0.0       7198.38   5000.0    7022.86   24.61     46.22     -6875.31  -7414.39  -14289.7 
lh        0.0-0.38  41665.18  0.0       7392.93   5000.0    7022.86   24.12     46.62     -6831.97  -7456.27  -14288.24
