type      	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk    	O_Risk    	B_VaR     	O_VaR     	T_VaR     
tm        	25276.0882	0.47      	0         	5000.0    	37431.28795637	12.6416099	38.19126871	-6126.37943401	-14058.88514268	-20185.2645767
tm        	25021.0882	0.48      	0         	5000.0    	37431.28795637	12.1004757	38.20848967	-6052.42069851	-14095.98804925	-20148.40874776
tm        	24766.0882	0.49      	0         	5000.0    	37431.28795637	11.57020728	38.22608315	-5979.20541362	-14133.6126692	-20112.81808282
tm        	24511.0882	0.5       	0         	5000.0    	37431.28795637	11.05052  	38.24404978	-5906.72354412	-14171.7458655	-20078.46940962
tm        	24256.0882	0.51      	0         	5000.0    	37431.28795637	10.54115917	38.26239022	-5834.96646833	-14210.37515179	-20045.34162012
tm        	24001.0882	0.52      	0         	5000.0    	37431.28795637	10.04189876	38.28110513	-5763.9269018	-14249.48864856	-20013.41555036
tm        	23746.0882	0.53      	0         	5000.0    	37431.28795637	9.55254042	38.3001952	-5693.5988342	-14289.07504305	-19982.67387725
tm        	23491.0882	0.54      	0         	5000.0    	37431.28795637	9.0729128 	38.31966112	-5623.97747841	-14329.12355265	-19953.10103106
tm        	23236.0882	0.55      	0         	5000.0    	37431.28795637	8.60287112	38.3395036	-5555.05923058	-14369.62389109	-19924.68312167
tm        	22981.0882	0.56      	0         	5000.0    	37431.28795637	8.1422971 	38.35972337	-5486.84164035	-14410.56623765	-19897.407878
tm        	22726.0882	0.57      	0         	5000.0    	37431.28795637	7.69109911	38.38032118	-5419.32339083	-14451.94120855	-19871.26459938
tm        	22471.0882	0.58      	0         	5000.0    	37431.28795637	7.24921268	38.40129778	-5352.50428773	-14493.73983079	-19846.24411852
tm        	22216.0882	0.59      	0         	5000.0    	37431.28795637	6.81660126	38.42265394	-5286.38525764	-14535.95351785	-19822.33877549
tm        	21961.0882	0.6       	0         	5000.0    	37431.28795637	6.39325738	38.44439045	-5220.96835522	-14578.57404732	-19799.54240254
tm        	21706.0882	0.61      	0         	5000.0    	37431.28795637	5.97920424	38.46650811	-5156.25677968	-14621.59354011	-19777.85031979
tm        	21451.0882	0.62      	0         	5000.0    	37431.28795637	5.57449758	38.48900775	-5092.25490057	-14665.00444129	-19757.25934186
tm        	21196.0882	0.63      	0         	5000.0    	37431.28795637	5.17922825	38.51189021	-5028.96829366	-14708.79950219	-19737.76779585
tm        	20941.0882	0.64      	0         	5000.0    	37431.28795637	4.79352519	38.53515632	-4966.40378734	-14752.97176382	-19719.37555116
tm        	20686.0882	0.65      	0         	5000.0    	37431.28795637	4.41755915	38.55880697	-4904.56952073	-14797.51454146	-19702.08406219
tm        	20431.0882	0.66      	0         	5000.0    	37431.28795637	4.05154722	38.58284304	-4843.4750144	-14842.42141029	-19685.89642469
tm        	20176.0882	0.67      	0         	5000.0    	37431.28795637	3.69575826	38.60726542	-4783.13125546	-14887.68619195	-19670.81744741
tm        	19921.0882	0.68      	0         	5000.0    	37431.28795637	3.35051952	38.63207504	-4723.55079864	-14933.3029421	-19656.85374074
tm        	19666.0882	0.69      	0         	5000.0    	37431.28795637	3.01622463	38.65727283	-4664.74788585	-14979.26593866	-19644.01382451
tm        	19411.0882	0.7       	0         	5000.0    	37431.28795637	2.69334332	38.68285974	-4606.73858687	-15025.56967093	-19632.30825779
tm        	19156.0882	0.71      	0         	5000.0    	37431.28795637	2.38243318	38.70883674	-4549.54096478	-15072.20882932	-19621.7497941
tm        	18901.0882	0.72      	0         	5000.0    	37431.28795637	2.08415413	38.73520482	-4493.1752704	-15119.1782958	-19612.3535662
tm        	18646.0882	0.73      	0         	5000.0    	37431.28795637	1.79928617	38.76196498	-4437.66417117	-15166.47313485	-19604.13730602
tm        	18391.0882	0.74      	0         	5000.0    	37431.28795637	1.52875124	38.78911824	-4383.03302099	-15214.08858503	-19597.12160602
tm        	18136.0882	0.75      	0         	5000.0    	37431.28795637	1.27364051	38.81666564	-4329.31017972	-15262.02005109	-19591.33023082
tm        	17881.0882	0.76      	0         	5000.0    	37431.28795637	1.03524849	38.84460824	-4276.52739275	-15310.26309644	-19586.79048919
tm        	17626.0882	0.77      	0         	5000.0    	37431.28795637	0.81511617	38.87294711	-4224.72024426	-15358.81343614	-19583.5336804
tm        	17371.0882	0.78      	0         	5000.0    	37431.28795637	0.61508598	38.90168334	-4173.92870172	-15407.66693032	-19581.59563204
tm        	17116.0882	0.79      	0         	5000.0    	37431.28795637	0.4373725 	38.93081805	-4124.19777423	-15456.81957791	-19581.01735214
tm        	16210.5717	0.8       	134.5727  	5000.0    	37431.28795637	0.00071776	39.30659656	-3852.78184126	-15728.23066172	-19581.01250298
tm        	15355.0798	0.81      	258.7968  	5000.0    	37431.28795637	0         	39.64310762	-3598.4519518	-15982.56055119	-19581.01250298
tm        	14499.56  	0.82      	383.0267  	5000.0    	37431.28795637	0         	39.96811007	-3344.11250535	-16236.89999763	-19581.01250298
tm        	13643.9786	0.83      	507.2693  	5000.0    	37431.28795637	0         	40.28216489	-3089.75204855	-16491.26045443	-19581.01250298
tm        	12788.4497	0.84      	631.5011  	5000.0    	37431.28795637	0         	40.58573179	-2835.40950196	-16745.60300102	-19581.01250298
tm        	11932.9037	0.85      	755.7364  	5000.0    	37431.28795637	0         	40.87932893	-2581.06114461	-16999.95135837	-19581.01250298
tm        	11077.3387	0.86      	879.9756  	5000.0    	37431.28795637	0         	41.16341367	-2326.70627489	-17254.30622809	-19581.01250298
tm        	10221.82  	0.87      	1004.2052 	5000.0    	37431.28795637	0         	41.43838938	-2072.36721059	-17508.6452924	-19581.01250298
tm        	9366.2285 	0.88      	1128.45   	5000.0    	37431.28795637	0         	41.70471287	-1818.00327905	-17763.00922393	-19581.01250298
tm        	8510.7498 	0.89      	1252.6713 	5000.0    	37431.28795637	0         	41.96269332	-1563.67788405	-18017.33461893	-19581.01250298
