

type      subtype   reward    rate      salary    B_ENPV    O_ENPV    B_Risk%   O_Risk%   B_VaR     O_VaR     T_VaR    
ls        0.0-0.0   57261.09  0.0       0.0       5000.0    25498.89  40.13     29.47     -21106.87 -9052.49  -30159.36
lh        0.0-0.01  56688.48  0.0       118.46    5000.01   25498.88  40.03     30.23     -21168.53 -9267.18  -30435.71
lh        0.0-0.02  56115.87  0.0       236.91    4999.99   25498.89  39.93     30.95     -21237.48 -9482.38  -30719.86
lh        0.0-0.03  55543.26  0.0       355.37    5000.01   25498.88  39.83     31.64     -21313.18 -9697.57  -31010.75
lh        0.0-0.04  54970.65  0.0       473.83    5000.02   25498.87  39.73     32.29     -21394.98 -9912.26  -31307.24
lh        0.0-0.05  54398.04  0.0       592.28    5000.0    25498.89  39.63     32.92     -21482.85 -10127.48 -31610.33
lh        0.0-0.06  53825.42  0.0       710.74    5000.0    25498.88  39.53     33.52     -21576.84 -10342.17 -31919.01
lh        0.0-0.07  53252.81  0.0       829.19    4999.99   25498.9   39.43     34.09     -21676.93 -10557.38 -32234.31
lh        0.0-0.08  52680.2   0.0       947.65    5000.0    25498.89  39.33     34.64     -21781.92 -10772.07 -32553.99
lh        0.0-0.09  52107.59  0.0       1066.11   5000.01   25498.88  39.23     35.16     -21891.79 -10987.26 -32879.05
lh        0.0-0.1   51534.98  0.0       1184.56   4999.99   25498.9   39.13     35.67     -22007.13 -11201.98 -33209.11
lh        0.0-0.11  50962.37  0.0       1303.02   5000.0    25498.89  39.03     36.15     -22127.38 -11417.17 -33544.55
lh        0.0-0.12  50389.76  0.0       1421.48   5000.01   25498.88  38.93     36.61     -22251.9  -11632.35 -33884.25
lh        0.0-0.13  49817.15  0.0       1539.93   4999.99   25498.89  38.83     37.06     -22380.67 -11847.06 -34227.73
lh        0.0-0.14  49244.54  0.0       1658.39   5000.01   25498.88  38.73     37.48     -22513.74 -12062.25 -34575.99
lh        0.0-0.15  48671.93  0.0       1776.84   4999.99   25498.9   38.63     37.89     -22651.05 -12276.97 -34928.02
lh        0.0-0.16  48099.32  0.0       1895.3    5000.0    25498.89  38.53     38.29     -22792.05 -12492.16 -35284.21
lh        0.0-0.17  47526.7   0.0       2013.76   5000.0    25498.88  38.43     38.67     -22936.71 -12706.84 -35643.55
lh        0.0-0.18  46954.09  0.0       2132.21   4999.99   25498.9   38.33     39.04     -23085.01 -12922.06 -36007.07
lh        0.0-0.19  46381.48  0.0       2250.67   5000.0    25498.89  38.23     39.39     -23237.0  -13136.75 -36373.75
lh        0.0-0.2   45808.87  0.0       2369.13   5000.01   25498.88  38.13     39.73     -23392.04 -13351.94 -36743.98
lh        0.0-0.21  45236.26  0.0       2487.58   4999.99   25498.9   38.03     40.06     -23550.71 -13566.66 -37117.37
lh        0.0-0.22  44663.65  0.0       2606.04   5000.0    25498.89  37.93     40.37     -23711.85 -13781.84 -37493.69
lh        0.0-0.23  44091.04  0.0       2724.49   4999.98   25498.9   37.83     40.68     -23876.63 -13997.05 -37873.68
lh        0.0-0.24  43518.43  0.0       2842.95   5000.0    25498.89  37.73     40.97     -24044.49 -14211.74 -38256.23
lh        0.0-0.25  42945.82  0.0       2961.41   5000.01   25498.88  37.63     41.26     -24214.79 -14426.93 -38641.72
