

type      subtype   reward    rate      salary    B_ENPV    O_ENPV    B_Risk%   O_Risk%   B_VaR     O_VaR     T_VaR    
ls        0.0-0.0   33909.02  0.0       0.0       5000.0    49288.46  33.04     24.92     -13047.18 -8392.73  -21439.91
lh        0.0-0.01  33569.93  0.0       118.27    5000.0    49288.47  33.0      25.42     -13035.58 -8533.84  -21569.42
lh        0.0-0.02  33230.84  0.0       236.55    5000.01   49288.45  32.96     25.91     -13024.0  -8675.47  -21699.47
lh        0.0-0.03  32891.75  0.0       354.82    5000.01   49288.46  32.92     26.37     -13012.4  -8817.12  -21829.52
lh        0.0-0.04  32552.66  0.0       473.09    5000.0    49288.47  32.88     26.83     -13000.79 -8958.24  -21959.03
lh        0.0-0.05  32213.57  0.0       591.36    5000.0    49288.47  32.84     27.27     -12990.42 -9099.88  -22090.3 
lh        0.0-0.06  31874.48  0.0       709.64    5000.01   49288.46  32.8      27.69     -12987.38 -9241.52  -22228.9 
lh        0.0-0.07  31535.39  0.0       827.91    5000.01   49288.46  32.76     28.1      -12992.26 -9382.62  -22374.88
lh        0.0-0.08  31196.3   0.0       946.18    5000.0    49288.47  32.72     28.5      -13004.46 -9524.28  -22528.74
lh        0.0-0.09  30857.21  0.0       1064.45   5000.0    49288.47  32.68     28.89     -13023.38 -9665.38  -22688.76
lh        0.0-0.1   30518.12  0.0       1182.73   5000.01   49288.46  32.64     29.27     -13048.41 -9807.02  -22855.43
lh        0.0-0.11  30179.03  0.0       1301.0    5000.01   49288.46  32.6      29.63     -13078.93 -9948.66  -23027.59
lh        0.0-0.12  29839.94  0.0       1419.27   5000.0    49288.47  32.56     29.99     -13114.32 -10090.32 -23204.64
lh        0.0-0.13  29500.85  0.0       1537.55   5000.02   49288.45  32.52     30.33     -13154.62 -10231.4  -23386.02
lh        0.0-0.14  29161.76  0.0       1655.82   5000.01   49288.46  32.47     30.67     -13199.17 -10373.06 -23572.23
lh        0.0-0.15  28822.67  0.0       1774.09   5000.01   49288.46  32.43     30.99     -13247.39 -10514.7  -23762.09
lh        0.0-0.16  28483.58  0.0       1892.36   5000.0    49288.47  32.39     31.31     -13299.26 -10655.82 -23955.08
lh        0.0-0.17  28144.49  0.0       2010.64   5000.02   49288.45  32.35     31.62     -13354.21 -10797.44 -24151.65
lh        0.0-0.18  27805.4   0.0       2128.91   5000.01   49288.46  32.31     31.92     -13412.79 -10939.1  -24351.89
lh        0.0-0.19  27466.31  0.0       2247.18   5000.0    49288.46  32.27     32.21     -13474.43 -11080.2  -24554.63
lh        0.0-0.2   27127.22  0.0       2365.45   5000.0    49288.47  32.23     32.49     -13539.12 -11221.86 -24760.98
lh        0.0-0.21  26788.13  0.0       2483.73   5000.01   49288.45  32.19     32.77     -13605.66 -11363.48 -24969.14
lh        0.0-0.22  26449.04  0.0       2602.0    5000.01   49288.46  32.15     33.04     -13675.24 -11504.6  -25179.84
lh        0.0-0.23  26109.95  0.0       2720.27   5000.0    49288.46  32.11     33.3      -13747.25 -11646.24 -25393.49
lh        0.0-0.24  25770.86  0.0       2838.54   5000.0    49288.47  32.07     33.56     -13821.11 -11787.9  -25609.01
lh        0.0-0.25  25431.76  0.0       2956.82   5000.01   49288.46  32.03     33.81     -13897.41 -11928.99 -25826.4 
