type      	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk    	O_Risk    	B_CVaR    	O_CVaR    	T_CVaR    
tm        	35678.222 	0.0691    	0         	5106.90467225	5106.90467225	28.02362543	0         	-10260.47874542	-2102.39647751	-12362.87522292
tm        	35675.672 	0.0692    	0         	5106.90467225	5106.90467225	28.02126441	0         	-10259.4124645	-2102.89355255	-12362.30601705
tm        	35673.122 	0.0693    	0         	5106.90467225	5106.90467225	28.01890288	0         	-10258.34625077	-2103.39087416	-12361.73712493
tm        	35670.572 	0.0694    	0         	5106.90467225	5106.90467225	28.01654084	0         	-10257.2801044	-2103.88844188	-12361.16854629
tm        	35668.022 	0.0695    	0         	5106.90467225	5106.90467225	28.0141783	0         	-10256.21402557	-2104.3862553	-12360.60028087
tm        	35665.472 	0.0696    	0         	5106.90467225	5106.90467225	28.01181525	0         	-10255.14801443	-2104.88431397	-12360.0323284
tm        	35662.922 	0.0697    	0         	5106.90467225	5106.90467225	28.00945169	0         	-10254.08207117	-2105.38261747	-12359.46468864
tm        	35660.372 	0.0698    	0         	5106.90467225	5106.90467225	28.00708763	0         	-10253.01619595	-2105.88116537	-12358.89736132
tm        	35657.822 	0.0699    	0         	5106.90467225	5106.90467225	28.00472305	0         	-10251.95038894	-2106.37995725	-12358.33034619
tm        	35655.272 	0.07      	0         	5106.90467225	5106.90467225	28.00235797	0         	-10250.88465033	-2106.87899267	-12357.763643
tm        	35652.722 	0.0701    	0         	5106.90467225	5106.90467225	27.99999237	0         	-10249.81898028	-2107.37827122	-12357.1972515
tm        	35650.172 	0.0702    	0         	5106.90467225	5106.90467225	27.99762627	0         	-10248.75337896	-2107.87779247	-12356.63117144
tm        	35647.622 	0.0703    	0         	5106.90467225	5106.90467225	27.99525966	0         	-10247.68784656	-2108.37755601	-12356.06540257
tm        	35645.072 	0.0704    	0         	5106.90467225	5106.90467225	27.99289254	0         	-10246.62238325	-2108.8775614	-12355.49994466
tm        	35642.522 	0.0705    	0         	5106.90467225	5106.90467225	27.99052492	0         	-10245.55698921	-2109.37780825	-12354.93479745
tm        	35639.972 	0.0706    	0         	5106.90467225	5106.90467225	27.98815678	0         	-10244.4916646	-2109.87829612	-12354.36996072
tm        	35637.422 	0.0707    	0         	5106.90467225	5106.90467225	27.98578813	0         	-10243.42640962	-2110.37902461	-12353.80543423
tm        	35634.872 	0.0708    	0         	5106.90467225	5106.90467225	27.98341897	0         	-10242.36122444	-2110.8799933	-12353.24121774
tm        	35632.322 	0.0709    	0         	5106.90467225	5106.90467225	27.9810493	0         	-10241.29610924	-2111.38120178	-12352.67731102
tm        	35629.772 	0.071     	0         	5106.90467225	5106.90467225	27.97867913	0         	-10240.2310642	-2111.88264964	-12352.11371384
tm        	35627.222 	0.0711    	0         	5106.90467225	5106.90467225	27.97630844	0         	-10239.1660895	-2112.38433647	-12351.55042597
tm        	35624.672 	0.0712    	0         	5106.90467225	5106.90467225	27.97393724	0         	-10238.10118533	-2112.88626186	-12350.98744719
tm        	35622.122 	0.0713    	0         	5106.90467225	5106.90467225	27.97156553	0         	-10237.03635186	-2113.38842541	-12350.42477727
tm        	35619.572 	0.0714    	0         	5106.90467225	5106.90467225	27.96919331	0         	-10235.97158927	-2113.89082672	-12349.86241599
tm        	35617.022 	0.0715    	0         	5106.90467225	5106.90467225	27.96682058	0         	-10234.90689777	-2114.39346537	-12349.30036314
tm        	35614.472 	0.0716    	0         	5106.90467225	5106.90467225	27.96444734	0         	-10233.84227752	-2114.89634098	-12348.7386185
tm        	35611.922 	0.0717    	0         	5106.90467225	5106.90467225	27.96207359	0         	-10232.77772871	-2115.39945313	-12348.17718184
tm        	35609.372 	0.0718    	0         	5106.90467225	5106.90467225	27.95969932	0         	-10231.71325153	-2115.90280143	-12347.61605296
tm        	35606.822 	0.0719    	0         	5106.90467225	5106.90467225	27.95732454	0         	-10230.64884618	-2116.40638548	-12347.05523166
tm        	35604.272 	0.072     	0         	5106.90467225	5106.90467225	27.95494926	0         	-10229.58451282	-2116.91020489	-12346.49471771
tm        	35601.722 	0.0721    	0         	5106.90467225	5106.90467225	27.95257346	0         	-10228.52025166	-2117.41425925	-12345.93451092
tm        	35599.172 	0.0722    	0         	5106.90467225	5106.90467225	27.95019714	0         	-10227.45606288	-2117.91854819	-12345.37461107
tm        	35596.622 	0.0723    	0         	5106.90467225	5106.90467225	27.94782032	0         	-10226.39194668	-2118.4230713	-12344.81501798
tm        	35594.072 	0.0724    	0         	5106.90467225	5106.90467225	27.94544298	0         	-10225.32790324	-2118.92782819	-12344.25573143
tm        	35591.522 	0.0725    	0         	5106.90467225	5106.90467225	27.94306513	0         	-10224.26393276	-2119.43281848	-12343.69675124
tm        	35588.972 	0.0726    	0         	5106.90467225	5106.90467225	27.94068677	0         	-10223.20003543	-2119.93804177	-12343.1380772
tm        	35586.422 	0.0727    	0         	5106.90467225	5106.90467225	27.93830789	0         	-10222.13621144	-2120.44349769	-12342.57970913
tm        	35583.872 	0.0728    	0         	5106.90467225	5106.90467225	27.9359285	0         	-10221.07246098	-2120.94918584	-12342.02164682
tm        	35581.322 	0.0729    	0         	5106.90467225	5106.90467225	27.9335486	0         	-10220.00878426	-2121.45510584	-12341.4638901
tm        	35578.772 	0.073     	0         	5106.90467225	5106.90467225	27.93116819	0         	-10218.94518147	-2121.96125731	-12340.90643878
tm        	35576.222 	0.0731    	0         	5106.90467225	5106.90467225	27.92878726	0         	-10217.8816528	-2122.46763987	-12340.34929266
tm        	35573.672 	0.0732    	0         	5106.90467225	5106.90467225	27.92640581	0         	-10216.81819845	-2122.97425313	-12339.79245158
tm        	35571.122 	0.0733    	0         	5106.90467225	5106.90467225	27.92402386	0         	-10215.75481863	-2123.48109672	-12339.23591534
tm        	35568.572 	0.0734    	0         	5106.90467225	5106.90467225	27.92164139	0         	-10214.69151352	-2123.98817026	-12338.67968378
tm        	35566.022 	0.0735    	0         	5106.90467225	5106.90467225	27.9192584	0         	-10213.62828333	-2124.49547337	-12338.12375671
tm        	35563.472 	0.0736    	0         	5106.90467225	5106.90467225	27.9168749	0         	-10212.56512827	-2125.00300569	-12337.56813396
tm        	35560.922 	0.0737    	0         	5106.90467225	5106.90467225	27.91449089	0         	-10211.50204853	-2125.51076683	-12337.01281535
tm        	35558.372 	0.0738    	0         	5106.90467225	5106.90467225	27.91210636	0         	-10210.43904431	-2126.01875642	-12336.45780073
tm        	35555.822 	0.0739    	0         	5106.90467225	5106.90467225	27.90972131	0         	-10209.37611582	-2126.52697409	-12335.90308992
tm        	35553.272 	0.074     	0         	5106.90467225	5106.90467225	27.90733575	0         	-10208.31326327	-2127.03541947	-12335.34868275
tm        	35550.722 	0.0741    	0         	5106.90467225	5106.90467225	27.90494968	0         	-10207.25048686	-2127.5440922	-12334.79457906
tm        	35548.172 	0.0742    	0         	5106.90467225	5106.90467225	27.90256309	0         	-10206.18778679	-2128.05299191	-12334.2407787
tm        	35545.622 	0.0743    	0         	5106.90467225	5106.90467225	27.90017598	0         	-10205.12516327	-2128.56211822	-12333.68728149
tm        	35543.072 	0.0744    	0         	5106.90467225	5106.90467225	27.89778836	0         	-10204.06261652	-2129.07147078	-12333.13408729
tm        	35540.522 	0.0745    	0         	5106.90467225	5106.90467225	27.89540023	0         	-10203.00014673	-2129.58104922	-12332.58119595
tm        	35537.972 	0.0746    	0         	5106.90467225	5106.90467225	27.89301157	0         	-10201.93775412	-2130.09085318	-12332.02860729
tm        	35535.422 	0.0747    	0         	5106.90467225	5106.90467225	27.8906224	0         	-10200.8754389	-2130.60088229	-12331.47632119
tm        	35532.872 	0.0748    	0         	5106.90467225	5106.90467225	27.88823272	0         	-10199.81320128	-2131.1111362	-12330.92433748
tm        	35530.322 	0.0749    	0         	5106.90467225	5106.90467225	27.88584251	0         	-10198.75104148	-2131.62161455	-12330.37265603
tm        	35527.772 	0.075     	0         	5106.90467225	5106.90467225	27.88345179	0         	-10197.6889597	-2132.13231699	-12329.82127669
tm        	35525.222 	0.0751    	0         	5106.90467225	5106.90467225	27.88106056	0         	-10196.62695616	-2132.64324314	-12329.2701993
tm        	35522.672 	0.0752    	0         	5106.90467225	5106.90467225	27.8786688	0         	-10195.56503109	-2133.15439266	-12328.71942375
tm        	35520.122 	0.0753    	0         	5106.90467225	5106.90467225	27.87627653	0         	-10194.50318468	-2133.6657652	-12328.16894988
tm        	35517.572 	0.0754    	0         	5106.90467225	5106.90467225	27.87388374	0         	-10193.44141716	-2134.1773604	-12327.61877757
tm        	35515.022 	0.0755    	0         	5106.90467225	5106.90467225	27.87149044	0         	-10192.37972876	-2134.68917791	-12327.06890667
tm        	35512.472 	0.0756    	0         	5106.90467225	5106.90467225	27.86909661	0         	-10191.31811968	-2135.20121738	-12326.51933706
tm        	35509.922 	0.0757    	0         	5106.90467225	5106.90467225	27.86670227	0         	-10190.25659015	-2135.71347846	-12325.97006861
tm        	35507.372 	0.0758    	0         	5106.90467225	5106.90467225	27.86430741	0         	-10189.19514038	-2136.2259608	-12325.42110119
tm        	35504.822 	0.0759    	0         	5106.90467225	5106.90467225	27.86191203	0         	-10188.13377061	-2136.73866406	-12324.87243467
tm        	35502.272 	0.076     	0         	5106.90467225	5106.90467225	27.85951614	0         	-10187.07248105	-2137.25158789	-12324.32406894
tm        	35499.722 	0.0761    	0         	5106.90467225	5106.90467225	27.85711972	0         	-10186.01127193	-2137.76473194	-12323.77600387
tm        	35497.172 	0.0762    	0         	5106.90467225	5106.90467225	27.85472279	0         	-10184.95014347	-2138.27809587	-12323.22823934
tm        	35494.622 	0.0763    	0         	5106.90467225	5106.90467225	27.85232533	0         	-10183.8890959	-2138.79167933	-12322.68077524
tm        	35492.072 	0.0764    	0         	5106.90467225	5106.90467225	27.84992736	0         	-10182.82812945	-2139.305482	-12322.13361145
tm        	35489.522 	0.0765    	0         	5106.90467225	5106.90467225	27.84752887	0         	-10181.76724434	-2139.81950352	-12321.58674786
tm        	35486.972 	0.0766    	0         	5106.90467225	5106.90467225	27.84512986	0         	-10180.7064408	-2140.33374355	-12321.04018436
tm        	35484.422 	0.0767    	0         	5106.90467225	5106.90467225	27.84273032	0         	-10179.64571907	-2140.84820177	-12320.49392084
tm        	35481.872 	0.0768    	0         	5106.90467225	5106.90467225	27.84033027	0         	-10178.58507937	-2141.36287782	-12319.9479572
tm        	35479.322 	0.0769    	0         	5106.90467225	5106.90467225	27.8379297	0         	-10177.52452194	-2141.87777138	-12319.40229332
tm        	35476.772 	0.077     	0         	5106.90467225	5106.90467225	27.83552861	0         	-10176.46404701	-2142.39288212	-12318.85692912
tm        	35474.222 	0.0771    	0         	5106.90467225	5106.90467225	27.833127 	0         	-10175.40365425	-2142.90820969	-12318.31186394
tm        	35471.672 	0.0772    	0         	5106.90467225	5106.90467225	27.83072487	0         	-10174.34332642	-2143.42375376	-12317.76708018
tm        	35469.122 	0.0773    	0         	5106.90467225	5106.90467225	27.82832222	0         	-10173.28305532	-2143.93951401	-12317.22256933
tm        	35466.572 	0.0774    	0         	5106.90467225	5106.90467225	27.82591904	0         	-10172.22284114	-2144.4554901	-12316.67833123
tm        	35464.022 	0.0775    	0         	5106.90467225	5106.90467225	27.82351535	0         	-10171.16268401	-2144.9716817	-12316.13436571
tm        	35461.472 	0.0776    	0         	5106.90467225	5106.90467225	27.82111113	0         	-10170.10258412	-2145.48808849	-12315.59067261
tm        	35458.922 	0.0777    	0         	5106.90467225	5106.90467225	27.8187064	0         	-10169.04254163	-2146.00471013	-12315.04725177
tm        	35456.372 	0.0778    	0         	5106.90467225	5106.90467225	27.81630114	0         	-10167.98255671	-2146.52154631	-12314.50410302
tm        	35453.822 	0.0779    	0         	5106.90467225	5106.90467225	27.81389536	0         	-10166.92262952	-2147.03859669	-12313.96122621
tm        	35451.272 	0.078     	0         	5106.90467225	5106.90467225	27.81148906	0         	-10165.86276022	-2147.55586096	-12313.41862118
tm        	35448.722 	0.0781    	0         	5106.90467225	5106.90467225	27.80908223	0         	-10164.802949	-2148.07333878	-12312.87628778
tm        	35446.172 	0.0782    	0         	5106.90467225	5106.90467225	27.80667489	0         	-10163.74319601	-2148.59102984	-12312.33422585
tm        	35443.622 	0.0783    	0         	5106.90467225	5106.90467225	27.80426702	0         	-10162.68350143	-2149.10893382	-12311.79243525
tm        	35441.072 	0.0784    	0         	5106.90467225	5106.90467225	27.80185863	0         	-10161.62386543	-2149.62705039	-12311.25091582
tm        	35438.522 	0.0785    	0         	5106.90467225	5106.90467225	27.79944971	0         	-10160.56428818	-2150.14537924	-12310.70966741
tm        	35435.972 	0.0786    	0         	5106.90467225	5106.90467225	27.79704027	0         	-10159.50476985	-2150.66392005	-12310.16868989
tm        	35433.422 	0.0787    	0         	5106.90467225	5106.90467225	27.79463031	0         	-10158.44531061	-2151.1826725	-12309.62798311
tm        	35430.872 	0.0788    	0         	5106.90467225	5106.90467225	27.79221983	0         	-10157.38591065	-2151.70163627	-12309.08754693
tm        	35428.322 	0.0789    	0         	5106.90467225	5106.90467225	27.78980883	0         	-10156.32657013	-2152.22081106	-12308.54738119
tm        	35425.772 	0.079     	0         	5106.90467225	5106.90467225	27.7873973	0         	-10155.26728923	-2152.74019655	-12308.00748578
tm        	35423.222 	0.0791    	0         	5106.90467225	5106.90467225	27.78498524	0         	-10154.20806813	-2153.25979242	-12307.46786055
tm        	35420.672 	0.0792    	0         	5106.90467225	5106.90467225	27.78257266	0         	-10153.14890701	-2153.77959836	-12306.92850537
tm        	35418.122 	0.0793    	0         	5106.90467225	5106.90467225	27.78015956	0         	-10152.08980604	-2154.29961407	-12306.3894201
tm        	35415.572 	0.0794    	0         	5106.90467225	5106.90467225	27.77774594	0         	-10151.0307654	-2154.81983922	-12305.85060462
tm        	35413.022 	0.0795    	0         	5106.90467225	5106.90467225	27.77533179	0         	-10149.97178527	-2155.34027352	-12305.31205879
tm        	35410.472 	0.0796    	0         	5106.90467225	5106.90467225	27.77291711	0         	-10148.91286583	-2155.86091666	-12304.77378249
tm        	35407.922 	0.0797    	0         	5106.90467225	5106.90467225	27.77050191	0         	-10147.85400727	-2156.38176832	-12304.23577559
tm        	35405.372 	0.0798    	0         	5106.90467225	5106.90467225	27.76808619	0         	-10146.79520977	-2156.9028282	-12303.69803797
tm        	35402.822 	0.0799    	0         	5106.90467225	5106.90467225	27.76566994	0         	-10145.73647351	-2157.424096	-12303.16056951
tm        	35400.272 	0.08      	0         	5106.90467225	5106.90467225	27.76325316	0         	-10144.67779867	-2157.94557141	-12302.62337009
tm        	35397.722 	0.0801    	0         	5106.90467225	5106.90467225	27.76083586	0         	-10143.61918545	-2158.46725414	-12302.08643958
tm        	35395.172 	0.0802    	0         	5106.90467225	5106.90467225	27.75841804	0         	-10142.56063402	-2158.98914387	-12301.54977789
tm        	35392.622 	0.0803    	0         	5106.90467225	5106.90467225	27.75599968	0         	-10141.50214457	-2159.5112403	-12301.01338487
tm        	35390.072 	0.0804    	0         	5106.90467225	5106.90467225	27.75358081	0         	-10140.4437173	-2160.03354315	-12300.47726044
tm        	35387.522 	0.0805    	0         	5106.90467225	5106.90467225	27.7511614	0         	-10139.38535238	-2160.5560521	-12299.94140448
tm        	35384.972 	0.0806    	0         	5106.90467225	5106.90467225	27.74874147	0         	-10138.32705002	-2161.07876685	-12299.40581687
tm        	35382.422 	0.0807    	0         	5106.90467225	5106.90467225	27.74632101	0         	-10137.26881039	-2161.60168712	-12298.87049751
tm        	35379.872 	0.0808    	0         	5106.90467225	5106.90467225	27.74390003	0         	-10136.2106337	-2162.1248126	-12298.3354463
tm        	35377.322 	0.0809    	0         	5106.90467225	5106.90467225	27.74147852	0         	-10135.15252013	-2162.648143	-12297.80066313
tm        	35374.772 	0.081     	0         	5106.90467225	5106.90467225	27.73905648	0         	-10134.09446988	-2163.17167802	-12297.2661479
tm        	35372.222 	0.0811    	0         	5106.90467225	5106.90467225	27.73663392	0         	-10133.03648314	-2163.69541737	-12296.73190052
tm        	35369.672 	0.0812    	0         	5106.90467225	5106.90467225	27.73421083	0         	-10131.97856011	-2164.21936076	-12296.19792088
tm        	35367.122 	0.0813    	0         	5106.90467225	5106.90467225	27.73178721	0         	-10130.92070099	-2164.7435079	-12295.66420888
tm        	35364.572 	0.0814    	0         	5106.90467225	5106.90467225	27.72936306	0         	-10129.86290596	-2165.26785848	-12295.13076445
tm        	35362.022 	0.0815    	0         	5106.90467225	5106.90467225	27.72693839	0         	-10128.80517524	-2165.79241224	-12294.59758748
tm        	35359.472 	0.0816    	0         	5106.90467225	5106.90467225	27.72451318	0         	-10127.74750901	-2166.31716886	-12294.06467787
tm        	35356.922 	0.0817    	0         	5106.90467225	5106.90467225	27.72208745	0         	-10126.68990749	-2166.84212807	-12293.53203556
tm        	35354.372 	0.0818    	0         	5106.90467225	5106.90467225	27.71966119	0         	-10125.63237086	-2167.36728958	-12292.99966045
tm        	35351.822 	0.0819    	0         	5106.90467225	5106.90467225	27.71723441	0         	-10124.57489934	-2167.8926531	-12292.46755244
tm        	35349.272 	0.082     	0         	5106.90467225	5106.90467225	27.71480709	0         	-10123.51749312	-2168.41821835	-12291.93571147
tm        	35346.722 	0.0821    	0         	5106.90467225	5106.90467225	27.71237925	0         	-10122.46015242	-2168.94398504	-12291.40413746
tm        	35344.172 	0.0822    	0         	5106.90467225	5106.90467225	27.70995087	0         	-10121.40287742	-2169.46995289	-12290.87283031
tm        	35341.622 	0.0823    	0         	5106.90467225	5106.90467225	27.70752197	0         	-10120.34566836	-2169.99612161	-12290.34178996
tm        	35339.072 	0.0824    	0         	5106.90467225	5106.90467225	27.70509253	0         	-10119.28852541	-2170.52249092	-12289.81101633
tm        	35336.522 	0.0825    	0         	5106.90467225	5106.90467225	27.70266257	0         	-10118.23144881	-2171.04906054	-12289.28050935
tm        	35333.972 	0.0826    	0         	5106.90467225	5106.90467225	27.70023208	0         	-10117.17443876	-2171.57583019	-12288.75026895
tm        	35331.422 	0.0827    	0         	5106.90467225	5106.90467225	27.69780106	0         	-10116.11749546	-2172.10279959	-12288.22029505
tm        	35328.872 	0.0828    	0         	5106.90467225	5106.90467225	27.6953695	0         	-10115.06061913	-2172.62996846	-12287.69058759
tm        	35326.322 	0.0829    	0         	5106.90467225	5106.90467225	27.69293742	0         	-10114.00380998	-2173.15733653	-12287.16114651
tm        	35323.772 	0.083     	0         	5106.90467225	5106.90467225	27.69050481	0         	-10112.94706823	-2173.68490351	-12286.63197174
tm        	35321.222 	0.0831    	0         	5106.90467225	5106.90467225	27.68807166	0         	-10111.89039409	-2174.21266914	-12286.10306322
tm        	35318.672 	0.0832    	0         	5106.90467225	5106.90467225	27.68563799	0         	-10110.83378777	-2174.74063312	-12285.5744209
tm        	35316.122 	0.0833    	0         	5106.90467225	5106.90467225	27.68320378	0         	-10109.7772495	-2175.2687952	-12285.0460447
tm        	35313.572 	0.0834    	0         	5106.90467225	5106.90467225	27.68076905	0         	-10108.72077949	-2175.79715509	-12284.51793458
tm        	35311.022 	0.0835    	0         	5106.90467225	5106.90467225	27.67833378	0         	-10107.66437796	-2176.32571253	-12283.99009049
tm        	35308.472 	0.0836    	0         	5106.90467225	5106.90467225	27.67589798	0         	-10106.60804513	-2176.85446724	-12283.46251237
tm        	35305.922 	0.0837    	0         	5106.90467225	5106.90467225	27.67346165	0         	-10105.55178122	-2177.38341894	-12282.93520016
tm        	35303.372 	0.0838    	0         	5106.90467225	5106.90467225	27.67102479	0         	-10104.49558646	-2177.91256738	-12282.40815384
tm        	35300.822 	0.0839    	0         	5106.90467225	5106.90467225	27.66858739	0         	-10103.43946106	-2178.44191228	-12281.88137334
tm        	35298.272 	0.084     	0         	5106.90467225	5106.90467225	27.66614946	0         	-10102.38340526	-2178.97145336	-12281.35485863
tm        	35295.722 	0.0841    	0         	5106.90467225	5106.90467225	27.663711 	0         	-10101.32741928	-2179.50119037	-12280.82860966
tm        	35293.172 	0.0842    	0         	5106.90467225	5106.90467225	27.66127201	0         	-10100.27150335	-2180.03112304	-12280.30262639
tm        	35290.622 	0.0843    	0         	5106.90467225	5106.90467225	27.65883249	0         	-10099.21565769	-2180.56125109	-12279.77690878
tm        	35288.072 	0.0844    	0         	5106.90467225	5106.90467225	27.65639243	0         	-10098.15988254	-2181.09157427	-12279.25145681
tm        	35285.522 	0.0845    	0         	5106.90467225	5106.90467225	27.65395184	0         	-10097.10417813	-2181.6220923	-12278.72627043
tm        	35282.972 	0.0846    	0         	5106.90467225	5106.90467225	27.65151072	0         	-10096.04854468	-2182.15280493	-12278.20134961
tm        	35280.422 	0.0847    	0         	5106.90467225	5106.90467225	27.64906906	0         	-10094.99298244	-2182.68371189	-12277.67669433
tm        	35277.872 	0.0848    	0         	5106.90467225	5106.90467225	27.64662687	0         	-10093.93749163	-2183.21481292	-12277.15230455
tm        	35275.322 	0.0849    	0         	5106.90467225	5106.90467225	27.64418414	0         	-10092.88207249	-2183.74610776	-12276.62818025
tm        	35272.772 	0.085     	0         	5106.90467225	5106.90467225	27.64174088	0         	-10091.82672526	-2184.27759614	-12276.10432141
tm        	35270.222 	0.0851    	0         	5106.90467225	5106.90467225	27.63929709	0         	-10090.77145018	-2184.80927781	-12275.58072799
tm        	35267.672 	0.0852    	0         	5106.90467225	5106.90467225	27.63685276	0         	-10089.71624749	-2185.34115251	-12275.0574
tm        	35265.122 	0.0853    	0         	5106.90467225	5106.90467225	27.6344079	0         	-10088.66111742	-2185.87321997	-12274.5343374
tm        	35262.572 	0.0854    	0         	5106.90467225	5106.90467225	27.63196251	0         	-10087.60606023	-2186.40547995	-12274.01154017
tm        	35260.022 	0.0855    	0         	5106.90467225	5106.90467225	27.62951658	0         	-10086.55107615	-2186.93793217	-12273.48900832
tm        	35257.472 	0.0856    	0         	5106.90467225	5106.90467225	27.62707011	0         	-10085.49616542	-2187.4705764	-12272.96674182
tm        	35254.922 	0.0857    	0         	5106.90467225	5106.90467225	27.62462311	0         	-10084.4413283	-2188.00341236	-12272.44474066
tm        	35252.372 	0.0858    	0         	5106.90467225	5106.90467225	27.62217557	0         	-10083.38656504	-2188.53643981	-12271.92300485
tm        	35249.822 	0.0859    	0         	5106.90467225	5106.90467225	27.6197275	0         	-10082.33187587	-2189.0696585	-12271.40153436
tm        	35247.272 	0.086     	0         	5106.90467225	5106.90467225	27.61727889	0         	-10081.27726105	-2189.60306816	-12270.88032921
tm        	35244.722 	0.0861    	0         	5106.90467225	5106.90467225	27.61482975	0         	-10080.22272083	-2190.13666855	-12270.35938938
tm        	35242.172 	0.0862    	0         	5106.90467225	5106.90467225	27.61238007	0         	-10079.16825547	-2190.67045941	-12269.83871488
tm        	35239.622 	0.0863    	0         	5106.90467225	5106.90467225	27.60992986	0         	-10078.11386522	-2191.2044405	-12269.31830572
tm        	35237.072 	0.0864    	0         	5106.90467225	5106.90467225	27.6074791	0         	-10077.05955033	-2191.73861156	-12268.79816189
tm        	35234.522 	0.0865    	0         	5106.90467225	5106.90467225	27.60502782	0         	-10076.00531106	-2192.27297235	-12268.27828341
tm        	35231.972 	0.0866    	0         	5106.90467225	5106.90467225	27.60257599	0         	-10074.95114767	-2192.80752261	-12267.75867028
tm        	35229.422 	0.0867    	0         	5106.90467225	5106.90467225	27.60012363	0         	-10073.89706043	-2193.34226209	-12267.23932252
tm        	35226.872 	0.0868    	0         	5106.90467225	5106.90467225	27.59767073	0         	-10072.84304958	-2193.87719056	-12266.72024013
tm        	35224.322 	0.0869    	0         	5106.90467225	5106.90467225	27.59521729	0         	-10071.78911539	-2194.41230776	-12266.20142315
tm        	35221.772 	0.087     	0         	5106.90467225	5106.90467225	27.59276332	0         	-10070.73525813	-2194.94761344	-12265.68287157
tm        	35219.222 	0.0871    	0         	5106.90467225	5106.90467225	27.59030881	0         	-10069.68147806	-2195.48310737	-12265.16458543
tm        	35216.672 	0.0872    	0         	5106.90467225	5106.90467225	27.58785376	0         	-10068.62777546	-2196.01878929	-12264.64656475
tm        	35214.122 	0.0873    	0         	5106.90467225	5106.90467225	27.58539817	0         	-10067.57415058	-2196.55465897	-12264.12880955
tm        	35211.572 	0.0874    	0         	5106.90467225	5106.90467225	27.58294204	0         	-10066.5206037	-2197.09071616	-12263.61131985
tm        	35209.022 	0.0875    	0         	5106.90467225	5106.90467225	27.58048538	0         	-10065.46713508	-2197.62696061	-12263.09409569
tm        	35206.472 	0.0876    	0         	5106.90467225	5106.90467225	27.57802818	0         	-10064.41374501	-2198.16339209	-12262.5771371
tm        	35203.922 	0.0877    	0         	5106.90467225	5106.90467225	27.57557044	0         	-10063.36043376	-2198.70001036	-12262.06044412
tm        	35201.372 	0.0878    	0         	5106.90467225	5106.90467225	27.57311216	0         	-10062.30720159	-2199.23681517	-12261.54401676
tm        	35198.822 	0.0879    	0         	5106.90467225	5106.90467225	27.57065334	0         	-10061.2540488	-2199.77380628	-12261.02785509
tm        	35196.272 	0.088     	0         	5106.90467225	5106.90467225	27.56819398	0         	-10060.20097566	-2200.31098347	-12260.51195913
tm        	35193.722 	0.0881    	0         	5106.90467225	5106.90467225	27.56573408	0         	-10059.14798245	-2200.84834648	-12259.99632893
tm        	35191.172 	0.0882    	0         	5106.90467225	5106.90467225	27.56327364	0         	-10058.09506945	-2201.38589507	-12259.48096453
tm        	35188.622 	0.0883    	0         	5106.90467225	5106.90467225	27.56081267	0         	-10057.04223695	-2201.92362903	-12258.96586598
tm        	35186.072 	0.0884    	0         	5106.90467225	5106.90467225	27.55835115	0         	-10055.98948523	-2202.4615481	-12258.45103333
tm        	35183.522 	0.0885    	0         	5106.90467225	5106.90467225	27.55588909	0         	-10054.93681458	-2202.99965205	-12257.93646663
tm        	35180.972 	0.0886    	0         	5106.90467225	5106.90467225	27.5534265	0         	-10053.88422529	-2203.53794065	-12257.42216594
tm        	35178.422 	0.0887    	0         	5106.90467225	5106.90467225	27.55096336	0         	-10052.83171764	-2204.07641366	-12256.9081313
tm        	35175.872 	0.0888    	0         	5106.90467225	5106.90467225	27.54849968	0         	-10051.77929194	-2204.61507085	-12256.39436279
tm        	35173.322 	0.0889    	0         	5106.90467225	5106.90467225	27.54603546	0         	-10050.72694847	-2205.15391199	-12255.88086046
tm        	35170.772 	0.089     	0         	5106.90467225	5106.90467225	27.5435707	0         	-10049.67468754	-2205.69293684	-12255.36762437
tm        	35168.222 	0.0891    	0         	5106.90467225	5106.90467225	27.5411054	0         	-10048.62250942	-2206.23214517	-12254.8546546
tm        	35165.672 	0.0892    	0         	5106.90467225	5106.90467225	27.53863956	0         	-10047.57041444	-2206.77153676	-12254.3419512
tm        	35163.122 	0.0893    	0         	5106.90467225	5106.90467225	27.53617317	0         	-10046.51840288	-2207.31111137	-12253.82951425
tm        	35160.572 	0.0894    	0         	5106.90467225	5106.90467225	27.53370625	0         	-10045.46647505	-2207.85086877	-12253.31734382
tm        	35158.022 	0.0895    	0         	5106.90467225	5106.90467225	27.53123878	0         	-10044.41463126	-2208.39080873	-12252.80543999
tm        	35155.472 	0.0896    	0         	5106.90467225	5106.90467225	27.52877077	0         	-10043.3628718	-2208.93093103	-12252.29380283
tm        	35152.922 	0.0897    	0         	5106.90467225	5106.90467225	27.52630222	0         	-10042.31119699	-2209.47123544	-12251.78243243
tm        	35150.372 	0.0898    	0         	5106.90467225	5106.90467225	27.52383312	0         	-10041.25960714	-2210.01172173	-12251.27132887
tm        	35147.822 	0.0899    	0         	5106.90467225	5106.90467225	27.52136349	0         	-10040.20810256	-2210.55238967	-12250.76049223
tm        	35145.272 	0.09      	0         	5106.90467225	5106.90467225	27.51889331	0         	-10039.15668356	-2211.09323904	-12250.2499226
tm        	35142.722 	0.0901    	0         	5106.90467225	5106.90467225	27.51642258	0         	-10038.10535045	-2211.63426962	-12249.73962007
