

type      subtype   reward    rate      salary    B_ENPV    O_ENPV    B_Risk%   O_Risk%   B_VaR     O_VaR     T_VaR    
ls        0.0-0.0   37261.09  0.0       0.0       5000.0    156755.28 30.0      50.12     -10440.37 -55650.08 -66090.45
lh        0.0-0.01  36888.48  0.0       77.08     5000.0    156755.29 29.87     50.14     -10411.68 -55789.96 -66201.64
lh        0.0-0.02  36515.87  0.0       154.16    4999.99   156755.29 29.74     50.17     -10382.99 -55929.82 -66312.81
lh        0.0-0.03  36143.26  0.0       231.25    5000.01   156755.27 29.61     50.19     -10354.32 -56069.66 -66423.98
lh        0.0-0.04  35770.65  0.0       308.33    5000.01   156755.28 29.48     50.21     -10325.63 -56209.53 -66535.16
lh        0.0-0.05  35398.04  0.0       385.41    5000.0    156755.28 29.34     50.23     -10296.94 -56349.4  -66646.34
lh        0.0-0.06  35025.42  0.0       462.49    4999.99   156755.29 29.21     50.25     -10278.01 -56489.27 -66767.28
lh        0.0-0.07  34652.81  0.0       539.58    5000.01   156755.27 29.08     50.27     -10270.7  -56629.11 -66899.81
lh        0.0-0.08  34280.2   0.0       616.66    5000.01   156755.28 28.95     50.29     -10275.58 -56768.98 -67044.56
lh        0.0-0.09  33907.59  0.0       693.74    5000.0    156755.28 28.82     50.31     -10290.22 -56908.85 -67199.07
lh        0.0-0.1   33534.98  0.0       770.82    4999.99   156755.29 28.69     50.33     -10314.02 -57048.72 -67362.74
lh        0.0-0.11  33162.37  0.0       847.9     4999.99   156755.29 28.55     50.35     -10346.36 -57188.58 -67534.94
lh        0.0-0.12  32789.76  0.0       924.99    5000.01   156755.27 28.42     50.37     -10386.67 -57328.42 -67715.09
lh        0.0-0.13  32417.15  0.0       1002.07   5000.0    156755.28 28.29     50.39     -10433.65 -57468.29 -67901.94
lh        0.0-0.14  32044.54  0.0       1079.15   5000.0    156755.28 28.16     50.41     -10487.37 -57608.16 -68095.53
lh        0.0-0.15  31671.93  0.0       1156.23   4999.99   156755.29 28.03     50.43     -10546.56 -57748.03 -68294.59
lh        0.0-0.16  31299.32  0.0       1233.32   5000.02   156755.27 27.9      50.45     -10611.29 -57888.8  -68500.09
lh        0.0-0.17  30926.7   0.0       1310.4    5000.0    156755.28 27.76     50.47     -10681.46 -58028.67 -68710.13
lh        0.0-0.18  30554.09  0.0       1387.48   5000.0    156755.28 27.63     50.49     -10755.92 -58168.53 -68924.45
lh        0.0-0.19  30181.48  0.0       1464.56   4999.99   156755.29 27.5      50.51     -10835.26 -58308.41 -69143.67
lh        0.0-0.2   29808.87  0.0       1541.64   4999.99   156755.3  27.37     50.53     -10918.26 -58448.28 -69366.54
lh        0.0-0.21  29436.26  0.0       1618.73   5000.01   156755.27 27.24     50.55     -11005.56 -58588.11 -69593.67
lh        0.0-0.22  29063.65  0.0       1695.81   5000.0    156755.28 27.11     50.57     -11095.89 -58727.98 -69823.87
lh        0.0-0.23  28691.04  0.0       1772.89   5000.0    156755.29 26.97     50.58     -11190.49 -58867.85 -70058.34
lh        0.0-0.24  28318.43  0.0       1849.97   4999.99   156755.29 26.84     50.6      -11287.53 -59007.72 -70295.25
lh        0.0-0.25  27945.82  0.0       1927.06   5000.01   156755.27 26.71     50.62     -11388.25 -59147.56 -70535.81
lh        0.0-0.26  27573.21  0.0       2004.14   5000.01   156755.27 26.58     50.64     -11491.4  -59287.42 -70778.82
lh        0.0-0.27  27200.6   0.0       2081.22   5000.0    156755.28 26.45     50.66     -11597.6  -59427.29 -71024.89
lh        0.0-0.28  26827.98  0.0       2158.3    4999.99   156755.29 26.32     50.68     -11706.84 -59567.17 -71274.01
lh        0.0-0.29  26455.37  0.0       2235.38   4999.99   156755.3  26.18     50.7      -11817.92 -59707.04 -71524.96
lh        0.0-0.3   26082.76  0.0       2312.47   5000.01   156755.27 26.05     50.71     -11932.08 -59846.87 -71778.95
lh        0.0-0.31  25710.15  0.0       2389.55   5000.0    156755.28 25.92     50.73     -12048.03 -59986.74 -72034.77
lh        0.0-0.32  25337.54  0.0       2466.63   5000.0    156755.29 25.79     50.75     -12165.83 -60126.62 -72292.45
lh        0.0-0.33  24964.93  0.0       2543.71   4999.99   156755.29 25.66     50.77     -12286.67 -60266.48 -72553.15
lh        0.0-0.34  24592.32  0.0       2620.79   4999.98   156755.3  25.53     50.79     -12408.73 -60406.35 -72815.08
lh        0.0-0.35  24219.71  0.0       2697.88   5000.01   156755.28 25.39     50.8      -12533.27 -60546.19 -73079.46
lh        0.0-0.36  23847.1   0.0       2774.96   5000.0    156755.28 25.26     50.82     -12659.0  -60686.05 -73345.05
lh        0.0-0.37  23474.49  0.0       2852.04   5000.0    156755.29 25.13     50.84     -12787.17 -60825.93 -73613.1 
lh        0.0-0.38  23101.88  0.0       2929.12   4999.99   156755.29 25.0      50.86     -12917.17 -60965.79 -73882.96
lh        0.0-0.39  22729.26  0.0       3006.21   5000.01   156755.28 24.87     50.87     -13048.41 -61105.64 -74154.05
lh        0.0-0.4   22356.65  0.0       3083.29   5000.0    156755.28 24.74     50.89     -13181.46 -61245.5  -74426.96
lh        0.0-0.41  21984.04  0.0       3160.37   4999.99   156755.29 24.6      50.91     -13315.72 -61385.38 -74701.1 
lh        0.0-0.42  21611.43  0.0       3237.45   4999.99   156755.29 24.48     50.92     -13451.83 -61525.24 -74977.07
lh        0.0-0.43  21238.82  0.0       3314.53   4999.98   156755.3  24.39     50.94     -13589.15 -61665.11 -75254.26
lh        0.0-0.44  20866.21  0.0       3391.62   5000.01   156755.28 24.31     50.96     -13727.73 -61804.95 -75532.68
lh        0.0-0.45  20493.6   0.0       3468.7    5000.0    156755.28 24.25     50.97     -13868.1  -61944.82 -75812.92
lh        0.0-0.46  20120.99  0.0       3545.78   4999.99   156755.29 24.2      50.99     -14009.69 -62084.69 -76094.38
lh        0.0-0.47  19748.38  0.0       3622.86   4999.99   156755.29 24.17     51.01     -14152.52 -62224.55 -76377.07
lh        0.0-0.48  19375.77  0.0       3699.95   5000.01   156755.27 24.14     51.02     -14296.58 -62364.39 -76660.97
lh        0.0-0.49  19003.16  0.0       3777.03   5000.01   156755.28 24.13     51.04     -14441.84 -62504.27 -76946.11
lh        0.0-0.5   18630.54  0.0       3854.11   4999.99   156755.29 24.13     51.06     -14588.31 -62644.14 -77232.45
lh        0.0-0.51  18257.93  0.0       3931.19   4999.99   156755.3  24.14     51.07     -14735.4  -62784.94 -77520.34
lh        0.0-0.52  17885.32  0.0       4008.27   4999.98   156755.3  24.16     51.09     -14884.32 -62924.8  -77809.12
