type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	B_Risk%   	O_Risk%   	B_VaR     	O_VaR     	T_VaR     	B_CVaR    	O_CVaR    	T_CVaR    
tm        	0.97-0.53 	5971.4779 	0.97      	1393.0239 	5106.90467225	5106.90467225	0         	29.82582391	-1069.17466966	-10372.11523562	-11441.28990528	-1185.67799526	-10955.89724021	-12141.57523547
tm        	0.97-0.54 	5844.4251 	0.97      	1419.3073 	5106.90467225	5106.90467225	0         	29.87210031	-1022.01590841	-10389.08030794	-11411.09621635	-1137.59214286	-10980.0927038	-12117.68484666
tm        	0.97-0.55 	5717.3724 	0.97      	1445.5908 	5106.90467225	5106.90467225	0         	29.91837671	-974.88481327	-10406.79430813	-11381.6791214	-1089.52317304	-11005.00150698	-12094.52468003
tm        	0.97-0.56 	5590.3197 	0.97      	1471.8743 	5106.90467225	5106.90467225	0         	29.9646531	-927.7823252	-10425.21823832	-11353.00056352	-1041.47160068	-11030.58238946	-12072.05399014
tm        	0.97-0.57 	5463.267  	0.97      	1498.1578 	5106.90467225	5106.90467225	0         	30.0109295	-880.70944409	-10444.31600805	-11325.02545214	-993.4379694	-11056.78738367	-12050.22535308
tm        	0.97-0.58 	5336.2143 	0.97      	1524.4412 	5106.90467225	5106.90467225	0         	30.0572059	-833.66723442	-10464.05416246	-11297.72139688	-945.42285406	-11083.57063226	-12028.99348632
tm        	0.97-0.59 	5209.1615 	0.97      	1550.7247 	5106.90467225	5106.90467225	0         	30.1034823	-786.65683162	-10484.40164024	-11271.05847186	-897.42686341	-11110.90085778	-12008.32772119
tm        	0.97-0.6  	5082.1088 	0.97      	1577.0082 	5106.90467225	5106.90467225	0         	30.14975869	-740.24564704	-10505.32955796	-11245.575205	-849.50773532	-11138.74912687	-11988.25686219
tm        	0.97-0.61 	4955.0561 	0.97      	1603.2916 	5106.90467225	5106.90467225	0         	30.19603509	-703.12034526	-10526.81101716	-11229.93136243	-805.27251324	-11167.088625	-11972.36113824
tm        	0.97-0.62 	4828.0034 	0.97      	1629.5751 	5106.90467225	5106.90467225	0         	30.24231149	-675.93461884	-10548.82093186	-11224.7555507	-772.31616233	-11195.8944689	-11968.21063123
tm        	0.97-0.63 	4700.9507 	0.97      	1655.8586 	5106.90467225	5106.90467225	0         	30.28858789	-657.04496234	-10571.33587362	-11228.38083596	-754.29914968	-11225.14353789	-11979.44268757
tm        	0.97-0.64 	4573.8979 	0.97      	1682.142  	5106.90467225	5106.90467225	0         	30.33486428	-645.90549785	-10594.33393254	-11240.23943039	-754.4596212	-11254.81432215	-12009.27394335
tm        	0.97-0.65 	4446.8452 	0.97      	1708.4255 	5106.90467225	5106.90467225	0         	30.38114068	-642.94803558	-10617.79459191	-11260.74262748	-776.30244255	-11284.88678577	-12061.18922833
tm        	0.97-0.66 	4319.7925 	0.97      	1734.709  	5106.90467225	5106.90467225	0         	30.42741708	-650.02513069	-10641.69861529	-11291.72374598	-819.75748316	-11315.34224327	-12135.09972643
tm        	0.97-0.67 	4192.7398 	0.97      	1760.9924 	5106.90467225	5106.90467225	0         	30.47369348	-672.3939663	-10666.02794451	-11338.42191081	-882.66308716	-11346.16324783	-12228.826335
tm        	0.97-0.68 	4065.6871 	0.97      	1787.2759 	5106.90467225	5106.90467225	0         	30.51996987	-727.84611359	-10690.7656073	-11418.61172089	-958.46880961	-11377.3334902	-12335.80229981
tm        	0.97-0.69 	3938.6343 	0.97      	1813.5594 	5106.90467225	5106.90467225	0         	30.56624627	-799.54398413	-10715.89563363	-11515.43961777	-1036.45497673	-11408.83770705	-12445.29268378
tm        	0.97-0.7  	3811.5816 	0.97      	1839.8429 	5106.90467225	5106.90467225	0         	30.61252267	-871.73236026	-10741.40297975	-11613.13534001	-1114.75523461	-11440.66159783	-12555.41683243
tm        	0.97-0.71 	3684.5289 	0.97      	1866.1263 	5106.90467225	5106.90467225	0         	30.65879907	-944.3732629	-10767.27345911	-11711.64672201	-1193.34697725	-11472.7917492	-12666.13872645
tm        	0.97-0.72 	3557.4762 	0.97      	1892.4098 	5106.90467225	5106.90467225	0         	30.70507546	-1017.43363139	-10793.49367948	-11810.92731087	-1272.21029796	-11505.21556637	-12777.42586434
tm        	0.97-0.73 	3430.4235 	0.97      	1918.6933 	5106.90467225	5106.90467225	0         	30.75135186	-1090.8844415	-10820.05098562	-11910.93542711	-1351.32754383	-11537.92121056	-12889.24875439
tm        	0.97-0.74 	3303.3707 	0.97      	1944.9767 	5106.90467225	5106.90467225	0         	30.79762826	-1164.70002254	-10846.93340691	-12011.63342945	-1430.68296303	-11570.89754199	-13001.58050502
tm        	0.97-0.75 	3176.318  	0.97      	1971.2602 	5106.90467225	5106.90467225	0         	30.84390465	-1238.8575203	-10874.12960948	-12112.98712978	-1510.26242186	-11604.13406789	-13114.39648976
tm        	0.97-0.76 	3049.2653 	0.97      	1997.5437 	5106.90467225	5106.90467225	0         	30.89018105	-1313.33646842	-10901.62885231	-12214.96532073	-1590.05317489	-11637.62089507	-13227.67406996
tm        	0.97-0.77 	2922.2126 	0.97      	2023.8271 	5106.90467225	5106.90467225	0         	30.93645745	-1388.11844238	-10929.42094709	-12317.53938947	-1670.04367644	-11671.34868645	-13341.39236289
tm        	0.97-0.78 	2795.1598 	0.97      	2050.1106 	5106.90467225	5106.90467225	0         	30.98273385	-1463.18677679	-10957.49622128	-12420.68299807	-1750.22342444	-11705.30862137	-13455.53204581
tm        	0.97-0.79 	2668.1071 	0.97      	2076.3941 	5106.90467225	5106.90467225	0         	31.02901024	-1538.52633232	-10985.84548417	-12524.37181649	-1830.58282998	-11739.49235923	-13570.0751892
tm        	0.97-0.8  	2541.0544 	0.97      	2102.6776 	5106.90467225	5106.90467225	0         	31.07528664	-1614.12330174	-11014.45999567	-12628.58329741	-1911.11310747	-11773.89200608	-13685.00511356
tm        	0.97-0.81 	2414.0017 	0.97      	2128.961  	5106.90467225	5106.90467225	0         	31.12156304	-1689.96504721	-11043.33143754	-12733.29648475	-1991.8061816	-11808.50008407	-13800.30626567
tm        	0.97-0.82 	2286.949  	0.97      	2155.2445 	5106.90467225	5106.90467225	0         	31.16783944	-1766.03996276	-11072.45188678	-12838.49184954	-2072.65460787	-11843.30950324	-13915.96411111
tm        	0.97-0.83 	2159.8962 	0.97      	2181.528  	5106.90467225	5106.90467225	0         	31.21411583	-1842.33735731	-11101.81379122	-12944.15114852	-2153.65150444	-11878.31353571	-14031.96504015
tm        	0.97-0.84 	2032.8435 	0.97      	2207.8114 	5106.90467225	5106.90467225	0         	31.26039223	-1918.84735453	-11131.40994673	-13050.25730127	-2234.79049327	-11913.5057918	-14148.29628507
tm        	0.97-0.85 	1905.7908 	0.97      	2234.0949 	5106.90467225	5106.90467225	0         	31.30666863	-1995.55344639	-11161.23347631	-13156.7869227	-2316.06528109	-11948.88019816	-14264.94547925
tm        	0.97-0.86 	1778.7381 	0.97      	2260.3784 	5106.90467225	5106.90467225	0         	31.35294503	-2072.32144986	-11191.27781061	-13263.59926048	-2397.46406649	-11984.43097741	-14381.89504391
tm        	0.97-0.87 	1651.6854 	0.97      	2286.6618 	5106.90467225	5106.90467225	0         	31.39922142	-2149.1029464	-11221.5366699	-13370.6396163	-2478.97881569	-12020.15262958	-14499.13144526
tm        	0.97-0.88 	1524.6326 	0.97      	2312.9453 	5106.90467225	5106.90467225	0         	31.44549782	-2225.89656445	-11252.00404732	-13477.90061177	-2560.59896756	-12056.03991469	-14616.63888225
tm        	0.97-0.89 	1397.5799 	0.97      	2339.2288 	5106.90467225	5106.90467225	0         	31.49177422	-2302.70110117	-11282.67419328	-13585.37529445	-2642.31869206	-12092.08783688	-14734.40652894
tm        	0.97-0.9  	1270.5272 	0.97      	2365.5122 	5106.90467225	5106.90467225	0         	31.53805062	-2379.51549808	-11313.54160106	-13693.05709914	-2724.12884335	-12128.29162955	-14852.42047289
tm        	0.97-0.91 	1143.4745 	0.97      	2391.7957 	5106.90467225	5106.90467225	0         	31.58432701	-2456.33882093	-11344.6009932	-13800.93981413	-2806.02486367	-12164.64674162	-14970.67160529
tm        	0.97-0.92 	1016.4218 	0.97      	2418.0792 	5106.90467225	5106.90467225	0         	31.63060341	-2533.1702426	-11375.84730901	-13909.01755161	-2887.99961414	-12201.14882488	-15089.14843901
tm        	0.97-0.93 	889.369   	0.97      	2444.3627 	5106.90467225	5106.90467225	0         	31.67687981	-2610.00902874	-11407.27569284	-14017.28472159	-2970.04792878	-12237.79372207	-15207.84165085
tm        	0.97-0.94 	762.3163  	0.97      	2470.6461 	5106.90467225	5106.90467225	0         	31.72315621	-2686.85452561	-11438.88148309	-14125.7360087	-3052.16636885	-12274.577456	-15326.74382485
tm        	0.97-0.95 	635.2636  	0.97      	2496.9296 	5106.90467225	5106.90467225	0         	31.7694326	-2763.70614975	-11470.66020198	-14234.36635173	-3134.34821252	-12311.49621923	-15445.84443174
tm        	0.97-0.96 	508.2109  	0.97      	2523.2131 	5106.90467225	5106.90467225	0         	31.815709 	-2840.5633791	-11502.60754601	-14343.1709251	-3216.590835	-12348.54636463	-15565.13719963
tm        	0.97-0.97 	381.1582  	0.97      	2549.4965 	5106.90467225	5106.90467225	0         	31.8619854	-2917.42574547	-11534.71937693	-14452.1451224	-3298.89122977	-12385.72439647	-15684.61562625
tm        	0.97-0.98 	254.1054  	0.97      	2575.78   	5106.90467225	5106.90467225	0         	31.9082618	-2994.29282803	-11566.99171344	-14561.28454147	-3381.24377894	-12423.02696219	-15804.27074113
tm        	0.97-0.99 	127.0527  	0.97      	2602.0635 	5106.90467225	5106.90467225	0         	31.95453819	-3071.16424771	-11599.42072321	-14670.58497092	-3463.64653889	-12460.45084464	-15924.09738353
tm        	0.97-1.0  	0.0       	0.97      	2628.3469 	5106.90467225	5106.90467225	0         	32.00081459	-3148.03966231	-11632.00271557	-14780.04237788	-3546.09780984	-12497.99295488	-16044.09076472
cp        	0.98-0.0  	12450.272 	0.98      	0.0       	5106.90467225	5106.90467225	0         	27.60406082	-3588.6581693	-10186.52791165	-13775.18608094	-3735.49674531	-11417.3759459	-15152.87269122
tm        	0.98-0.01 	12325.7693	0.98      	25.7559   	5106.90467225	5106.90467225	0         	27.6489457	-3541.92991492	-10175.54243096	-13717.47234588	-3687.78298246	-11384.56390585	-15072.34688832
tm        	0.98-0.02 	12201.2666	0.98      	51.5119   	5106.90467225	5106.90467225	0         	27.69383058	-3495.20202898	-10165.31490016	-13660.51692913	-3640.0709677	-11352.40962322	-14992.48059092
tm        	0.98-0.03 	12076.7639	0.98      	77.2678   	5106.90467225	5106.90467225	0         	27.73871546	-3448.47452423	-10155.85915453	-13604.33367877	-3592.36072693	-11320.93194206	-14913.29266899
tm        	0.98-0.04 	11952.2612	0.98      	103.0238  	5106.90467225	5106.90467225	0         	27.78360034	-3401.74741402	-10147.18898025	-13548.93639427	-3544.65228673	-11290.15038363	-14834.80267036
tm        	0.98-0.05 	11827.7584	0.98      	128.7797  	5106.90467225	5106.90467225	0         	27.82848522	-3355.02071224	-10139.31806343	-13494.33877567	-3496.94567438	-11260.08516294	-14757.03083732
tm        	0.98-0.06 	11703.2557	0.98      	154.5357  	5106.90467225	5106.90467225	0         	27.8733701	-3308.2944334	-10132.25993397	-13440.55436737	-3449.24091792	-11230.75720378	-14679.9981217
tm        	0.98-0.07 	11578.753 	0.98      	180.2916  	5106.90467225	5106.90467225	0         	27.91825498	-3261.56859264	-10126.02790378	-13387.59649642	-3401.53804614	-11202.18815198	-14603.72619812
tm        	0.98-0.08 	11454.2503	0.98      	206.0476  	5106.90467225	5106.90467225	0         	27.96313986	-3214.84320578	-10120.63499955	-13335.47820533	-3353.83708863	-11174.40038636	-14528.237475
tm        	0.98-0.09 	11329.7476	0.98      	231.8035  	5106.90467225	5106.90467225	0         	28.00802474	-3168.11828936	-10116.09389015	-13284.21217951	-3306.13807582	-11147.41702705	-14453.55510287
tm        	0.98-0.1  	11205.2448	0.98      	257.5595  	5106.90467225	5106.90467225	0         	28.05290962	-3121.39386067	-10112.4168088	-13233.81066946	-3258.44103899	-11121.26194048	-14379.70297946
tm        	0.98-0.11 	11080.7421	0.98      	283.3154  	5106.90467225	5106.90467225	0         	28.09779451	-3074.66993774	-10109.61547042	-13184.28540815	-3210.74609496	-11095.95974072	-14306.70583568
tm        	0.98-0.12 	10956.2394	0.98      	309.0714  	5106.90467225	5106.90467225	0         	28.14267939	-3027.94653949	-10107.70098479	-13135.64752428	-3163.05343843	-11071.5357863	-14234.58922474
tm        	0.98-0.13 	10831.7367	0.98      	334.8273  	5106.90467225	5106.90467225	0         	28.18756427	-2981.22368568	-10106.68376611	-13087.90745179	-3115.36311031	-11048.01617198	-14163.37928229
tm        	0.98-0.14 	10707.234 	0.98      	360.5833  	5106.90467225	5106.90467225	0         	28.23244915	-2934.50139702	-10106.57344004	-13041.07483706	-3067.67514882	-11025.42771454	-14093.10286335
tm        	0.98-0.15 	10582.7312	0.98      	386.3392  	5106.90467225	5106.90467225	0         	28.27733403	-2887.77969518	-10107.37874928	-12995.15844446	-3019.9895933	-11003.79793177	-14023.78752507
tm        	0.98-0.16 	10458.2285	0.98      	412.0952  	5106.90467225	5106.90467225	0         	28.32221891	-2841.05860286	-10109.1074591	-12950.16606195	-2972.30648427	-10983.15501362	-13955.4614979
tm        	0.98-0.17 	10333.7258	0.98      	437.8511  	5106.90467225	5106.90467225	0         	28.36710379	-2794.33814388	-10111.76626432	-12906.1044082	-2924.62586346	-10963.52778418	-13888.15364764
tm        	0.98-0.18 	10209.2231	0.98      	463.6071  	5106.90467225	5106.90467225	0         	28.41198867	-2747.61834319	-10115.36069954	-12862.97904272	-2876.94777387	-10944.945653	-13821.89342687
tm        	0.98-0.19 	10084.7204	0.98      	489.363   	5106.90467225	5106.90467225	0         	28.45687355	-2700.89922698	-10119.89505431	-12820.79428129	-2829.27225982	-10927.43855396	-13756.71081378
tm        	0.98-0.2  	9960.2176 	0.98      	515.119   	5106.90467225	5106.90467225	0         	28.50175843	-2654.18082274	-10125.37229538	-12779.55311812	-2781.59936703	-10911.03686904	-13692.63623606
tm        	0.98-0.21 	9835.7149 	0.98      	540.8749  	5106.90467225	5106.90467225	0         	28.54664331	-2607.46315932	-10131.79399773	-12739.25715705	-2733.92921479	-10895.77133388	-13629.70054866
tm        	0.98-0.22 	9711.2122 	0.98      	566.6309  	5106.90467225	5106.90467225	0         	28.59152819	-2560.74626703	-10139.16028649	-12699.90655352	-2686.26206549	-10881.67292062	-13567.9349861
tm        	0.98-0.23 	9586.7095 	0.98      	592.3868  	5106.90467225	5106.90467225	0         	28.63641307	-2514.03017775	-10147.46979128	-12661.49996903	-2638.59798706	-10868.77269201	-13507.37067907
tm        	0.98-0.24 	9462.2068 	0.98      	618.1428  	5106.90467225	5106.90467225	0         	28.68129795	-2467.31492498	-10156.70801618	-12624.02294116	-2590.93703548	-10857.10103857	-13448.03807406
tm        	0.98-0.25 	9337.704  	0.98      	643.8987  	5106.90467225	5106.90467225	0         	28.72618283	-2420.60054398	-10166.27927448	-12586.87981846	-2543.27926857	-10846.6590448	-13389.93831337
tm        	0.98-0.26 	9213.2013 	0.98      	669.6547  	5106.90467225	5106.90467225	0         	28.77106771	-2373.88707184	-10175.85053278	-12549.73760462	-2495.62474602	-10837.44494796	-13333.06969398
tm        	0.98-0.27 	9088.6986 	0.98      	695.4106  	5106.90467225	5106.90467225	0         	28.81595259	-2327.17454766	-10185.42179107	-12512.59633873	-2447.97352956	-10829.45194159	-13277.42547115
tm        	0.98-0.28 	8964.1959 	0.98      	721.1666  	5106.90467225	5106.90467225	0         	28.86083747	-2280.46301261	-10194.99304937	-12475.45606198	-2400.32568299	-10822.670834	-13222.99651699
tm        	0.98-0.29 	8839.6932 	0.98      	746.9225  	5106.90467225	5106.90467225	0         	28.90572235	-2233.75251012	-10204.56430768	-12438.3168178	-2352.68127857	-10817.09178932	-13169.77306789
tm        	0.98-0.3  	8715.1904 	0.98      	772.6785  	5106.90467225	5106.90467225	0         	28.95060723	-2187.04308599	-10214.13556598	-12401.17865197	-2305.04061517	-10812.70496577	-13117.74558094
tm        	0.98-0.31 	8590.6877 	0.98      	798.4344  	5106.90467225	5106.90467225	0         	28.99549211	-2140.33478858	-10223.70682428	-12364.04161285	-2257.40388369	-10809.4926944	-13066.8965781
tm        	0.98-0.32 	8466.185  	0.98      	824.1904  	5106.90467225	5106.90467225	0         	29.040377 	-2093.62766895	-10233.27808258	-12326.90575153	-2209.77116256	-10807.43238544	-13017.20354801
tm        	0.98-0.33 	8341.6823 	0.98      	849.9463  	5106.90467225	5106.90467225	0         	29.08526188	-2046.92178106	-10242.84934088	-12289.77112194	-2162.14253302	-10806.49870991	-12968.64124293
tm        	0.98-0.34 	8217.1795 	0.98      	875.7023  	5106.90467225	5106.90467225	0         	29.13014676	-2000.217182	-10252.42059917	-12252.63778117	-2114.51807924	-10806.66164632	-12921.17972556
tm        	0.98-0.35 	8092.6768 	0.98      	901.4582  	5106.90467225	5106.90467225	0         	29.17503164	-1953.51393213	-10261.99185747	-12215.50578961	-2066.89788849	-10807.88062582	-12874.77851431
tm        	0.98-0.36 	7968.1741 	0.98      	927.2142  	5106.90467225	5106.90467225	0         	29.21991652	-1906.81209542	-10271.56311577	-12178.37521119	-2019.28205129	-10810.14999805	-12829.43204934
tm        	0.98-0.37 	7843.6714 	0.98      	952.9701  	5106.90467225	5106.90467225	0         	29.2648014	-1860.11173959	-10281.13437407	-12141.24611367	-1971.67084971	-10813.52520913	-12785.19605884
tm        	0.98-0.38 	7719.1687 	0.98      	978.7261  	5106.90467225	5106.90467225	0         	29.30968628	-1813.4129365	-10290.70563237	-12104.11856888	-1924.06460893	-10818.01524925	-12742.07985819
tm        	0.98-0.39 	7594.6659 	0.98      	1004.482  	5106.90467225	5106.90467225	0         	29.35457116	-1766.71576236	-10300.27689067	-12066.99265303	-1876.46343722	-10823.63233406	-12700.09577129
tm        	0.98-0.4  	7470.1632 	0.98      	1030.238  	5106.90467225	5106.90467225	0         	29.39945604	-1720.02029808	-10309.84814898	-12029.86844705	-1828.86744661	-10830.3890801	-12659.25652671
tm        	0.98-0.41 	7345.6605 	0.98      	1055.9939 	5106.90467225	5106.90467225	0         	29.44434092	-1673.32662967	-10319.41940727	-11992.74603694	-1781.27675357	-10838.29809265	-12619.57484621
tm        	0.98-0.42 	7221.1578 	0.98      	1081.7499 	5106.90467225	5106.90467225	0         	29.4892258	-1626.6348486	-10328.99066557	-11955.62551417	-1733.69147925	-10847.37121931	-12581.06269856
tm        	0.98-0.43 	7096.6551 	0.98      	1107.5058 	5106.90467225	5106.90467225	0         	29.53411068	-1579.94505218	-10338.56192387	-11918.50697605	-1686.11188087	-10857.61361775	-12543.72549862
tm        	0.98-0.44 	6972.1523 	0.98      	1133.2618 	5106.90467225	5106.90467225	0         	29.57899556	-1533.25734408	-10348.13318217	-11881.39052625	-1638.53842296	-10869.03407201	-12507.57249497
tm        	0.98-0.45 	6847.6496 	0.98      	1159.0177 	5106.90467225	5106.90467225	0         	29.62388044	-1486.57183482	-10357.70444047	-11844.27627529	-1590.97126613	-10881.64294766	-12472.61421379
tm        	0.98-0.46 	6723.1469 	0.98      	1184.7737 	5106.90467225	5106.90467225	0         	29.66876532	-1439.88864231	-10367.27569877	-11807.16434108	-1543.41056133	-10895.43856622	-12438.84912755
tm        	0.98-0.47 	6598.6442 	0.98      	1210.5296 	5106.90467225	5106.90467225	0         	29.7136502	-1393.20789251	-10376.84695707	-11770.05484958	-1495.856466	-10910.43567332	-12406.29213931
tm        	0.98-0.48 	6474.1415 	0.98      	1236.2856 	5106.90467225	5106.90467225	0         	29.75853508	-1346.52972001	-10386.44644344	-11732.97616345	-1448.30917924	-10926.63102194	-12374.94020118
tm        	0.98-0.49 	6349.6387 	0.98      	1262.0415 	5106.90467225	5106.90467225	0         	29.80341996	-1299.85426886	-10396.82307032	-11696.67733918	-1400.76927305	-10944.01799009	-12344.78726314
tm        	0.98-0.5  	6225.136  	0.98      	1287.7975 	5106.90467225	5106.90467225	0         	29.84830484	-1253.18169331	-10408.25932019	-11661.44101351	-1353.23704831	-10962.52823706	-12315.76528537
tm        	0.98-0.51 	6100.6333 	0.98      	1313.5534 	5106.90467225	5106.90467225	0         	29.89318972	-1206.51215877	-10420.6918355	-11627.20399427	-1305.71270258	-10982.06226379	-12287.77496636
tm        	0.98-0.52 	5976.1306 	0.98      	1339.3094 	5106.90467225	5106.90467225	0         	29.93807461	-1159.84584275	-10434.06254499	-11593.90838774	-1258.19644258	-11002.55097155	-12260.74741414
tm        	0.98-0.53 	5851.6279 	0.98      	1365.0653 	5106.90467225	5106.90467225	0         	29.98295949	-1113.18293599	-10448.31811988	-11561.50105587	-1210.68861805	-11023.93426967	-12234.62288772
tm        	0.98-0.54 	5727.1251 	0.98      	1390.8213 	5106.90467225	5106.90467225	0         	30.02784437	-1066.52364367	-10463.40949507	-11529.93313874	-1163.18991164	-11046.14163284	-12209.33154448
tm        	0.98-0.55 	5602.6224 	0.98      	1416.5772 	5106.90467225	5106.90467225	0         	30.07272925	-1019.86818679	-10479.29144666	-11499.15963345	-1115.70060967	-11069.11215542	-12184.81276509
tm        	0.98-0.56 	5478.1197 	0.98      	1442.3332 	5106.90467225	5106.90467225	0         	30.11761413	-973.21680364	-10495.92221828	-11469.13902193	-1068.22097408	-11092.80121001	-12161.0221841
tm        	0.98-0.57 	5353.617  	0.98      	1468.0891 	5106.90467225	5106.90467225	0         	30.16249901	-926.56975156	-10513.26318991	-11439.83294147	-1020.75137556	-11117.16770072	-12137.91907628
tm        	0.98-0.58 	5229.1143 	0.98      	1493.8451 	5106.90467225	5106.90467225	0         	30.20738389	-879.92730877	-10531.27858371	-11411.20589248	-973.29263373	-11142.17372668	-12115.4663604
tm        	0.98-0.59 	5104.6115 	0.98      	1519.601  	5106.90467225	5106.90467225	0         	30.25226877	-833.28977655	-10549.93520232	-11383.22497887	-925.84514623	-11167.77962789	-12093.62477413
tm        	0.98-0.6  	4980.1088 	0.98      	1545.357  	5106.90467225	5106.90467225	0         	30.29715365	-786.65748161	-10569.20219529	-11355.8596769	-878.40924812	-11193.93889184	-12072.34813996
tm        	0.98-0.61 	4855.6061 	0.98      	1571.1129 	5106.90467225	5106.90467225	0         	30.34203853	-740.03077879	-10589.05085061	-11329.08162941	-830.98559021	-11220.62147956	-12051.60706976
tm        	0.98-0.62 	4731.1034 	0.98      	1596.8689 	5106.90467225	5106.90467225	0         	30.38692341	-693.41005414	-10609.45440792	-11302.86446206	-783.5750386	-11247.80052906	-12031.37556766
tm        	0.98-0.63 	4606.6007 	0.98      	1622.6248 	5106.90467225	5106.90467225	0         	30.43180829	-652.0205109	-10630.38789101	-11282.40840191	-737.69717597	-11275.45108452	-12013.14826049
tm        	0.98-0.64 	4482.0979 	0.98      	1648.3808 	5106.90467225	5106.90467225	0         	30.47669317	-622.94932775	-10651.8279574	-11274.77728515	-702.54223285	-11303.54993288	-12006.09216573
tm        	0.98-0.65 	4357.5952 	0.98      	1674.1367 	5106.90467225	5106.90467225	0         	30.52157805	-604.02330639	-10673.7527629	-11277.77606929	-684.8284459	-11332.07545637	-12016.90390227
tm        	0.98-0.66 	4233.0925 	0.98      	1699.8927 	5106.90467225	5106.90467225	0         	30.56646293	-594.69247445	-10696.14183945	-11290.8343139	-689.68800079	-11361.00749946	-12050.69550025
tm        	0.98-0.67 	4108.5898 	0.98      	1725.6486 	5106.90467225	5106.90467225	0         	30.61134781	-596.14076982	-10718.97598488	-11315.11675469	-720.94343697	-11390.32724829	-12111.27068526
tm        	0.98-0.68 	3984.0871 	0.98      	1751.4046 	5106.90467225	5106.90467225	0         	30.65623269	-612.93179818	-10742.23716309	-11355.16896127	-777.47642018	-11420.01712164	-12197.49354182
tm        	0.98-0.69 	3859.5843 	0.98      	1777.1605 	5106.90467225	5106.90467225	0         	30.70111757	-663.7069599	-10765.90841373	-11429.61537362	-852.42468174	-11450.06067196	-12302.4853537
tm        	0.98-0.7  	3735.0816 	0.98      	1802.9165 	5106.90467225	5106.90467225	0         	30.74600245	-737.31295761	-10789.97377006	-11527.28672767	-931.07842617	-11480.44249546	-12411.52092163
tm        	0.98-0.71 	3610.5789 	0.98      	1828.6724 	5106.90467225	5106.90467225	0         	30.79088733	-811.30972678	-10814.41818447	-11625.72791125	-1009.98590195	-11511.1481505	-12521.13405245
tm        	0.98-0.72 	3486.0762 	0.98      	1854.4284 	5106.90467225	5106.90467225	0         	30.83577221	-885.66784692	-10839.22746059	-11724.89530751	-1089.1290952	-11542.16408315	-12631.29317835
tm        	0.98-0.73 	3361.5735 	0.98      	1880.1843 	5106.90467225	5106.90467225	0         	30.8806571	-960.36156924	-10864.3881914	-11824.74976064	-1168.4920975	-11573.47755953	-12741.96965703
tm        	0.98-0.74 	3237.0707 	0.98      	1905.9403 	5106.90467225	5106.90467225	0         	30.92554198	-1035.36467215	-10889.8877028	-11925.25237495	-1248.06059209	-11605.07660399	-12853.13719608
tm        	0.98-0.75 	3112.568  	0.98      	1931.6962 	5106.90467225	5106.90467225	0         	30.97042686	-1110.49472507	-10915.71400194	-12026.20872701	-1327.81382181	-11636.94994273	-12964.76376454
tm        	0.98-0.76 	2988.0653 	0.98      	1957.4522 	5106.90467225	5106.90467225	0         	31.01531174	-1185.65451219	-10941.85573	-12127.51024219	-1407.73131969	-11669.08695224	-13076.81827193
tm        	0.98-0.77 	2863.5626 	0.98      	1983.2081 	5106.90467225	5106.90467225	0         	31.06019662	-1260.83975528	-10968.30211892	-12229.1418742	-1487.79555254	-11701.47761217	-13189.27316471
tm        	0.98-0.78 	2739.0598 	0.98      	2008.9641 	5106.90467225	5106.90467225	0         	31.1050815	-1336.04691711	-10995.04295155	-12331.08986866	-1567.99057863	-11734.11246218	-13302.10304081
tm        	0.98-0.79 	2614.5571 	0.98      	2034.72   	5106.90467225	5106.90467225	0         	31.14996638	-1411.27305232	-11022.06852525	-12433.34157757	-1648.30334539	-11766.98256235	-13415.28590774
tm        	0.98-0.8  	2490.0544 	0.98      	2060.476  	5106.90467225	5106.90467225	0         	31.19485126	-1486.51569245	-11049.36961821	-12535.88531066	-1728.72300252	-11800.07945689	-13528.80245941
tm        	0.98-0.81 	2365.5517 	0.98      	2086.2319 	5106.90467225	5106.90467225	0         	31.23973614	-1561.77275614	-11076.93745854	-12638.71021469	-1809.23815574	-11833.39514086	-13642.6332966
tm        	0.98-0.82 	2241.049  	0.98      	2111.9879 	5106.90467225	5106.90467225	0         	31.28462102	-1637.04247857	-11104.76369576	-12741.80617434	-1889.84168586	-11866.9220295	-13756.76371536
tm        	0.98-0.83 	2116.5462 	0.98      	2137.7438 	5106.90467225	5106.90467225	0         	31.3295059	-1712.32335544	-11132.84037439	-12845.16372982	-1970.52400138	-11900.65293009	-13871.17693146
tm        	0.98-0.84 	1992.0435 	0.98      	2163.4998 	5106.90467225	5106.90467225	0         	31.37439078	-1787.6140982	-11161.15990963	-12948.77400783	-2051.27978683	-11934.58101599	-13985.86080281
tm        	0.98-0.85 	1867.5408 	0.98      	2189.2557 	5106.90467225	5106.90467225	0         	31.41927566	-1862.91359802	-11189.71506488	-13052.6286629	-2132.10202279	-11968.69980275	-14100.80182553
tm        	0.98-0.86 	1743.0381 	0.98      	2215.0116 	5106.90467225	5106.90467225	0         	31.46416054	-1938.22089662	-11218.49893078	-13156.7198274	-2212.98498417	-12003.00312605	-14215.98811022
tm        	0.98-0.87 	1618.5354 	0.98      	2240.7676 	5106.90467225	5106.90467225	0         	31.50904542	-2013.5351624	-11247.50490595	-13261.04006835	-2293.92549167	-12037.48512135	-14331.41061302
