type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	SB_Risk%  	B_Risk%   	SO_Risk%  	O_Risk%   	SB_VaR    	B_VaR     	SO_VaR    	O_VaR     	T_VaR     
ls        	0.0-0.0   	37440.272 	0.0       	0.0       	5106.90467225	5106.90467225	29.552    	29.54219291	0.0       	0         	-10440.60849703	-10447.08906727	-1812.94603309	-1813.01740124	-12260.10646851
lh        	0.0-0.01  	37065.8693	0.0       	77.4529   	5106.90467225	5106.90467225	29.246    	29.40991531	0.0       	0         	-10426.48892693	-10418.30652234	-1952.07729508	-1953.57870828	-12371.88523062
lh        	0.0-0.02  	36691.4666	0.0       	154.9058  	5106.90467225	5106.90467225	29.287    	29.27763771	0.0       	0         	-10374.40271415	-10389.52397741	-2092.23420515	-2094.14001533	-12483.66399273
lh        	0.0-0.03  	36317.0639	0.0       	232.3587  	5106.90467225	5106.90467225	29.105    	29.14536011	0.0       	0         	-10386.88496973	-10360.74143248	-2235.68326681	-2234.70132237	-12595.44275485
lh        	0.0-0.04  	35942.6612	0.0       	309.8116  	5106.90467225	5106.90467225	28.963    	29.01308251	0.0       	0         	-10344.43646898	-10331.95888755	-2376.36363763	-2375.26262941	-12707.22151696
lh        	0.0-0.05  	35568.2584	0.0       	387.2645  	5106.90467225	5106.90467225	28.824    	28.88080491	0.0       	0         	-10298.04929749	-10303.17634262	-2517.02018412	-2515.82393646	-12819.00027907
lh        	0.0-0.06  	35193.8557	0.0       	464.7174  	5106.90467225	5106.90467225	28.47     	28.74852731	0.0       	0         	-10299.37287751	-10280.31496454	-2656.36687956	-2656.3852435	-12936.70020804
lh        	0.0-0.07  	34819.453 	0.0       	542.1703  	5106.90467225	5106.90467225	28.559    	28.61624972	0.0       	0         	-10271.26680897	-10270.54566621	-2803.15623029	-2796.94655054	-13067.49221676
lh        	0.0-0.08  	34445.0503	0.0       	619.6232  	5106.90467225	5106.90467225	28.826    	28.48397212	0.0       	0         	-10284.82565035	-10272.60824747	-2939.86245829	-2937.50785759	-13210.11610506
lh        	0.0-0.09  	34070.6476	0.0       	697.0762  	5106.90467225	5106.90467225	28.238    	28.35169452	0.0       	0         	-10320.37610233	-10285.31909015	-3078.70723274	-3078.06916463	-13363.38825478
lh        	0.0-0.1   	33696.2448	0.0       	774.5291  	5106.90467225	5106.90467225	28.156    	28.21941692	0.0       	0         	-10302.99296021	-10307.63305617	-3220.10168838	-3218.63047167	-13526.26352784
lh        	0.0-0.11  	33321.8421	0.0       	851.982   	5106.90467225	5106.90467225	28.034    	28.08713932	0.0       	0         	-10375.30767659	-10338.63751074	-3360.53096929	-3359.19177872	-13697.82928945
lh        	0.0-0.12  	32947.4394	0.0       	929.4349  	5106.90467225	5106.90467225	28.071    	27.95486172	0.0       	0         	-10400.86914573	-10377.53829382	-3502.49371818	-3499.75308576	-13877.29137958
lh        	0.0-0.13  	32573.0367	0.0       	1006.8878 	5106.90467225	5106.90467225	27.626    	27.82258412	0.0       	0         	-10428.22172337	-10423.64396521	-3622.51681266	-3640.3143928	-14063.95835801
lh        	0.0-0.14  	32198.634 	0.0       	1084.3407 	5106.90467225	5106.90467225	27.886    	27.69030652	0.0       	0         	-10447.74844532	-10476.35090772	-3792.72721453	-3780.87569985	-14257.22660757
lh        	0.0-0.15  	31824.2312	0.0       	1161.7936 	5106.90467225	5106.90467225	27.35     	27.55802892	0.0       	0         	-10564.08746332	-10535.13018237	-3920.31773707	-3921.43700689	-14456.56718925
lh        	0.0-0.16  	31449.8285	0.0       	1239.2465 	5106.90467225	5106.90467225	27.593    	27.42575132	0.0       	0         	-10605.55805579	-10599.5162971	-4057.60667049	-4061.99831393	-14661.51461103
lh        	0.0-0.17  	31075.4258	0.0       	1316.6994 	5106.90467225	5106.90467225	27.342    	27.29347373	0.0       	0         	-10671.25176903	-10669.09775741	-4219.7168145	-4202.55962098	-14871.65737839
lh        	0.0-0.18  	30701.0231	0.0       	1394.1523 	5106.90467225	5106.90467225	27.144    	27.16119613	0.0       	0         	-10773.86005097	-10743.50916896	-4357.76522712	-4343.12092802	-15086.63009698
lh        	0.0-0.19  	30326.6204	0.0       	1471.6052 	5106.90467225	5106.90467225	27.23     	27.02891853	0.0       	0         	-10854.88873266	-10822.42465008	-4481.95248529	-4483.68223506	-15306.10688514
lh        	0.0-0.2   	29952.2176	0.0       	1549.0581 	5106.90467225	5106.90467225	26.942    	26.89664093	0.0       	0         	-10921.44939246	-10905.55233199	-4624.62282107	-4624.24354211	-15529.7958741
lh        	0.0-0.21  	29577.8149	0.0       	1626.511  	5106.90467225	5106.90467225	27.038    	26.76436333	0.0       	0         	-11048.04230013	-10992.62975568	-4762.36288683	-4764.80484915	-15757.43460483
lh        	0.0-0.22  	29203.4122	0.0       	1703.9639 	5106.90467225	5106.90467225	26.758    	26.63208573	1.57      	1.58487678	-11083.62572864	-11083.42000601	-4908.79789642	-4905.36615619	-15988.7861622
lh        	0.0-0.23  	28829.0095	0.0       	1781.4168 	5106.90467225	5106.90467225	26.304    	26.49980813	4.025     	4.01165013	-11226.19795058	-11177.70845195	-5034.81612056	-5045.92746324	-16223.63591518
lh        	0.0-0.24  	28454.6068	0.0       	1858.8697 	5106.90467225	5106.90467225	26.339    	26.36753053	6.215     	6.23619237	-11274.48844091	-11275.29998621	-5174.15865159	-5186.48877028	-16461.78875649
lh        	0.0-0.25  	28080.204 	0.0       	1936.3227 	5106.90467225	5106.90467225	26.328    	26.23525293	8.201     	8.28277123	-11403.22321279	-11376.01667762	-5317.51650758	-5327.05007732	-16703.06675494
lh        	0.0-0.26  	27705.8013	0.0       	2013.7756 	5106.90467225	5106.90467225	25.941    	26.10297533	10.117    	10.17192095	-11496.31123276	-11479.69576561	-5465.43349281	-5467.61138437	-16947.30714998
lh        	0.0-0.27  	27331.3986	0.0       	2091.2285 	5106.90467225	5106.90467225	26.071    	25.97069774	11.849    	11.92113366	-11588.70502389	-11586.1879398	-5604.26338826	-5608.1726914	-17194.3606312
lh        	0.0-0.28  	26956.9959	0.0       	2168.6814 	5106.90467225	5106.90467225	25.919    	25.83842014	13.673    	13.54540259	-11632.16784928	-11695.35585757	-5733.28054493	-5748.73399844	-17444.08985601
lh        	0.0-0.29  	26582.5932	0.0       	2246.1343 	5106.90467225	5106.90467225	25.724    	25.70614254	15.116    	15.05765299	-11820.94136169	-11807.07286191	-5895.14549842	-5889.29530549	-17696.36816739
lh        	0.0-0.3   	26208.1904	0.0       	2323.5872 	5106.90467225	5106.90467225	25.595    	25.57386494	16.715    	16.46908668	-11853.85142499	-11921.2218677	-6018.86809917	-6029.85661253	-17951.07848023
lh        	0.0-0.31  	25833.7877	0.0       	2401.0401 	5106.90467225	5106.90467225	25.362    	25.44158734	17.498    	17.78946014	-12042.1342674	-12037.69439089	-6167.92229357	-6170.41791957	-18208.11231046
lh        	0.0-0.32  	25459.385 	0.0       	2478.493  	5106.90467225	5106.90467225	25.441    	25.30930974	19.127    	19.02731026	-12184.39085726	-12156.389699	-6307.3439621	-6310.97922662	-18467.36892562
lh        	0.0-0.33  	25084.9823	0.0       	2555.9459 	5106.90467225	5106.90467225	25.284    	25.17703214	20.399    	20.19013916	-12266.79590566	-12277.21406529	-6446.93233564	-6451.54053366	-18728.75459895
lh        	0.0-0.34  	24710.5795	0.0       	2633.3988 	5106.90467225	5106.90467225	25.032    	25.04475454	21.309    	21.28456636	-12381.05514754	-12400.08011172	-6575.86465176	-6592.1018407	-18992.18195243
lh        	0.0-0.35  	24336.1768	0.0       	2710.8517 	5106.90467225	5106.90467225	25.072    	24.91247694	22.119    	22.31645486	-12476.6130296	-12524.90622814	-6739.39570271	-6732.66314775	-19257.56937589
lh        	0.0-0.36  	23961.7741	0.0       	2788.3046 	5106.90467225	5106.90467225	24.928    	24.78019934	23.57     	23.29101622	-12677.05065972	-12651.61605754	-6867.67651427	-6873.22445479	-19524.84051233
lh        	0.0-0.37  	23587.3714	0.0       	2865.7575 	5106.90467225	5106.90467225	24.497    	24.64792175	24.447    	24.2128986	-12713.08640219	-12780.13803829	-6994.45622128	-7013.78576183	-19793.92380013
lh        	0.0-0.38  	23212.9687	0.0       	2943.2104 	5106.90467225	5106.90467225	24.236    	24.51564415	25.037    	25.08626084	-12849.4250299	-12910.40499603	-7116.51384743	-7154.34706888	-20064.75206491
lh        	0.0-0.39  	22838.5659	0.0       	3020.6633 	5106.90467225	5106.90467225	24.491    	24.38336655	25.784    	25.91483528	-12989.9294541	-13042.35377874	-7283.19437407	-7294.90837592	-20337.26215466
lh        	0.0-0.4   	22464.1632	0.0       	3098.1162 	5106.90467225	5106.90467225	24.087    	24.25108895	26.78     	26.701981 	-13201.85247201	-13175.92492976	-7416.03984003	-7435.46968296	-20611.39461272
lh        	0.0-0.41  	22089.7605	0.0       	3175.5692 	5106.90467225	5106.90467225	24.134    	24.12385515	27.533    	27.45072936	-13362.46169249	-13311.06239385	-7551.23257269	-7576.03099001	-20887.09338385
lh        	0.0-0.42  	21715.3578	0.0       	3253.0221 	5106.90467225	5106.90467225	24.035    	24.01846252	27.988    	28.16382304	-13484.33622729	-13447.7132525	-7735.88987404	-7716.59229705	-21164.30554955
lh        	0.0-0.43  	21340.9551	0.0       	3330.475  	5106.90467225	5106.90467225	23.91     	23.93362813	28.71     	28.84374957	-13554.6757101	-13585.82748503	-7867.62072732	-7857.15360409	-21442.98108913
lh        	0.0-0.44  	20966.5523	0.0       	3407.9279 	5106.90467225	5106.90467225	23.673    	23.86686232	29.487    	29.49277035	-13795.70096926	-13725.35775237	-7987.36968605	-7997.71491114	-21723.07266351
lh        	0.0-0.45  	20592.1496	0.0       	3485.3808 	5106.90467225	5106.90467225	23.77     	23.81609446	30.07     	30.11294577	-13840.7952735	-13866.25920104	-8148.18116093	-8138.27621818	-22004.53541922
lh        	0.0-0.46  	20217.7469	0.0       	3562.8337 	5106.90467225	5106.90467225	23.668    	23.77958226	30.736    	30.70615703	-14000.39374898	-14008.48928515	-8262.52835856	-8278.83752522	-22287.32681037
lh        	0.0-0.47  	19843.3442	0.0       	3640.2866 	5106.90467225	5106.90467225	23.507    	23.75584495	31.465    	31.27412526	-14124.80907493	-14152.0076043	-8381.06466238	-8419.39883227	-22571.40643657
lh        	0.0-0.48  	19468.9415	0.0       	3717.7395 	5106.90467225	5106.90467225	23.899    	23.743613 	31.68     	31.81842815	-14286.59446179	-14296.77575581	-8581.36978749	-8559.96013931	-22856.73589513
lh        	0.0-0.49  	19094.5387	0.0       	3795.1924 	5106.90467225	5106.90467225	23.848    	23.74178964	32.289    	32.3405146	-14463.40739728	-14442.75719972	-8710.53900073	-8700.52144635	-23143.27864607
lh        	0.0-0.5   	18720.136 	0.0       	3872.6453 	5106.90467225	5106.90467225	23.948    	23.74942086	32.722    	32.84171758	-14677.43822387	-14589.91713515	-8864.45251821	-8841.0827534	-23430.99988855
lh        	0.0-0.51  	18345.7333	0.0       	3950.0982 	5106.90467225	5106.90467225	23.747    	23.76567177	33.407    	33.32326555	-14751.29845554	-14738.22238717	-8962.26093313	-8981.64406044	-23719.86644761
lh        	0.0-0.52  	17971.3306	0.0       	4027.5511 	5106.90467225	5106.90467225	23.845    	23.78980764	33.912    	33.78629244	-14963.50760266	-14887.64130273	-9116.99848018	-9122.20536748	-24009.84667022
lh        	0.0-0.53  	17596.9279	0.0       	4105.004  	5106.90467225	5106.90467225	23.876    	23.82117872	34.423    	34.23184662	-15036.18504745	-15038.14365506	-9261.35327365	-9262.76667453	-24300.91032959
lh        	0.0-0.54  	17222.5251	0.0       	4182.4569 	5106.90467225	5106.90467225	23.651    	23.85920774	34.882    	34.66089879	-15135.47594675	-15189.70055561	-9371.5709766	-9403.32798157	-24593.02853718
lh        	0.0-0.55  	16848.1224	0.0       	4259.9098 	5106.90467225	5106.90467225	23.92     	23.90337968	34.948    	35.07434907	-15308.28723144	-15342.2843728	-9572.62510116	-9543.88928861	-24886.17366141
lh        	0.0-0.56  	16473.7197	0.0       	4337.3627 	5106.90467225	5106.90467225	23.92     	23.9532333	35.338    	35.47303326	-15478.65009805	-15495.86865708	-9673.95577753	-9684.45059566	-25180.31925274
lh        	0.0-0.57  	16099.317 	0.0       	4414.8157 	5106.90467225	5106.90467225	23.737    	24.00835404	35.933    	35.85772854	-15503.28004903	-15650.42807152	-9827.43607268	-9825.0119027	-25475.43997422
lh        	0.0-0.58  	15724.9143	0.0       	4492.2686 	5106.90467225	5106.90467225	24.1      	24.06836807	35.985    	36.22915846	-15827.04814697	-15805.93832753	-9970.17118192	-9965.57320974	-25771.51153728
lh        	0.0-0.59  	15350.5115	0.0       	4569.7215 	5106.90467225	5106.90467225	24.34     	24.13293722	36.626    	36.58799753	-15932.77527564	-15962.37612538	-10098.42059848	-10106.13451679	-26068.51064217
lh        	0.0-0.6   	14976.1088	0.0       	4647.1744 	5106.90467225	5106.90467225	24.176    	24.20175474	36.991    	36.93487531	-16134.03287188	-16119.71909886	-10253.39010046	-10246.69582383	-26366.41492269
lh        	0.0-0.61  	14601.7061	0.0       	4724.6273 	5106.90467225	5106.90467225	24.239    	24.27454159	37.201    	37.27038004	-16256.11806474	-16277.94576386	-10371.17846588	-10387.25713087	-26665.20289474
lh        	0.0-0.62  	14227.3034	0.0       	4802.0802 	5106.90467225	5106.90467225	24.4      	24.35104332	37.446    	37.59506204	-16303.59496026	-16437.03547064	-10521.78015436	-10527.81843792	-26964.85390856
lh        	0.0-0.63  	13852.9007	0.0       	4879.5331 	5106.90467225	5106.90467225	24.441    	24.43102733	37.712    	37.90943667	-16606.63026173	-16596.96835918	-10716.07888449	-10668.37974496	-27265.34810414
lh        	0.0-0.64  	13478.4979	0.0       	4956.986  	5106.90467225	5106.90467225	24.523    	24.51428053	38.46     	38.2139871	-16726.43225838	-16757.72531769	-10808.47789817	-10808.941052	-27566.66636969
lh        	0.0-0.65  	13104.0952	0.0       	5034.4389 	5106.90467225	5106.90467225	24.409    	24.60060727	38.5      	38.50916674	-16860.44828852	-16919.28794384	-10919.0781063	-10949.50235905	-27868.79030289
lh        	0.0-0.66  	12729.6925	0.0       	5111.8918 	5106.90467225	5106.90467225	24.698    	24.68982755	38.902    	38.79540155	-17059.96885661	-17081.63850848	-11088.76621264	-11090.06366609	-28171.70217457
lh        	0.0-0.67  	12355.2898	0.0       	5189.3447 	5106.90467225	5106.90467225	24.928    	24.7817755	38.761    	39.07309203	-17143.37301285	-17244.75992179	-11290.58207643	-11230.62497313	-28475.38489492
lh        	0.0-0.68  	11980.8871	0.0       	5266.7976 	5106.90467225	5106.90467225	24.745    	24.8762979	39.505    	39.34261514	-17454.33801582	-17408.63570146	-11350.29444196	-11371.18628018	-28779.82198164
lh        	0.0-0.69  	11606.4843	0.0       	5344.2505 	5106.90467225	5106.90467225	24.986    	24.97325306	39.656    	39.604326 	-17484.38448905	-17573.24994302	-11518.3409977	-11511.74758722	-29084.99753024
lh        	0.0-0.7   	11232.0816	0.0       	5421.7034 	5106.90467225	5106.90467225	24.833    	25.07250969	39.967    	39.8585594	-17748.51627334	-17738.58729188	-11608.63111949	-11652.30889426	-29390.89618615
lh        	0.0-0.71  	10857.6789	0.0       	5499.1563 	5106.90467225	5106.90467225	25.344    	25.17394594	40.042    	40.10563129	-17905.34374742	-17904.63291718	-11824.19116443	-11792.87020131	-29697.50311849
lh        	0.0-0.72  	10483.2762	0.0       	5576.6092 	5106.90467225	5106.90467225	25.284    	25.27744858	40.497    	40.34584008	-18029.15074073	-18071.37248712	-11929.05176542	-11933.43150835	-30004.80399547
lh        	0.0-0.73  	10108.8735	0.0       	5654.0622 	5106.90467225	5106.90467225	25.487    	25.38291222	40.585    	40.5794678	-18225.64814925	-18238.79214583	-12079.32978517	-12073.99281539	-30312.78496122
lh        	0.0-0.74  	9734.4707 	0.0       	5731.5151 	5106.90467225	5106.90467225	25.239    	25.49023863	41.19     	40.80678126	-18402.48651558	-18406.87849159	-12175.46774456	-12214.55412243	-30621.43261402
lh        	0.0-0.75  	9360.068  	0.0       	5808.968  	5106.90467225	5106.90467225	25.493    	25.59933613	41.058    	41.02803303	-18536.68158125	-18575.61855626	-12317.94201339	-12355.11542947	-30930.73398573
lh        	0.0-0.76  	8985.6653 	0.0       	5886.4209 	5106.90467225	5106.90467225	25.644    	25.71011906	41.127    	41.24346239	-18776.13062717	-18744.99978595	-12518.99925361	-12495.67673652	-31240.67652247
lh        	0.0-0.77  	8611.2626 	0.0       	5963.8738 	5106.90467225	5106.90467225	25.694    	25.82250728	41.701    	41.45329617	-18876.72861161	-18915.01002279	-12585.59324071	-12636.23804356	-31551.24806635
lh        	0.0-0.78  	8236.8598 	0.0       	6041.3267 	5106.90467225	5106.90467225	25.701    	25.9364257	41.966    	41.6577496	-19084.43963096	-19085.63748762	-12731.46203171	-12776.7993506	-31862.43683822
lh        	0.0-0.79  	7862.4571 	0.0       	6118.7796 	5106.90467225	5106.90467225	25.965    	26.05180394	41.979    	41.857027 	-19394.82690166	-19256.87076379	-12905.38299665	-12917.36065765	-32174.23142143
lh        	0.0-0.8   	7488.0544 	0.0       	6196.2325 	5106.90467225	5106.90467225	26.222    	26.1685759	42.032    	42.05132246	-19347.92294318	-19428.69878167	-13045.10647525	-13057.92196469	-32486.62074636
lh        	0.0-0.81  	7113.6517 	0.0       	6273.6854 	5106.90467225	5106.90467225	26.273    	26.28667948	41.932    	42.24082051	-19667.41018518	-19601.11080416	-13228.62640472	-13198.48327173	-32799.59407589
lh        	0.0-0.82  	6739.249  	0.0       	6351.1383 	5106.90467225	5106.90467225	26.385    	26.40605624	42.347    	42.42569664	-19652.9366455	-19774.09641282	-13358.81428746	-13339.04457878	-33113.1409916
lh        	0.0-0.83  	6364.8462 	0.0       	6428.5912 	5106.90467225	5106.90467225	26.685    	26.52665118	42.495    	42.60611794	-19960.72937999	-19947.6454949	-13476.32527822	-13479.60588582	-33427.25138072
lh        	0.0-0.84  	5990.4435 	0.0       	6506.0441 	5106.90467225	5106.90467225	26.89     	26.64841243	42.504    	42.78224348	-20100.19482953	-20121.74823084	-13675.99760877	-13620.16719286	-33741.91542371
lh        	0.0-0.85  	5616.0408 	0.0       	6583.497  	5106.90467225	5106.90467225	26.785    	26.77129108	42.864    	42.9542249	-20290.45932572	-20296.3950826	-13742.84742983	-13760.72849991	-34057.12358251
lh        	0.0-0.86  	5241.6381 	0.0       	6660.9499 	5106.90467225	5106.90467225	26.766    	26.89524093	43.037    	43.12220675	-20466.94961606	-20471.57678248	-13932.39762917	-13901.28980695	-34372.86658943
lh        	0.0-0.87  	4867.2354 	0.0       	6738.4028 	5106.90467225	5106.90467225	27.04     	27.02021833	43.313    	43.28632695	-20623.23846032	-20647.28432252	-14053.33044449	-14041.85111399	-34689.13543651
lh        	0.0-0.88  	4492.8326 	0.0       	6815.8557 	5106.90467225	5106.90467225	27.023    	27.14618199	43.529    	43.44671714	-20768.72430044	-20823.50894445	-14155.13808977	-14182.41242104	-35005.92136549
lh        	0.0-0.89  	4118.4299 	0.0       	6893.3087 	5106.90467225	5106.90467225	27.065    	27.27309283	43.537    	43.60350306	-21112.38863283	-21000.24213013	-14318.76400901	-14322.97372808	-35323.2158582
lh        	0.0-0.9   	3744.0272 	0.0       	6970.7616 	5106.90467225	5106.90467225	27.736    	27.40091381	43.654    	43.75680485	-21043.25145943	-21177.47559239	-14484.26643347	-14463.53503512	-35641.01062751
lh        	0.0-0.91  	3369.6245 	0.0       	7048.2145 	5106.90467225	5106.90467225	27.323    	27.52960984	44.038    	43.90673736	-21360.91774625	-21355.20126645	-14632.72364947	-14604.09634217	-35959.29760861
lh        	0.0-0.92  	2995.2218 	0.0       	7125.6674 	5106.90467225	5106.90467225	27.214    	27.65914761	44.444    	44.05341048	-21495.59691954	-21533.41130158	-14657.91529205	-14744.65764921	-36278.06895079
lh        	0.0-0.93  	2620.819  	0.0       	7203.1203 	5106.90467225	5106.90467225	27.652    	27.78949551	44.559    	44.19692933	-21635.99573802	-21712.09805332	-14797.08501088	-14885.21895625	-36597.31700957
lh        	0.0-0.94  	2246.4163 	0.0       	7280.5732 	5106.90467225	5106.90467225	27.916    	27.92062348	44.157    	44.3373946	-21969.55533402	-21891.2540759	-15058.68752346	-15025.7802633	-36917.0343392
lh        	0.0-0.95  	1872.0136 	0.0       	7358.0261 	5106.90467225	5106.90467225	28.253    	28.05250296	44.405    	44.47490269	-22165.12890429	-22070.87211519	-15183.4768231	-15166.34157034	-37237.21368552
lh        	0.0-0.96  	1497.6109 	0.0       	7435.479  	5106.90467225	5106.90467225	28.329    	28.18510679	44.538    	44.60954604	-22245.0195582	-22250.94510174	-15361.05701157	-15306.90287738	-37557.84797912
lh        	0.0-0.97  	1123.2082 	0.0       	7512.9319 	5106.90467225	5106.90467225	28.274    	28.31840909	44.673    	44.74141323	-22375.55125284	-22431.46614442	-15443.61418938	-15447.46418443	-37878.93032885
lh        	0.0-0.98  	748.8054  	0.0       	7590.3848 	5106.90467225	5106.90467225	28.59     	28.45238523	44.821    	44.87058926	-22672.9346457	-22612.42852409	-15616.47965319	-15588.02549147	-38200.45401556
lh        	0.0-0.99  	374.4027  	0.0       	7667.8377 	5106.90467225	5106.90467225	28.688    	28.5870117	45.01     	44.99715567	-22801.73598886	-22793.82568769	-15735.18486857	-15728.58679851	-38522.4124862
lh        	0.0-1.0   	0.0       	0.0       	7745.2906 	5106.90467225	5106.90467225	28.771    	28.72226612	44.961    	45.12119076	-23047.62369385	-22975.65124255	-15920.98012963	-15869.14810556	-38844.79934811
cp        	0.01-0.0  	37185.272 	0.01      	0.0       	5106.90467225	5106.90467225	29.434    	29.33554839	0.0       	0         	-10341.24643889	-10349.17267542	-1815.11787783	-1813.30234269	-12162.47501811
tm        	0.01-0.01 	36813.4193	0.01      	76.9254   	5106.90467225	5106.90467225	29.341    	29.20284468	0.0       	0         	-10308.74373959	-10320.58616403	-1957.91396451	-1952.87004345	-12273.45620748
tm        	0.01-0.02 	36441.5666	0.01      	153.8508  	5106.90467225	5106.90467225	29.01     	29.07014097	0.0       	0         	-10281.43124943	-10291.99965263	-2089.6244463	-2092.44282963	-12384.44248227
tm        	0.01-0.03 	36069.7139	0.01      	230.7762  	5106.90467225	5106.90467225	29.073    	28.93743725	0.0       	0         	-10247.72524451	-10263.41314124	-2231.56726877	-2232.01983448	-12495.43297572
tm        	0.01-0.04 	35697.8612	0.01      	307.7015  	5106.90467225	5106.90467225	28.772    	28.80473354	0.0       	0         	-10250.6139341	-10234.82662984	-2371.33486337	-2371.60036549	-12606.42699533
tm        	0.01-0.05 	35326.0084	0.01      	384.6269  	5106.90467225	5106.90467225	28.883    	28.67202983	0.0       	0         	-10200.73250477	-10206.24011845	-2514.12356671	-2511.18386422	-12717.42398266
tm        	0.01-0.06 	34954.1557	0.01      	461.5523  	5106.90467225	5106.90467225	28.619    	28.53932611	0.0       	0         	-10176.44666447	-10180.78473652	-2659.88584881	-2650.76987661	-12831.55461313
tm        	0.01-0.07 	34582.303 	0.01      	538.4777  	5106.90467225	5106.90467225	28.451    	28.4066224	0.0       	0         	-10184.30660998	-10168.09139415	-2796.03892399	-2790.35803057	-12958.44942472
tm        	0.01-0.08 	34210.4503	0.01      	615.4031  	5106.90467225	5106.90467225	28.015    	28.27391868	0.0       	0         	-10178.12419103	-10167.60029541	-2923.29097601	-2929.94801899	-13097.5483144
tm        	0.01-0.09 	33838.5976	0.01      	692.3285  	5106.90467225	5106.90467225	27.975    	28.14121497	0.0       	0         	-10175.04951864	-10178.05234096	-3081.14031913	-3069.53958673	-13247.59192769
tm        	0.01-0.1  	33466.7448	0.01      	769.2539  	5106.90467225	5106.90467225	28.236    	28.00851126	0.0       	0         	-10217.39163831	-10198.34222343	-3207.48449437	-3209.13252049	-13407.47474392
tm        	0.01-0.11 	33094.8921	0.01      	846.1792  	5106.90467225	5106.90467225	27.736    	27.87580754	0.0       	0         	-10238.7836035	-10227.51018896	-3344.98189729	-3348.72664094	-13576.23682991
tm        	0.01-0.12 	32723.0394	0.01      	923.1046  	5106.90467225	5106.90467225	27.584    	27.74310383	0.0       	0         	-10249.77500939	-10264.72530971	-3477.29755242	-3488.32179652	-13753.04710623
tm        	0.01-0.13 	32351.1867	0.01      	1000.03   	5106.90467225	5106.90467225	27.457    	27.61040012	0.0       	0         	-10319.45650667	-10309.26736671	-3612.59034181	-3627.91785845	-13937.18522515
tm        	0.01-0.14 	31979.334 	0.01      	1076.9554 	5106.90467225	5106.90467225	27.441    	27.4776964	0.0       	0         	-10374.98032514	-10360.51007759	-3781.65498383	-3767.51471683	-14128.02479442
tm        	0.01-0.15 	31607.4812	0.01      	1153.8808 	5106.90467225	5106.90467225	27.391    	27.34499269	0.0       	0         	-10417.17340013	-10417.90651822	-3908.91809454	-3907.11227743	-14325.01879565
tm        	0.01-0.16 	31235.6285	0.01      	1230.8062 	5106.90467225	5106.90467225	26.964    	27.21228898	0.0       	0         	-10507.18021074	-10480.976811	-4053.54007463	-4046.71045914	-14527.68727014
tm        	0.01-0.17 	30863.7758	0.01      	1307.7316 	5106.90467225	5106.90467225	27.065    	27.07958526	0.0       	0         	-10505.05173378	-10549.29786347	-4174.70866964	-4186.30919187	-14735.60705534
tm        	0.01-0.18 	30491.9231	0.01      	1384.657  	5106.90467225	5106.90467225	26.925    	26.94688155	0.0       	0         	-10674.90609437	-10622.49485913	-4343.73825346	-4325.90841478	-14948.40327391
tm        	0.01-0.19 	30120.0704	0.01      	1461.5823 	5106.90467225	5106.90467225	26.679    	26.81417784	0.0       	0         	-10669.77901444	-10700.23420616	-4468.84158978	-4465.50807494	-15165.7422811
tm        	0.01-0.2  	29748.2176	0.01      	1538.5077 	5106.90467225	5106.90467225	26.554    	26.68147412	0.0       	0         	-10797.99999728	-10782.21768379	-4611.72470524	-4605.10812611	-15387.3258099
tm        	0.01-0.21 	29376.3649	0.01      	1615.4331 	5106.90467225	5106.90467225	26.312    	26.54877041	0.0       	0         	-10900.87738986	-10868.17756679	-4762.18549915	-4744.70852778	-15612.88609457
tm        	0.01-0.22 	29004.5122	0.01      	1692.3585 	5106.90467225	5106.90467225	26.218    	26.41606669	1.209     	1.20330955	-10911.57971563	-10957.87254857	-4873.38111489	-4884.30924433	-15842.1817929
tm        	0.01-0.23 	28632.6595	0.01      	1769.2839 	5106.90467225	5106.90467225	26.109    	26.28336298	3.618     	3.6455321 	-11057.00365956	-11051.08431629	-5005.95887707	-5023.9102444	-16074.99456069
tm        	0.01-0.24 	28260.8068	0.01      	1846.2093 	5106.90467225	5106.90467225	26.172    	26.15065927	5.898     	5.88532926	-11165.21694475	-11147.61466057	-5141.03319935	-5163.51150024	-16311.12616081
tm        	0.01-0.25 	27888.954 	0.01      	1923.1347 	5106.90467225	5106.90467225	26.168    	26.01795555	7.946     	7.94594265	-11193.78197783	-11247.28302466	-5327.80253975	-5303.11298729	-16550.39601195
tm        	0.01-0.26 	27517.1013	0.01      	2000.06   	5106.90467225	5106.90467225	25.783    	25.88525184	9.682     	9.84804731	-11363.11846682	-11349.92441649	-5465.15522391	-5442.71468371	-16792.63910021
tm        	0.01-0.27 	27145.2486	0.01      	2076.9854 	5106.90467225	5106.90467225	25.66     	25.75254813	11.633    	11.60925534	-11430.6528133	-11455.38762185	-5583.0329709	-5582.31657009	-17037.70419194
tm        	0.01-0.28 	26773.3959	0.01      	2153.9108 	5106.90467225	5106.90467225	25.669    	25.61984441	13.389    	13.24466279	-11504.48885886	-11563.53366828	-5717.49532153	-5721.91862908	-17285.45229737
tm        	0.01-0.29 	26401.5432	0.01      	2230.8362 	5106.90467225	5106.90467225	25.543    	25.4871407	14.565    	14.76728351	-11585.64215919	-11674.23449902	-5850.61213123	-5861.52084519	-17535.7553442
