type      	subtype   	reward    	rate      	salary    	B_ENPV    	O_ENPV    	SB_Risk%  	B_Risk%   	SO_Risk%  	O_Risk%   	SB_VaR    	B_VaR     	SO_VaR    	O_VaR     	T_VaR     
tm        	0.78-0.05 	16672.7584	0.78      	181.5317  	5106.90467225	5106.90467225	0.0       	6.11e-06  	22.513    	22.25898433	-3906.83020833	-3909.50919062	-8036.23777336	-8044.25722801	-11953.76641864
tm        	0.78-0.06 	16497.2557	0.78      	217.8381  	5106.90467225	5106.90467225	0.0       	0         	22.383    	22.33847874	-3841.68372912	-3850.39427195	-8061.50857247	-8052.52203342	-11902.91630537
tm        	0.78-0.07 	16321.753 	0.78      	254.1444  	5106.90467225	5106.90467225	0.0       	0         	22.301    	22.41797314	-3785.38193025	-3791.4013088	-8068.95022962	-8063.41973964	-11854.82104844
tm        	0.78-0.08 	16146.2503	0.78      	290.4508  	5106.90467225	5106.90467225	0.0       	0         	22.321    	22.49746754	-3735.73933096	-3732.53544541	-8091.83234015	-8076.60541229	-11809.1408577
tm        	0.78-0.09 	15970.7476	0.78      	326.7571  	5106.90467225	5106.90467225	0.0       	0         	22.488    	22.57696195	-3670.44085059	-3673.80222357	-8110.2399326	-8090.09734133	-11763.8995649
tm        	0.78-0.1  	15795.2448	0.78      	363.0635  	5106.90467225	5106.90467225	0.0       	0         	22.492    	22.65645635	-3619.03348806	-3615.20762907	-8124.55701223	-8103.58927038	-11718.79689945
tm        	0.78-0.11 	15619.7421	0.78      	399.3698  	5106.90467225	5106.90467225	0.0       	0         	22.693    	22.73595076	-3552.55648377	-3556.75814564	-8092.55522563	-8117.08119942	-11673.83934506
tm        	0.78-0.12 	15444.2394	0.78      	435.6762  	5106.90467225	5106.90467225	0.0       	0         	22.582    	22.81544516	-3502.98275981	-3498.4608179	-8127.39448864	-8130.57312846	-11629.03394636
tm        	0.78-0.13 	15268.7367	0.78      	471.9825  	5106.90467225	5106.90467225	0.0       	0         	22.841    	22.89493956	-3438.64950987	-3440.32332539	-8152.02793967	-8144.0650575	-11584.38838289
tm        	0.78-0.14 	15093.234 	0.78      	508.2889  	5106.90467225	5106.90467225	0.0       	0         	22.88     	22.97443397	-3376.40373645	-3382.35406999	-8160.0441283	-8157.55698654	-11539.91105653
tm        	0.78-0.15 	14917.7312	0.78      	544.5952  	5106.90467225	5106.90467225	0.0       	0         	22.645    	23.05392837	-3316.01883777	-3324.56228026	-8174.59301227	-8171.04891558	-11495.61119585
tm        	0.78-0.16 	14742.2285	0.78      	580.9016  	5106.90467225	5106.90467225	0.0       	0         	23.013    	23.13342278	-3287.48849341	-3266.9581367	-8211.42994874	-8184.54084462	-11451.49898132
tm        	0.78-0.17 	14566.7258	0.78      	617.2079  	5106.90467225	5106.90467225	0.0       	0         	23.306    	23.21291718	-3197.35537882	-3209.55292358	-8160.94462106	-8198.03277366	-11407.58569724
tm        	0.78-0.18 	14391.2231	0.78      	653.5143  	5106.90467225	5106.90467225	0.0       	0         	23.254    	23.29241158	-3148.17667787	-3152.35921484	-8210.42689528	-8211.5247027	-11363.88391754
tm        	0.78-0.19 	14215.7204	0.78      	689.8206  	5106.90467225	5106.90467225	0.0       	0         	23.476    	23.37190599	-3099.38686022	-3095.39110422	-8226.10283914	-8225.01663175	-11320.40773597
tm        	0.78-0.2  	14040.2176	0.78      	726.127   	5106.90467225	5106.90467225	0.0       	0         	23.506    	23.45140039	-3038.9506172	-3038.6644935	-8235.03300381	-8238.50856079	-11277.17305429
tm        	0.78-0.21 	13864.7149	0.78      	762.4333  	5106.90467225	5106.90467225	0.0       	0         	23.616    	23.5308948	-2988.88668244	-2982.1974589	-8248.95603007	-8252.00048983	-11234.19794873
tm        	0.78-0.22 	13689.2122	0.78      	798.7397  	5106.90467225	5106.90467225	0.0       	0         	23.509    	23.6103892	-2934.39975517	-2926.01072392	-8289.90127131	-8265.49241887	-11191.50314278
tm        	0.78-0.23 	13513.7095	0.78      	835.046   	5106.90467225	5106.90467225	0.0       	0         	23.893    	23.68988361	-2869.67670206	-2870.12828081	-8274.29051146	-8279.19404002	-11149.32232082
tm        	0.78-0.24 	13338.2068	0.78      	871.3524  	5106.90467225	5106.90467225	0.0       	0         	23.767    	23.76937801	-2808.16720835	-2814.57822482	-8302.55200104	-8295.24026475	-11109.81848957
tm        	0.78-0.25 	13162.704 	0.78      	907.6587  	5106.90467225	5106.90467225	0.0       	0         	23.718    	23.84887241	-2758.7517159	-2759.39390176	-8311.88268608	-8313.92160201	-11073.31550377
tm        	0.78-0.26 	12987.2013	0.78      	943.9651  	5106.90467225	5106.90467225	0.0       	0         	23.894    	23.92836682	-2692.15080217	-2704.61553376	-8338.50320125	-8334.94678761	-11039.56232137
tm        	0.78-0.27 	12811.6986	0.78      	980.2714  	5106.90467225	5106.90467225	0.0       	0         	23.967    	24.00786122	-2658.42693393	-2650.29260603	-8359.22963002	-8358.0696734	-11008.36227943
tm        	0.78-0.28 	12636.1959	0.78      	1016.5778 	5106.90467225	5106.90467225	0.0       	0         	23.982    	24.08735563	-2595.50790366	-2596.48752901	-8392.55304337	-8383.08060961	-10979.56813862
tm        	0.78-0.29 	12460.6932	0.78      	1052.8841 	5106.90467225	5106.90467225	0.0       	0         	24.262    	24.16685003	-2545.15311029	-2543.28158471	-8408.14786115	-8409.79973728	-10953.08132198
tm        	0.78-0.3  	12285.1904	0.78      	1089.1905 	5106.90467225	5106.90467225	0.0       	0         	24.104    	24.24634443	-2480.22939101	-2490.7853346	-8414.16821659	-8438.07171662	-10928.85705122
tm        	0.78-0.31 	12109.6877	0.78      	1125.4968 	5106.90467225	5106.90467225	0.0       	0         	24.48     	24.32583884	-2447.80644054	-2442.98591372	-8468.69478726	-8467.76154598	-10910.7474597
tm        	0.78-0.32 	11934.185 	0.78      	1161.8032 	5106.90467225	5106.90467225	0.0       	0         	24.52     	24.40533324	-2401.9115307	-2407.71559502	-8486.37170478	-8498.75121712	-10906.46681214
tm        	0.78-0.33 	11758.6823	0.78      	1198.1095 	5106.90467225	5106.90467225	0.0       	0         	24.248    	24.48482765	-2390.91823215	-2381.0070317	-8569.75828871	-8530.93701778	-10911.94404948
tm        	0.78-0.34 	11583.1795	0.78      	1234.4159 	5106.90467225	5106.90467225	0.0       	0         	24.482    	24.56432205	-2353.64556215	-2359.83652168	-8539.81448426	-8564.22733977	-10924.06386145
tm        	0.78-0.35 	11407.6768	0.78      	1270.7222 	5106.90467225	5106.90467225	0.0       	0         	24.726    	24.64381645	-2334.50263071	-2342.18704106	-8578.32018648	-8598.54088481	-10940.72792587
tm        	0.78-0.36 	11232.1741	0.78      	1307.0286 	5106.90467225	5106.90467225	0.0       	0         	24.817    	24.72331086	-2316.06924444	-2326.70676889	-8609.93238376	-8633.8051861	-10960.51195498
tm        	0.78-0.37 	11056.6714	0.78      	1343.3349 	5106.90467225	5106.90467225	0.0       	0         	24.747    	24.80280526	-2315.21712881	-2312.55616199	-8716.25300395	-8669.95538211	-10982.5115441
tm        	0.78-0.38 	10881.1687	0.78      	1379.6413 	5106.90467225	5106.90467225	0.0       	0         	24.806    	24.88229967	-2294.73229644	-2299.37146989	-8711.01588089	-8706.93319359	-11006.30466349
tm        	0.78-0.39 	10705.6659	0.78      	1415.9476 	5106.90467225	5106.90467225	0.0       	0         	25.103    	24.96179407	-2276.34137248	-2287.24651852	-8693.16554718	-8744.68606496	-11031.93258348
tm        	0.78-0.4  	10530.1632	0.78      	1452.254  	5106.90467225	5106.90467225	0.0       	0         	24.975    	25.04128847	-2272.86496256	-2276.65613654	-8772.31664104	-8783.16643999	-11059.82257653
tm        	0.78-0.41 	10354.6605	0.78      	1488.5603 	5106.90467225	5106.90467225	0.0       	0         	25.042    	25.12078288	-2270.62058422	-2268.39546582	-8813.17004473	-8822.3311475	-11090.72661332
tm        	0.78-0.42 	10179.1578	0.78      	1524.8666 	5106.90467225	5106.90467225	0.0       	0         	24.871    	25.20027728	-2262.95794121	-2263.63621455	-8852.84199659	-8862.14087785	-11125.77709241
tm        	0.78-0.43 	10003.6551	0.78      	1561.173  	5106.90467225	5106.90467225	0.0       	0         	25.597    	25.27977169	-2264.25952185	-2264.16899857	-8938.58907745	-8902.55973481	-11166.72873337
tm        	0.78-0.44 	9828.1523 	0.78      	1597.4793 	5106.90467225	5106.90467225	0.0       	0         	25.485    	25.35926609	-2268.27126197	-2273.04469475	-8896.60248962	-8943.55485011	-11216.59954486
tm        	0.78-0.45 	9652.6496 	0.78      	1633.7857 	5106.90467225	5106.90467225	0.0       	0         	25.292    	25.43876049	-2303.67073712	-2296.55163836	-8978.99514597	-8985.09605074	-11281.6476891
tm        	0.78-0.46 	9477.1469 	0.78      	1670.092  	5106.90467225	5106.90467225	0.0       	0         	25.56     	25.5182549	-2340.18396831	-2345.04343612	-9054.54377976	-9027.15557045	-11372.19900657
tm        	0.78-0.47 	9301.6442 	0.78      	1706.3984 	5106.90467225	5106.90467225	0.0       	0         	25.715    	25.5977493	-2407.18113398	-2400.65762665	-9043.72150981	-9069.70779875	-11470.3654254
tm        	0.78-0.48 	9126.1415 	0.78      	1742.7047 	5106.90467225	5106.90467225	0.0       	0         	25.745    	25.67734542	-2446.19856564	-2458.90195012	-9104.04862454	-9112.72906166	-11571.63101178
tm        	0.78-0.49 	8950.6387 	0.78      	1779.0111 	5106.90467225	5106.90467225	0.0       	0         	25.604    	25.75971714	-2524.51311859	-2519.42627386	-9168.18877201	-9156.19742965	-11675.62370351
tm        	0.78-0.5  	8775.136  	0.78      	1815.3174 	5106.90467225	5106.90467225	0.0       	0         	26.024    	25.84587231	-2574.82972284	-2581.96393024	-9159.91712789	-9200.09254874	-11782.05647897
tm        	0.78-0.51 	8599.6333 	0.78      	1851.6238 	5106.90467225	5106.90467225	0.0       	0         	25.916    	25.93558836	-2649.40220306	-2646.30389363	-9266.21263212	-9244.39549152	-11890.69938514
tm        	0.78-0.52 	8424.1306 	0.78      	1887.9301 	5106.90467225	5106.90467225	0.007     	0.00628633	26.247    	26.02865986	-2709.31266828	-2712.27441433	-9288.84696666	-9289.08862541	-12001.36303974
tm        	0.78-0.53 	8248.6279 	0.78      	1924.2365 	5106.90467225	5106.90467225	0.027     	0.03028932	26.073    	26.12489689	-2762.47697142	-2779.73266476	-9315.62880529	-9334.15549584	-12113.8881606
tm        	0.78-0.54 	8073.1251 	0.78      	1960.5428 	5106.90467225	5106.90467225	0.062     	0.07099706	26.303    	26.22412357	-2852.92857231	-2848.55782205	-9362.10001728	-9379.58072217	-12228.13854422
tm        	0.78-0.55 	7897.6224 	0.78      	1996.8492 	5106.90467225	5106.90467225	0.139     	0.12719884	26.335    	26.32617684	-2915.30072628	-2918.64624589	-9416.89816331	-9425.34990504	-12343.99615093
tm        	0.78-0.56 	7722.1197 	0.78      	2033.1555 	5106.90467225	5106.90467225	0.209     	0.1977935 	26.541    	26.43090528	-2991.27394415	-2989.90800063	-9423.52758406	-9471.44954343	-12461.35754406
tm        	0.78-0.57 	7546.617  	0.78      	2069.4619 	5106.90467225	5106.90467225	0.293     	0.2817777 	26.495    	26.53816807	-3075.15960257	-3062.26427569	-9523.22577249	-9517.86696035	-12580.13123604
tm        	0.78-0.58 	7371.1143 	0.78      	2105.7682 	5106.90467225	5106.90467225	0.37      	0.37823576	26.647    	26.64783414	-3159.27085816	-3135.64542718	-9549.27836816	-9564.59023611	-12700.23566329
tm        	0.78-0.59 	7195.6115 	0.78      	2142.0746 	5106.90467225	5106.90467225	0.48      	0.48633056	26.986    	26.75978129	-3198.31954802	-3209.98946141	-9647.78572587	-9611.60814815	-12821.59760955
tm        	0.78-0.6  	7020.1088 	0.78      	2178.3809 	5106.90467225	5106.90467225	0.615     	0.60529566	26.91     	26.87389546	-3285.32112462	-3285.24084032	-9671.76608295	-9658.91011683	-12944.15095715
tm        	0.78-0.61 	6844.6061 	0.78      	2214.6873 	5106.90467225	5106.90467225	0.736     	0.73442815	27.021    	26.99007007	-3348.69603261	-3361.34952661	-9705.70816328	-9706.48615644	-13067.83568305
tm        	0.78-0.62 	6669.1034 	0.78      	2250.9936 	5106.90467225	5106.90467225	0.901     	0.87308247	27.224    	27.10820544	-3442.75910207	-3438.2702104	-9748.9933386	-9754.32683069	-13192.5970411
tm        	0.78-0.63 	6493.6007 	0.78      	2287.3    	5106.90467225	5106.90467225	1.054     	1.02066484	26.932    	27.22820818	-3535.19093135	-3515.96167585	-9780.12560584	-9802.42321245	-13318.3848883
tm        	0.78-0.64 	6318.0979 	0.78      	2323.6063 	5106.90467225	5106.90467225	1.128     	1.17662833	27.545    	27.34999077	-3569.62058845	-3594.38627683	-9835.40218272	-9850.766847	-13445.15312383
tm        	0.78-0.65 	6142.5952 	0.78      	2359.9127 	5106.90467225	5106.90467225	1.302     	1.34046845	27.346    	27.47347106	-3660.86669128	-3673.50949918	-9889.54597127	-9899.34971871	-13572.85921789
tm        	0.78-0.66 	5967.0925 	0.78      	2396.219  	5106.90467225	5106.90467225	1.488     	1.51171924	27.483    	27.59857187	-3760.58845516	-3753.29959196	-9981.31274468	-9948.16422049	-13701.46381245
tm        	0.78-0.67 	5791.5898 	0.78      	2432.5254 	5106.90467225	5106.90467225	1.698     	1.68994974	27.781    	27.72522066	-3828.16253922	-3833.72725465	-9993.98655745	-9997.20312594	-13830.93038059
tm        	0.78-0.68 	5616.0871 	0.78      	2468.8317 	5106.90467225	5106.90467225	1.823     	1.87476089	28.007    	27.85334913	-3905.60578629	-3914.76536992	-10077.66950362	-10046.45956382	-13961.22493374
tm        	0.78-0.69 	5440.5843 	0.78      	2505.1381 	5106.90467225	5106.90467225	1.955     	2.06578266	27.623    	27.98289293	-3992.74852939	-3996.38877393	-10132.52698237	-10095.92699467	-14092.3157686
tm        	0.78-0.7  	5265.0816 	0.78      	2541.4444 	5106.90467225	5106.90467225	2.299     	2.26267156	27.974    	28.11379143	-4097.58715419	-4078.57405768	-10088.28974262	-10145.59918934	-14224.17324701
tm        	0.78-0.71 	5089.5789 	0.78      	2577.7508 	5106.90467225	5106.90467225	2.438     	2.46510833	28.24     	28.24598736	-4160.61989272	-4161.29939449	-10166.16094938	-10195.47020915	-14356.76960363
tm        	0.78-0.72 	4914.0762 	0.78      	2614.0571 	5106.90467225	5106.90467225	2.636     	2.67279591	28.55     	28.37942669	-4209.76395592	-4244.54438915	-10283.94279397	-10245.53438779	-14490.07877694
tm        	0.78-0.73 	4738.5735 	0.78      	2650.3635 	5106.90467225	5106.90467225	2.871     	2.88545759	28.619    	28.5140583	-4343.9317046	-4328.2899457	-10258.09661305	-10295.78631449	-14624.07626019
tm        	0.78-0.74 	4563.0707 	0.78      	2686.6698 	5106.90467225	5106.90467225	3.147     	3.10283533	28.754    	28.64983386	-4430.58791279	-4412.51815088	-10301.92554333	-10346.2208185	-14758.73896938
tm        	0.78-0.75 	4387.568  	0.78      	2722.9762 	5106.90467225	5106.90467225	3.31      	3.32468821	28.558    	28.78670761	-4479.29501441	-4497.21217099	-10419.67736611	-10396.83295482	-14894.04512582
tm        	0.78-0.76 	4212.0653 	0.78      	2759.2825 	5106.90467225	5106.90467225	3.624     	3.55079114	29.062    	28.92463621	-4587.02304459	-4582.3561604	-10457.64875035	-10447.61799084	-15029.97415125
tm        	0.78-0.77 	4036.5626 	0.78      	2795.5889 	5106.90467225	5106.90467225	3.765     	3.78093352	29.166    	29.06357855	-4667.37860756	-4667.93517995	-10487.39773279	-10498.57139416	-15166.50657412
tm        	0.78-0.78 	3861.0598 	0.78      	2831.8952 	5106.90467225	5106.90467225	3.989     	4.01491819	29.365    	29.20349565	-4741.81445945	-4753.9351241	-10516.06060902	-10549.68882109	-15303.62394519
tm        	0.78-0.79 	3685.5571 	0.78      	2868.2016 	5106.90467225	5106.90467225	4.33      	4.25256035	29.213    	29.34435049	-4850.78800772	-4840.34265552	-10632.22053059	-10600.96610607	-15441.30876159
tm        	0.78-0.8  	3510.0544 	0.78      	2904.5079 	5106.90467225	5106.90467225	4.504     	4.49368663	29.383    	29.4861079	-4922.67770219	-4927.14514633	-10700.79811946	-10652.39925183	-15579.54439816
tm        	0.78-0.81 	3334.5517 	0.78      	2940.8142 	5106.90467225	5106.90467225	4.755     	4.73813425	29.503    	29.62873446	-5015.6109156	-5014.33062514	-10713.5026321	-10703.98442021	-15718.31504535
tm        	0.78-0.82 	3159.049  	0.78      	2977.1206 	5106.90467225	5106.90467225	5.013     	4.98575022	29.696    	29.77219836	-5118.10448076	-5101.88772908	-10757.18986899	-10755.7179236	-15857.60565268
tm        	0.78-0.83 	2983.5462 	0.78      	3013.4269 	5106.90467225	5106.90467225	5.253     	5.23639066	29.872    	29.91646935	-5195.50690196	-5189.80566043	-10777.78588203	-10807.59621693	-15997.40187737
tm        	0.78-0.84 	2808.0435 	0.78      	3049.7333 	5106.90467225	5106.90467225	5.662     	5.48992011	29.919    	30.06151859	-5334.34801986	-5278.07414719	-10824.45803279	-10859.61589029	-16137.69003748
tm        	0.78-0.85 	2632.5408 	0.78      	3086.0396 	5106.90467225	5106.90467225	5.863     	5.74621093	30.257    	30.20731863	-5377.66015042	-5366.68340712	-10896.76263287	-10911.77366187	-16278.457069
tm        	0.78-0.86 	2457.0381 	0.78      	3122.346  	5106.90467225	5106.90467225	6.05      	6.0051428 	30.294    	30.35384326	-5462.05032872	-5455.62411509	-10955.83300066	-10964.06637153	-16419.69048662
tm        	0.78-0.87 	2281.5354 	0.78      	3158.6523 	5106.90467225	5106.90467225	6.215     	6.26660214	30.489    	30.5010675	-5521.45027262	-5544.88737302	-10955.05690534	-11016.49097462	-16561.37834764
tm        	0.78-0.88 	2106.0326 	0.78      	3194.9587 	5106.90467225	5106.90467225	6.625     	6.53048171	30.777    	30.64896751	-5660.41601173	-5634.46468258	-11057.02360769	-11069.04453634	-16703.50921892
tm        	0.78-0.89 	1930.5299 	0.78      	3231.265  	5106.90467225	5106.90467225	6.868     	6.79668016	30.782    	30.79752051	-5740.53582653	-5724.34791993	-11107.70074322	-11121.7242263	-16846.07214622
tm        	0.78-0.9  	1755.0272 	0.78      	3267.5714 	5106.90467225	5106.90467225	7.021     	7.06510164	30.784    	30.94670472	-5797.26400678	-5814.52931264	-11206.03123265	-11174.5273135	-16989.05662614
tm        	0.78-0.91 	1579.5245 	0.78      	3303.8777 	5106.90467225	5106.90467225	7.446     	7.33565542	31.331    	31.09649933	-5916.70679424	-5905.00141843	-11255.10317096	-11227.45116166	-17132.45258008
tm        	0.78-0.92 	1404.0218 	0.78      	3340.1841 	5106.90467225	5106.90467225	7.639     	7.60825559	31.528    	31.24688446	-6003.75739104	-5995.75710544	-11293.94404811	-11280.49322466	-17276.2503301
tm        	0.78-0.93 	1228.519  	0.78      	3376.4904 	5106.90467225	5106.90467225	7.904     	7.88282071	31.361    	31.39784104	-6106.03392204	-6086.78953419	-11343.14938803	-11333.65104244	-17420.44057663
tm        	0.78-0.94 	1053.0163 	0.78      	3412.7968 	5106.90467225	5106.90467225	8.084     	8.15927357	31.506    	31.54935083	-6165.79219924	-6178.09214074	-11358.81519772	-11386.92223699	-17565.01437773
tm        	0.78-0.95 	877.5136  	0.78      	3449.1031 	5106.90467225	5106.90467225	8.442     	8.43754087	31.648    	31.70139637	-6239.58895322	-6269.65862117	-11426.55874224	-11440.3045087	-17709.96312988
tm        	0.78-0.96 	702.0109  	0.78      	3485.4095 	5106.90467225	5106.90467225	8.671     	8.71755303	31.947    	31.85396092	-6372.68828551	-6361.48291718	-11416.10782204	-11493.79563278	-17855.27854996
tm        	0.78-0.97 	526.5082  	0.78      	3521.7158 	5106.90467225	5106.90467225	9.035     	8.99924394	31.956    	32.00702843	-6482.22014003	-6453.55920264	-11563.39053418	-11547.39345599	-18000.95265863
tm        	0.78-0.98 	351.0054  	0.78      	3558.0222 	5106.90467225	5106.90467225	9.255     	9.28255072	32.458    	32.16058348	-6563.19995224	-6545.8818712	-11581.1903976	-11601.09589349	-18146.97776469
tm        	0.78-0.99 	175.5027  	0.78      	3594.3285 	5106.90467225	5106.90467225	9.625     	9.56741359	32.1      	32.31461133	-6662.92576195	-6638.44552468	-11682.32979861	-11654.90092592	-18293.3464506
tm        	0.78-1.0  	0.0       	0.78      	3630.6349 	5106.90467225	5106.90467225	9.814     	9.85377562	32.633    	32.46909777	-6730.92999755	-6731.24496222	-11709.22431471	-11708.80659657	-18440.05155878
cp        	0.79-0.0  	17295.272 	0.79      	0.0       	5106.90467225	5106.90467225	0.269     	0.28308267	22.193    	22.2176957	-4148.30113193	-4157.27333041	-8174.97815489	-8146.71486224	-12303.98819265
tm        	0.79-0.01 	17122.3193	0.79      	35.7788   	5106.90467225	5106.90467225	0.182     	0.16389251	22.208    	22.29504344	-4088.77396614	-4098.16201205	-8137.92099953	-8141.71322568	-12239.87523772
tm        	0.79-0.02 	16949.3666	0.79      	71.5577   	5106.90467225	5106.90467225	0.084     	0.07544599	22.467    	22.37239118	-4048.03880094	-4039.14283194	-8137.82658453	-8138.971625	-12178.11445694
tm        	0.79-0.03 	16776.4139	0.79      	107.3365  	5106.90467225	5106.90467225	0.017     	0.02001042	22.511    	22.44973891	-3968.21626004	-3980.21899347	-8118.93229278	-8138.55191495	-12118.77090842
tm        	0.79-0.04 	16603.4612	0.79      	143.1153  	5106.90467225	5106.90467225	0.0       	2.576e-05 	22.668    	22.52708665	-3907.96102866	-3921.39390117	-8116.50883249	-8140.51042574	-12061.90432691
tm        	0.79-0.05 	16430.5084	0.79      	178.8941  	5106.90467225	5106.90467225	0.0       	0         	22.438    	22.60443439	-3844.09677645	-3862.67117961	-8130.51847884	-8144.89621007	-12007.56738968
tm        	0.79-0.06 	16257.5557	0.79      	214.673   	5106.90467225	5106.90467225	0.0       	0         	22.912    	22.68178213	-3794.265341	-3804.05469467	-8110.79414061	-8151.74919014	-11955.80388481
tm        	0.79-0.07 	16084.603 	0.79      	250.4518  	5106.90467225	5106.90467225	0.0       	0         	22.852    	22.75912986	-3741.31507769	-3745.54857765	-8192.92343361	-8161.09829678	-11906.64687443
tm        	0.79-0.08 	15911.6503	0.79      	286.2306  	5106.90467225	5106.90467225	0.0       	0         	22.659    	22.8364776	-3676.0475235	-3687.1572526	-8132.09085606	-8172.95972174	-11860.11697434
tm        	0.79-0.09 	15738.6976	0.79      	322.0095  	5106.90467225	5106.90467225	0.0       	0         	22.728    	22.91382534	-3633.61772658	-3628.88546762	-8180.43651725	-8186.24943135	-11815.13489897
tm        	0.79-0.1  	15565.7448	0.79      	357.7883  	5106.90467225	5106.90467225	0.0       	0         	22.967    	22.99117307	-3585.41879961	-3570.73833059	-8211.37657425	-8199.54532685	-11770.28365744
tm        	0.79-0.11 	15392.7921	0.79      	393.5671  	5106.90467225	5106.90467225	0.0       	0         	23.132    	23.06852081	-3519.41873675	-3512.72135041	-8219.36212421	-8212.84122236	-11725.56257278
tm        	0.79-0.12 	15219.8394	0.79      	429.3459  	5106.90467225	5106.90467225	0.0       	0         	23.337    	23.14586855	-3462.33103334	-3454.84048477	-8203.76173216	-8226.13711787	-11680.97760264
tm        	0.79-0.13 	15046.8867	0.79      	465.1248  	5106.90467225	5106.90467225	0.0       	0         	23.155    	23.22321629	-3394.29701183	-3397.10219563	-8245.0780037	-8239.43301337	-11636.535209
tm        	0.79-0.14 	14873.934 	0.79      	500.9036  	5106.90467225	5106.90467225	0.0       	0         	23.512    	23.30056402	-3344.55965147	-3339.51351429	-8238.96665575	-8252.72890887	-11592.24242316
tm        	0.79-0.15 	14700.9812	0.79      	536.6824  	5106.90467225	5106.90467225	0.0       	0         	23.438    	23.37791176	-3279.00726483	-3282.0821181	-8249.81442671	-8266.02480438	-11548.10692248
tm        	0.79-0.16 	14528.0285	0.79      	572.4613  	5106.90467225	5106.90467225	0.0       	0         	23.367    	23.4552595	-3237.08112649	-3224.81642144	-8288.05637746	-8279.32069988	-11504.13712132
tm        	0.79-0.17 	14355.0758	0.79      	608.2401  	5106.90467225	5106.90467225	0.0       	0         	23.638    	23.53260724	-3177.32958006	-3167.72568462	-8281.48660802	-8292.61659538	-11460.34228
tm        	0.79-0.18 	14182.1231	0.79      	644.0189  	5106.90467225	5106.90467225	0.0       	0         	23.661    	23.60995497	-3108.62876637	-3110.82014528	-8296.04264678	-8305.91249089	-11416.73263617
tm        	0.79-0.19 	14009.1704	0.79      	679.7977  	5106.90467225	5106.90467225	0.0       	0         	23.715    	23.68730271	-3054.77230176	-3054.11117845	-8304.25063441	-8319.20838639	-11373.31956484
tm        	0.79-0.2  	13836.2176	0.79      	715.5766  	5106.90467225	5106.90467225	0.0       	0         	23.779    	23.76465045	-2980.84502077	-2997.61149351	-8301.59938368	-8332.50428189	-11330.1157754
tm        	0.79-0.21 	13663.2649	0.79      	751.3554  	5106.90467225	5106.90467225	0.0       	0         	23.815    	23.84199819	-2939.59670925	-2941.33537949	-8356.89056249	-8345.8001774	-11287.13555689
tm        	0.79-0.22 	13490.3122	0.79      	787.1342  	5106.90467225	5106.90467225	0.0       	0         	23.836    	23.91934592	-2884.71515546	-2885.29901457	-8368.83780261	-8359.09607291	-11244.39508748
tm        	0.79-0.23 	13317.3595	0.79      	822.9131  	5106.90467225	5106.90467225	0.0       	0         	23.894    	23.99669366	-2827.21320783	-2829.52086239	-8370.50771959	-8372.39196841	-11201.9128308
tm        	0.79-0.24 	13144.4068	0.79      	858.6919  	5106.90467225	5106.90467225	0.0       	0         	24.204    	24.0740414	-2764.94199901	-2774.02218818	-8372.19573459	-8386.00260503	-11160.02479321
tm        	0.79-0.25 	12971.454 	0.79      	894.4707  	5106.90467225	5106.90467225	0.0       	0         	24.081    	24.15138914	-2709.00316131	-2718.82774428	-8404.42433937	-8401.99142866	-11120.81917294
tm        	0.79-0.26 	12798.5013	0.79      	930.2495  	5106.90467225	5106.90467225	0.0       	0         	24.383    	24.22873687	-2662.02753742	-2663.96670156	-8411.74431607	-8420.47907928	-11084.44578085
tm        	0.79-0.27 	12625.5486	0.79      	966.0284  	5106.90467225	5106.90467225	0.0       	0         	24.287    	24.30608461	-2611.34749359	-2609.47394956	-8445.40975148	-8441.19879925	-11050.6727488
tm        	0.79-0.28 	12452.5959	0.79      	1001.8072 	5106.90467225	5106.90467225	0.0       	0         	24.521    	24.38343235	-2556.9317602	-2555.39197117	-8445.25081891	-8463.92376175	-11019.31573292
tm        	0.79-0.29 	12279.6432	0.79      	1037.586  	5106.90467225	5106.90467225	0.0       	0         	24.305    	24.46078008	-2502.23070468	-2501.77365565	-8525.93093988	-8488.45969565	-10990.23335131
tm        	0.79-0.3  	12106.6904	0.79      	1073.3649 	5106.90467225	5106.90467225	0.0       	0         	24.722    	24.53812782	-2457.3495069	-2448.68673693	-8527.9356827	-8514.63909178	-10963.32582871
tm        	0.79-0.31 	11933.7377	0.79      	1109.1437 	5106.90467225	5106.90467225	0.0       	0         	24.601    	24.61547556	-2397.91929806	-2396.2212693	-8543.34144779	-8542.31661091	-10938.53788021
tm        	0.79-0.32 	11760.785 	0.79      	1144.9225 	5106.90467225	5106.90467225	0.0       	0         	24.801    	24.6928233	-2355.33445213	-2347.50307917	-8595.62211424	-8571.3654131	-10918.86849226
tm        	0.79-0.33 	11587.8323	0.79      	1180.7014 	5106.90467225	5106.90467225	0.0       	0         	24.845    	24.77017103	-2307.27998577	-2310.89321461	-8591.44020764	-8601.67420006	-10912.56741467
tm        	0.79-0.34 	11414.8795	0.79      	1216.4802 	5106.90467225	5106.90467225	0.0       	0         	25.015    	24.84751877	-2286.04511412	-2282.94722232	-8631.18793735	-8633.14481415	-10916.09203647
tm        	0.79-0.35 	11241.9268	0.79      	1252.259  	5106.90467225	5106.90467225	0.0       	0         	24.748    	24.92486651	-2266.75535312	-2260.71947506	-8694.72108399	-8665.6902751	-10926.40975016
